,OPEN,HIGH,LOW,CLOSE,symbol
2022/1/19,2076.198,2089.4114,2053.821,2068.0786,CI005808.WI
2022/1/19,2203.2422,2270.2,2202.2117,2238.7285,CI005199.WI
2022/1/19,,,,1000,CI005833.WI
2022/1/19,2352.1309,2368.7432,2292.3389,2300.0396,CI005190.WI
2022/1/19,2079.0547,2089.9143,2046.8683,2057.6367,CI005834.WI
2022/1/19,934.3127,953.357,933.4133,950.5211,CI005196.WI
2022/1/19,4041.0454,4056.1702,3966.8047,3988.9839,CI005171.WI
2022/1/19,2936.6011,2944.5364,2891.7839,2907.8293,CI005146.WI
2022/1/19,1469.9023,1478.0016,1435.627,1443.2378,CI005135.WI
2022/1/19,2021.6257,2038.8665,2019.1165,2035.446,CI005170.WI
2022/1/19,1098.0179,1112.5577,1097.3032,1110.1233,CI005827.WI
2022/1/19,524.7028,531.5767,524.3572,527.7644,CI005814.WI
2022/1/19,5833.0005,5925.4888,5810.8545,5843.418,CI005168.WI
2022/1/19,1189.2839,1200.3505,1189.2839,1199.6791,CI005821.WI
2022/1/19,1083.5626,1111.9783,1079.3728,1102.5313,CI005820.WI
2022/1/19,1507.8303,1516.61,1495.3485,1500.4663,CI005172.WI
2022/1/19,1054.4371,1060.7526,1046.8284,1055.4828,CI005826.WI
2022/1/19,2841.6636,2842.2312,2782.082,2802.6257,CI005809.WI
2022/1/19,1818.7092,1830.4591,1788.8518,1798.8173,CI005191.WI
2022/1/19,1295.0745,1304.1266,1290.6071,1298.9103,CI005813.WI
2022/1/19,17753.2969,17907.3848,17392.9844,17438.2148,CI005154.WI
2022/1/19,17183.8809,17511.1992,17029.1836,17298.709,CI005143.WI
2022/1/19,2815.3193,2832.7791,2799.6028,2823.1426,CI005109.WI
2022/1/19,11714.6895,11986.8867,11710.9707,11914.7197,CI005124.WI
2022/1/19,1184.8615,1217.2471,1184.8615,1214.5483,CI005846.WI
2022/1/19,5585.0791,5704.0171,5557.2871,5645.8262,CI005144.WI
2022/1/19,1899.4143,1899.4143,1851.7305,1865.7413,CI005838.WI
2022/1/19,3471.4321,3480.4573,3369.6509,3385.9587,CI005134.WI
2022/1/19,15572.9043,15634.6807,15447.0117,15556.7373,CI005106.WI
2022/1/19,7764.376,7859.1909,7764.0073,7798.8188,CI005165.WI
2022/1/19,1096.3954,1118.0632,1083.424,1091.905,CI005849.WI
2022/1/19,2717.8887,2772.3601,2703.1389,2716.9597,CI005104.WI
2022/1/19,4547.9106,4547.9106,4411.855,4440.251,CI005140.WI
2022/1/19,818.8522,825.9445,817.2993,820.9888,CI005828.WI
2022/1/19,1550.9403,1558.8749,1520.1329,1533.8578,CI005837.WI
2022/1/19,2158.5308,2163.1704,2124.5813,2139.2336,CI005192.WI
2022/1/19,6944.5151,7007.4639,6916.9863,6948.9492,CI005127.WI
2022/1/19,1292.1033,1302.712,1283.6189,1293.2938,CI005819.WI
2022/1/19,1342.3605,1342.4088,1326.4572,1336.327,CI005807.WI
2022/1/19,1407.1412,1421.0748,1403.0028,1412.4209,CI005823.WI
2022/1/19,146.9604,148.1731,144.6366,146.2458,CI005101.WI
2022/1/19,808.0973,809.9249,804.8101,807.4388,CI005839.WI
2022/1/19,1604.1326,1613.8531,1585.824,1594.1337,CI005189.WI
2022/1/19,3121.96,3148.0635,3102.4944,3130.2524,CI005129.WI
2022/1/19,3997.3328,4080.9202,3991.4297,4043.5896,CI005117.WI
2022/1/19,11101.5107,11201.5137,10896.4063,10970.833,CI005153.WI
2022/1/19,1297.1387,1325.3373,1293.6139,1307.2726,CI005832.WI
2022/1/19,1482.4821,1504.0247,1476.598,1499.9319,CI005844.WI
2022/1/19,4116.707,4130.8389,3908.7512,3969.9905,CI005810.WI
2022/1/19,10897.0332,10980.5527,10852.877,10949.2051,CI005164.WI
2022/1/19,1021.9187,1039.8279,1019.4895,1039.224,CI005811.WI
2022/1/19,1900.347,1920.7599,1898.4475,1907.9246,CI005166.WI
2022/1/19,1368.9564,1371.2698,1350.3939,1361.3087,CI005801.WI
2022/1/19,2155.363,2183.9255,2145.6262,2172.3298,CI005173.WI
2022/1/19,1312.349,1328.9353,1301.5969,1316.3489,CI005847.WI
2022/1/19,4642.415,4671.6099,4560.9409,4592.2397,CI005107.WI
2022/1/19,2873.4209,2903.2893,2800.0134,2831.2249,CI005105.WI
2022/1/19,19464.1172,19520.168,19077.9121,19142.0762,CI005155.WI
2022/1/19,1233.9027,1294.1453,1233.752,1287.4075,CI005198.WI
2022/1/19,1412.9497,1422.5376,1398.5911,1413.7964,CI005822.WI
2022/1/19,3631.9934,3668.689,3626.2961,3662.9441,CI005122.WI
2022/1/19,2154.887,2176.3882,2117.054,2136.3511,CI005845.WI
2022/1/20,1908.8129,1974.5077,1908.3472,1970.2964,CI005166.WI
2022/1/20,1532.9585,1542.9188,1517.5496,1523.5391,CI005837.WI
2022/1/20,3954.9824,3990.947,3916.5288,3925.9653,CI005810.WI
2022/1/20,2035.4263,2050.3435,2031.3151,2039.4835,CI005170.WI
2022/1/20,1018.945,1018.945,987.4138,990.0981,CI005841.WI
2022/1/20,1981.049,2117.5615,1972.1984,2006.345,CI005162.WI
2022/1/20,6932.6987,6933.5884,6789.9556,6841.0234,CI005127.WI
2022/1/20,2057.7686,2078.4277,2030.9983,2031.7118,CI005834.WI
2022/1/20,2914.3486,2925.1919,2851.3472,2857.4502,CI005146.WI
2022/1/20,3372.2356,3396.9529,3290.6182,3295.4521,CI005134.WI
2022/1/20,4554.5264,4572.5205,4485.4404,4505.8882,CI005102.WI
2022/1/20,5532.5532,5536.1904,5399.6851,5450.1621,CI005137.WI
2022/1/20,142.3307,144.376,141.5315,142.822,CI005101.WI
2022/1/20,3992.6528,4032.874,3983.1655,3993.4868,CI005171.WI
2022/1/20,1301.8248,1304.3145,1275.9562,1276.9197,CI005813.WI
2022/1/20,1492.7086,1505.9786,1486.2362,1489.238,CI005172.WI
2022/1/20,641.4999,642.4858,625.4601,626.5926,CI005816.WI
2022/1/20,3672.6013,3683.6719,3632.8064,3634.7324,CI005122.WI
2022/1/20,1799.8605,1800.3115,1760.4872,1761.5071,CI005806.WI
2022/1/20,4161.1211,4168.2715,4085.4299,4086.4063,CI005178.WI
2022/1/20,1599.1077,1604.6309,1561.334,1563.9199,CI005194.WI
2022/1/20,2173.0852,2231.4172,2168.2402,2203.4373,CI005173.WI
2022/1/20,10962.9043,11318.9033,10961.6318,11259.4482,CI005164.WI
2022/1/20,3029.8284,3040.0493,2962.6487,2966.3464,CI005185.WI
2022/1/20,1126.8103,1136.894,1111.4973,1112.3015,CI005815.WI
2022/1/20,1413.2345,1418.6399,1401.2874,1401.6635,CI005823.WI
2022/1/20,1333.9589,1337.3671,1289.0956,1290.6178,CI005807.WI
2022/1/20,19139.0273,19222.9629,18876.8164,19013.2813,CI005136.WI
2022/1/20,808.9955,810.5833,802.0594,805.274,CI005839.WI
2022/1/20,1450.6946,1451.2606,1425.2605,1426.2559,CI005836.WI
2022/1/20,4044.4441,4101.5825,3993.1667,4056.4678,CI005117.WI
2022/1/20,1310.3568,1314.7628,1252.6377,1286.5642,CI005832.WI
2022/1/20,43121.6523,44667.6836,43100.0117,44556.332,CI005145.WI
2022/1/20,1864.6099,1865.5148,1818.1344,1818.6101,CI005805.WI
2022/1/20,2009.3232,2031.5908,2006.7372,2026.2737,CI005163.WI
2022/1/20,1448.8373,1448.8373,1408.7645,1410.9667,CI005135.WI
2022/1/20,2791.6318,2812.4072,2762.3491,2776.1104,CI005809.WI
2022/1/20,1160.8843,1168.7114,1134.8489,1136.8376,CI005825.WI
2022/1/20,1555.9073,1562.7269,1529.1483,1531.4084,CI005812.WI
2022/1/20,11898.7285,11926.2266,11694.9316,11819.8672,CI005124.WI
2022/1/20,1093.7876,1095.9574,1051.0122,1055.8688,CI005849.WI
2022/1/20,1869.2369,1871.0204,1787.2135,1789.6505,CI005838.WI
2022/1/20,7796.1787,7983.856,7787.248,7928.3159,CI005165.WI
2022/1/20,875.7164,883.1417,863.4131,867.7776,CI005831.WI
2022/1/20,4784.5859,4786.478,4704.7788,4710.7246,CI005181.WI
2022/1/20,2065.7046,2074.8247,2026.0787,2028.0416,CI005808.WI
2022/1/20,,,,1000,CI005833.WI
2022/1/20,6453.5649,6454.0122,6282.6514,6298.7183,CI005113.WI
2022/1/20,12408.3984,12411.25,11978.5127,12038.9941,CI005133.WI
2022/1/20,891.4113,892.7825,869.373,871.6516,CI005840.WI
2022/1/20,950.6107,951.915,922.595,923.9759,CI005196.WI
2022/1/20,526.8877,529.2057,519.7085,521.1194,CI005814.WI
2022/1/20,1863.8474,1867.3896,1836.6514,1852.1305,CI005195.WI
2022/1/20,1831.1594,1876.6245,1819.3458,1834.2646,CI005111.WI
2022/1/20,4030.5222,4033.1733,3943.9805,3946.4019,CI005110.WI
2022/1/20,1466.8103,1476.2854,1451.9828,1453.9447,CI005835.WI
2022/1/20,1754.8401,1789.9321,1749.2131,1756.6421,CI005802.WI
2022/1/20,1008.3233,1035.6904,991.2245,996.9464,CI005829.WI
2022/1/20,1051.9108,1064.7863,1039.376,1040.3944,CI005826.WI
2022/1/20,1110.5076,1134.009,1109.3053,1127.241,CI005827.WI
2022/1/20,4601.2842,4635.1563,4531.9888,4537.2783,CI005107.WI
2022/1/20,1632.9987,1651.5962,1595.5262,1597.5999,CI005824.WI
2022/1/20,1796.4755,1808.243,1744.9021,1748.3933,CI005191.WI
2022/1/20,13079.3506,13630.9111,13061.4795,13472.8945,CI005160.WI
2022/1/20,17337.959,17525.9492,17032.7617,17037.6621,CI005154.WI
2022/1/20,9808.6191,9809.6172,9580.9326,9596.3369,CI005138.WI
2022/1/20,19174.873,19400.9863,19104.0273,19186.9746,CI005155.WI
2022/1/20,1163.6464,1167.1771,1153.3588,1159.6881,CI005803.WI
2022/1/20,1413.5745,1433.3514,1410.4614,1428.7979,CI005822.WI
2022/1/20,821.6035,824.5878,814.2197,816.5594,CI005828.WI
2022/1/20,5669,5840.6826,5622.3867,5792.3232,CI005144.WI
2022/1/20,2693.6091,2741.4819,2677.9338,2723.802,CI005104.WI
2022/1/20,15857.0234,15989.7197,15817.4609,15855.376,CI005106.WI
2022/1/20,1595.2909,1615.5543,1567.1578,1569.8228,CI005189.WI
2022/1/20,1190.1335,1190.1335,1154.1428,1154.23,CI005197.WI
2022/1/20,2755.5947,2777.0693,2691.8049,2693.9248,CI005188.WI
2022/1/20,1209.3018,1210.1614,1186.2968,1194.1272,CI005843.WI
2022/1/20,4438.9033,4443.0591,4292.8755,4303.6235,CI005140.WI
2022/1/20,1102.7142,1124.4937,1096.8385,1120.259,CI005820.WI
2022/1/20,1883.007,1884.4828,1849.5989,1853.1688,CI005800.WI
2022/1/20,2129.3574,2182.1074,2110.3757,2166.9448,CI005845.WI
2022/1/20,5891.3135,5966.394,5805.9966,5811.4834,CI005168.WI
2022/1/20,1255.7256,1265.9561,1243.4877,1247.9171,CI005818.WI
2022/1/20,1213.8564,1214.884,1184.1489,1186.0044,CI005846.WI
2022/1/20,1358.5122,1362.3655,1326.1373,1326.1373,CI005801.WI
2022/1/20,17248.8594,17738.4609,17201.6445,17643.7363,CI005143.WI
2022/1/20,1000.0052,1033.209,984.215,1015.1678,CI005830.WI
2022/1/20,10953.1113,11159.9912,10906.5791,10924.2148,CI005153.WI
2022/1/20,1284.3685,1289.2688,1248.6409,1252.093,CI005804.WI
2022/1/20,1495.4175,1497.3269,1469.6736,1489.3643,CI005844.WI
2022/1/20,1107.3512,1107.3873,1075.8505,1079.1665,CI005848.WI
2022/1/20,2137.2922,2146.1152,2089.7637,2090.9207,CI005192.WI
2022/1/20,1039.7205,1045.4714,1029.5576,1030.3978,CI005811.WI
2022/1/20,3121.9817,3132.5264,3010.8594,3014.8235,CI005129.WI
2022/1/20,2421.5969,2425.4292,2366.9551,2367.2424,CI005139.WI
2022/1/20,1314.6178,1314.6178,1284.0781,1286.2874,CI005847.WI
2022/1/20,1029.7656,1029.7671,1011.1905,1012.5674,CI005187.WI
2022/1/20,1285.3727,1287.6541,1264.9707,1269.6111,CI005198.WI
2022/1/20,2283.832,2298.9316,2242.6287,2244.3569,CI005193.WI
2022/1/20,1197.6266,1202.7712,1176.4584,1177.8014,CI005821.WI
2022/1/20,82861.4453,84957.9219,82861.4453,84640.9219,CI005156.WI
2022/1/20,2292.991,2301.3374,2233.4243,2258.7944,CI005190.WI
2022/1/20,2808.033,2821.2964,2727.2578,2732.7251,CI005105.WI
2022/1/20,2821.2703,2865.9468,2796.7974,2821.4568,CI005109.WI
2022/1/20,1073.1989,1084.6302,1047.411,1049.0326,CI005817.WI
2022/1/20,2251.0642,2257.4734,2219.6985,2223.8513,CI005199.WI
2022/1/20,12912.2803,12982.5713,12688.1045,12705.8037,CI005152.WI
2022/1/20,1135.6508,1136.0013,1114.0574,1121.7887,CI005842.WI
2022/1/20,1291.7593,1293.3569,1251.9287,1255.5516,CI005819.WI
2022/1/21,1421.7671,1435.4895,1415.2377,1430.141,CI005822.WI
2022/1/21,1433.9646,1435.7318,1410.4827,1411.9973,CI005836.WI
2022/1/21,1397.1017,1411.0527,1389.942,1404.9972,CI005823.WI
2022/1/21,924.9348,930.0972,911.7555,912.1915,CI005196.WI
2022/1/21,2156.9504,2165.8586,2125.677,2137.6121,CI005845.WI
2022/1/21,804.3446,808.3538,798.0748,804.1437,CI005839.WI
2022/1/21,1321.6053,1326.3914,1301.4675,1304.2098,CI005801.WI
2022/1/21,1393.324,1393.5348,1368.9344,1375.1246,CI005135.WI
2022/1/21,3643.1802,3647.1951,3599.0481,3604.2615,CI005122.WI
2022/1/21,4314.9824,4363.7036,4283.3848,4329.3335,CI005140.WI
2022/1/21,4531.897,4568.2949,4486,4542.207,CI005107.WI
2022/1/21,1571.6823,1575.6869,1537.2173,1549.5721,CI005189.WI
2022/1/21,19117.8008,19117.8008,18489.7324,18563.3105,CI005155.WI
2022/1/21,2745.6658,2797.4475,2727.4714,2786.5781,CI005104.WI
2022/1/21,815.7391,816.1705,801.6804,805.9274,CI005828.WI
2022/1/21,1252.9922,1253.072,1223.3691,1230.8922,CI005819.WI
2022/1/21,1564.797,1567.2194,1535.4944,1536.7617,CI005194.WI
2022/1/21,519.3651,520.0076,502.9933,507.4647,CI005814.WI
2022/1/21,1282.7086,1290.4379,1261.5134,1274.3339,CI005807.WI
2022/1/21,2234.7942,2287.1931,2226.4294,2231.7727,CI005173.WI
2022/1/21,1851.9564,1853.4658,1816.8345,1820.4897,CI005195.WI
2022/1/21,,,,1000,CI005833.WI
2022/1/21,1760.8621,1774.9558,1747.0894,1758.8718,CI005191.WI
2022/1/21,140.9895,141.0782,138.0146,139.1391,CI005101.WI
2022/1/21,2860.6809,2863.7483,2829.4736,2834.791,CI005146.WI
2022/1/21,2217.8606,2243.5981,2193.2319,2206.2483,CI005199.WI
2022/1/21,2017.7686,2029.2094,1990.4519,1992.9686,CI005834.WI
2022/1/21,1037.2756,1038.0359,1022.8218,1023.6401,CI005826.WI
2022/1/21,2749.4446,2772.8167,2713.5479,2756.6343,CI005105.WI
2022/1/21,1515.6144,1526.0952,1488.4773,1492.4576,CI005837.WI
2022/1/21,1176.6169,1182.1398,1164.5254,1169.3705,CI005821.WI
2022/1/21,1268.0811,1270.1041,1243.3822,1246.7197,CI005198.WI
2022/1/21,1278.855,1300.5762,1262.9403,1264.4366,CI005847.WI
2022/1/21,1971.0195,1979.7523,1953.0814,1965.0781,CI005166.WI
2022/1/21,2088.8098,2095.2278,2067.7886,2080.1797,CI005192.WI
2022/1/21,6832.8345,6833.5371,6693.1924,6702.4106,CI005127.WI
2022/1/21,1032.0544,1041.8497,1030.7002,1034.4087,CI005811.WI
2022/1/21,10858.4434,10858.4434,10525.2363,10539.8193,CI005153.WI
2022/1/21,3905.4756,3993.4114,3842.27,3929.7734,CI005810.WI
2022/1/21,3277.0994,3308.4629,3229.9873,3267.573,CI005134.WI
2022/1/21,3992.0664,3999.1001,3949.4434,3968.061,CI005171.WI
2022/1/21,2036.8955,2046.4603,2028.7273,2038.425,CI005170.WI
2022/1/21,18031.0547,18445.1504,18020.7969,18206.2109,CI005143.WI
2022/1/21,5790.1719,5820.5063,5724.708,5769.8545,CI005168.WI
2022/1/21,2024.1626,2029.6298,2002.504,2010.1361,CI005808.WI
2022/1/21,1854.0532,1854.3237,1826.0532,1836.3669,CI005800.WI
2022/1/21,1490.525,1495.1063,1445.3007,1454.7736,CI005172.WI
2022/1/21,1123.3578,1123.3578,1086.9016,1087.9409,CI005820.WI
2022/1/21,3007.5876,3042.113,2992.0303,3005.927,CI005129.WI
2022/1/21,1790.2075,1804.3339,1778.2296,1789.2192,CI005838.WI
2022/1/21,15804.8652,16057.1553,15641.0166,16014.2939,CI005106.WI
2022/1/21,2243.4316,2283.0088,2220.364,2269.3176,CI005190.WI
2022/1/21,7899.6187,7924.9561,7840.2075,7852.4326,CI005165.WI
2022/1/21,1177.4683,1204.5073,1157.9861,1158.0115,CI005846.WI
2022/1/21,1047.1761,1052.5367,1008.7584,1019.0296,CI005849.WI
2022/1/21,16757.7266,16768.3477,16355.1748,16375.7607,CI005154.WI
2022/1/21,11751.6299,11755.2852,11434.0381,11460.7656,CI005124.WI
2022/1/21,1530.7119,1535.3494,1511.9387,1517.9045,CI005812.WI
2022/1/21,1123.1895,1123.2908,1112.0117,1117.7334,CI005827.WI
2022/1/21,2772.8772,2809.0439,2745.8101,2763.4197,CI005809.WI
2022/1/21,1272.7302,1279.1528,1265.2576,1272.2092,CI005813.WI
2022/1/21,5864.7393,5979.0273,5744.0283,5749.0747,CI005144.WI
2022/1/21,4041.3787,4044.7781,3967.9067,3973.6636,CI005117.WI
2022/1/21,11246.6934,11294.8242,11175.9482,11244.3086,CI005164.WI
2022/1/21,3934.98,3948.488,3895.7273,3902.5359,CI005110.WI
2022/1/21,1597.0634,1597.0634,1560.2888,1561.8163,CI005824.WI
2022/1/21,4071.8535,4085.6721,4034.0159,4039.7607,CI005178.WI
2022/1/21,1047.3293,1054.229,1018.6763,1020.8285,CI005817.WI
2022/1/21,1757.5182,1757.5182,1734.694,1739.9232,CI005806.WI
2022/1/21,2685.4846,2737.3125,2657.0095,2701.4055,CI005188.WI
2022/1/21,9536.8369,9564.5674,9446.0439,9462.667,CI005138.WI
2022/1/21,44341.543,44666.2813,43636.9531,43849.0039,CI005145.WI
2022/1/21,12786.29,12801.2422,12382.1396,12401.2471,CI005152.WI
2022/1/21,1114.4664,1129.1504,1105.9381,1107.5283,CI005842.WI
2022/1/21,2022.5426,2025.7535,2007.4111,2016.1594,CI005163.WI
2022/1/21,1244.4026,1245.8673,1213.9983,1217.6752,CI005818.WI
2022/1/21,1006.3256,1008.269,986.3476,992.0627,CI005187.WI
2022/1/21,1936.3547,1939.8866,1846.4729,1890.0631,CI005162.WI
2022/1/21,992.5077,995.0045,959.6121,963.2702,CI005829.WI
2022/1/21,868.373,884.8994,858.0875,861.2299,CI005840.WI
2022/1/21,11838.9365,11838.9365,11567.7139,11673.6504,CI005133.WI
2022/1/21,1187.2905,1212.6915,1185.6827,1187.6196,CI005843.WI
2022/1/21,626.9038,629.8581,613.0453,613.7557,CI005816.WI
2022/1/21,1447.9004,1450.1368,1424.8459,1428.5433,CI005835.WI
2022/1/21,6292.603,6298.7119,6204.3833,6227.2393,CI005113.WI
2022/1/21,1147.5363,1154.1714,1130.1848,1132.144,CI005197.WI
2022/1/21,1159.9158,1167.6515,1140.0955,1141.2751,CI005803.WI
2022/1/21,4699.4438,4706.3911,4619.1392,4627.5225,CI005181.WI
2022/1/21,1133.9855,1137.8577,1118.161,1120.0247,CI005825.WI
2022/1/21,13396.2158,13399.9531,12997.6836,13009.7227,CI005160.WI
2022/1/21,870.315,883.0771,867.2791,878.5344,CI005831.WI
2022/1/21,1814.8553,1824.1652,1795.4647,1798.8973,CI005805.WI
2022/1/21,1004.9593,1009.419,965.8954,971.0367,CI005830.WI
2022/1/21,988.2223,1005.5394,982.4463,990.0171,CI005841.WI
2022/1/21,1275.1085,1305.5101,1257.0437,1257.4844,CI005832.WI
2022/1/21,5422.3394,5425.7012,5289.5791,5323.9443,CI005137.WI
2022/1/21,1072.0514,1085.8821,1047.2173,1048.9623,CI005848.WI
2022/1/21,84251.0938,86275.25,83828.3672,85656.1094,CI005156.WI
2022/1/21,1482.2673,1500.9551,1472.2939,1484.9589,CI005844.WI
2022/1/21,2960.5093,2970.5071,2915.7805,2919.4678,CI005185.WI
2022/1/21,2812.9434,2852.1868,2791.0583,2793.4478,CI005109.WI
2022/1/21,1110.8298,1117.1622,1104.71,1112.7163,CI005815.WI
2022/1/21,2363.4216,2366.8206,2334.9675,2357.7617,CI005139.WI
2022/1/21,4470.9995,4480.7466,4399.9316,4421.5957,CI005102.WI
2022/1/21,1762.014,1762.014,1699.624,1706.934,CI005802.WI
2022/1/21,1823.1157,1823.1157,1785.718,1787.3188,CI005111.WI
2022/1/21,2244.698,2253.6934,2222.4202,2230.5591,CI005193.WI
2022/1/21,1254.3761,1259.5303,1236.3779,1252.5685,CI005804.WI
2022/1/21,18997.3008,19100.7109,18754.0586,18832.3516,CI005136.WI
2022/1/24,1794.4523,1820.584,1787.6345,1812.8516,CI005805.WI
2022/1/24,6669.8691,6724.8647,6642.3008,6682.2793,CI005127.WI
2022/1/24,1513.4308,1525.743,1506.8007,1518.1144,CI005812.WI
2022/1/24,610.9532,618.2428,604.1786,615.3142,CI005816.WI
2022/1/24,2031.8271,2046.5552,2011.0173,2029.8661,CI005170.WI
2022/1/24,1035.7017,1052.3876,1030.3158,1042.1495,CI005848.WI
2022/1/24,1134.045,1139.3053,1114.4812,1119.7074,CI005803.WI
2022/1/24,3952.3655,3952.3655,3894.4136,3909.7183,CI005171.WI
2022/1/24,1268.8953,1286.2273,1262.8076,1276.0277,CI005813.WI
2022/1/24,10413.875,10523.2344,10370.9219,10454.3545,CI005153.WI
2022/1/24,2752.1636,2847.748,2733.4529,2831.7021,CI005809.WI
2022/1/24,1115.3146,1120.3241,1102.5685,1113.8973,CI005827.WI
2022/1/24,12915.1885,13180.126,12883.1484,12980.541,CI005160.WI
2022/1/24,2909.2559,2921.5659,2869.9661,2896.8228,CI005185.WI
2022/1/24,1031.0964,1033.783,1014.1026,1016.9643,CI005811.WI
2022/1/24,11402.5684,11455.582,11258.207,11312.8271,CI005124.WI
2022/1/24,1811.7185,1836.7126,1802.7037,1812.9445,CI005195.WI
2022/1/24,983.5688,1005.3011,972.4586,1002.4417,CI005187.WI
2022/1/24,2074.4753,2101.6548,2060.1995,2093.1353,CI005192.WI
2022/1/24,3242.8562,3409.3601,3240.0203,3376.3545,CI005134.WI
2022/1/24,1165.9664,1165.9664,1153.6849,1156.359,CI005821.WI
2022/1/24,1870.0026,1875.1448,1816.5796,1823.3773,CI005162.WI
2022/1/24,1259.4325,1275.0134,1242.5342,1262.5684,CI005198.WI
2022/1/24,1017.6867,1020.8872,1012.5812,1015.982,CI005826.WI
2022/1/24,1781.1851,1814.6691,1754.7584,1796.7771,CI005111.WI
2022/1/24,1483.6323,1539.5961,1481.5282,1525.6825,CI005837.WI
2022/1/24,987.3928,997.7226,973.5508,987.5141,CI005841.WI
2022/1/24,2745.5757,2785.5959,2722.6375,2758.355,CI005105.WI
2022/1/24,968.5647,969.9568,953.1086,961.2535,CI005830.WI
2022/1/24,3896.5215,4058.1309,3883.2544,4005.7839,CI005810.WI
2022/1/24,1963.3096,1963.4763,1932.3306,1947.4204,CI005166.WI
2022/1/24,1987.2789,2026.1432,1982.4962,2019.7029,CI005834.WI
2022/1/24,1028.5369,1035.3364,1014.2247,1032.019,CI005817.WI
2022/1/24,1252.4258,1278.6115,1249.7725,1274.8245,CI005847.WI
2022/1/24,2204.4238,2204.9585,2168.55,2172.2419,CI005199.WI
2022/1/24,1102.4877,1132.2992,1100.4124,1116.7021,CI005842.WI
2022/1/24,2824.2075,2849.343,2803.4277,2836.2065,CI005146.WI
2022/1/24,12254.916,12283.6787,12154.4141,12159.4453,CI005152.WI
2022/1/24,5303.9717,5357.0996,5280.8174,5321.9023,CI005137.WI
2022/1/24,139.3324,141.8115,138.1067,141.8115,CI005101.WI
2022/1/24,4399.6597,4494.0396,4385.1138,4485.0278,CI005102.WI
2022/1/24,1756.156,1807.0507,1748.1588,1792.5757,CI005191.WI
2022/1/24,1120.7582,1125.1399,1109.8573,1115.2028,CI005825.WI
2022/1/24,18365.7676,18887.0859,18297.9121,18723.0742,CI005143.WI
2022/1/24,9411.6475,9572.126,9396.1699,9519.3086,CI005138.WI
2022/1/24,1474.2937,1506.1224,1469.9072,1499.1814,CI005844.WI
2022/1/24,3009.7671,3023.4858,2972.1343,2988.6299,CI005129.WI
2022/1/24,2770.0286,2795.7798,2716.2126,2773.6477,CI005104.WI
2022/1/24,1734.7052,1744.2941,1724.4143,1733.1649,CI005806.WI
2022/1/24,506.5578,506.7794,499.4546,500.8574,CI005814.WI
2022/1/24,11666.8311,11832.1436,11582.1943,11777.7178,CI005133.WI
2022/1/24,2685.5061,2826.4399,2677.7361,2807.7139,CI005188.WI
2022/1/24,3596.8577,3601.3413,3562.1016,3571.5293,CI005122.WI
2022/1/24,4011.1167,4026.2437,3984.3323,4007.3975,CI005178.WI
2022/1/24,18359.3652,18650.8457,18357.7988,18579.5938,CI005155.WI
2022/1/24,1531.7902,1554.3855,1523.4869,1546.5209,CI005194.WI
2022/1/24,1710.6787,1713.0382,1689.6053,1699.7485,CI005802.WI
2022/1/24,43620.2773,44375.4844,43265.1172,43589.6484,CI005145.WI
2022/1/24,1394.7429,1399.8634,1377.5656,1385.2351,CI005823.WI
2022/1/24,4497.4727,4519.8354,4432.5742,4496.5229,CI005107.WI
2022/1/24,1112.4425,1112.6332,1089.6158,1092.7944,CI005815.WI
2022/1/24,2780.9641,2798.1631,2760.6104,2786.5769,CI005109.WI
2022/1/24,2223.1396,2247.2275,2200.2568,2216.2034,CI005173.WI
2022/1/24,11258.3447,11292.2959,11119.8008,11254.0527,CI005164.WI
2022/1/24,1251.3589,1254.275,1240.1575,1242.4028,CI005804.WI
2022/1/24,1301.4093,1306.2131,1282.8,1283.7378,CI005801.WI
2022/1/24,1225.7627,1229.6121,1214.6145,1216.0332,CI005819.WI
2022/1/24,84718.4531,85904.9922,83943.7266,84630.2813,CI005156.WI
2022/1/24,1402.8763,1411.3153,1394.0427,1399.9949,CI005836.WI
2022/1/24,1269.8397,1279.6174,1264.8572,1271.5779,CI005807.WI
2022/1/24,803.5224,807.5663,795.1686,802.3194,CI005828.WI
2022/1/24,1544.8247,1574.6935,1529.5765,1567.1929,CI005189.WI
2022/1/24,2349.1785,2353.7397,2315.5469,2326.6309,CI005139.WI
2022/1/24,803.2454,808.267,800.6167,804.3796,CI005839.WI
2022/1/24,1240.3008,1310.7975,1234.1323,1286.5643,CI005832.WI
2022/1/24,3963.0166,4071.9795,3952.5452,4008.9058,CI005117.WI
2022/1/24,2219.9622,2255.7925,2206.3538,2243.7705,CI005193.WI
2022/1/24,16154.2607,16348.8008,16068.2861,16122.3223,CI005154.WI
2022/1/24,1786.9299,1832.4299,1784.6447,1821.9435,CI005838.WI
2022/1/24,1551.213,1581.4961,1550.6185,1567.9619,CI005824.WI
2022/1/24,1012.8796,1032.6428,1009.7049,1025.9984,CI005849.WI
2022/1/24,1147.6823,1156.918,1133.676,1138.6957,CI005846.WI
2022/1/24,871.4022,876.6346,860.207,860.207,CI005831.WI
2022/1/24,1426.4248,1444.0416,1418.5502,1435.8346,CI005835.WI
2022/1/24,3894.2131,3918.0989,3863.6475,3902.6663,CI005110.WI
2022/1/24,4606.3418,4665.7666,4605.7798,4639.626,CI005181.WI
