,close,open,high,low,volume,code
2006-08-31,1060.5402,1055.2805,1061.6581,1052.1982,5685540400.0,881001.WI
2006-09-01,1042.8418,1060.5402,1061.6172,1040.0834,5862051200.0,881001.WI
2006-09-04,1060.4158,1042.8418,1060.4158,1040.8114,5252365200.0,881001.WI
2006-09-05,1062.9619,1060.4158,1066.3363,1057.6847,6136186400.0,881001.WI
2006-09-06,1067.8445,1062.9619,1067.8445,1055.5032,5578443200.0,881001.WI
2006-09-07,1052.8311,1067.8445,1068.7578,1048.6471,4962644000.0,881001.WI
2006-09-08,1055.335,1052.8311,1058.0144,1051.207,4131891600.0,881001.WI
2006-09-11,1060.9008,1055.335,1060.9008,1043.9316,4866610800.0,881001.WI
2006-09-12,1066.6416,1060.9008,1068.6649,1059.3103,5671194800.0,881001.WI
2006-09-13,1056.8103,1066.6416,1070.8701,1056.0309,6318888000.0,881001.WI
2006-09-14,1056.9244,1056.8103,1060.9783,1044.6572,5155557200.0,881001.WI
2006-09-15,1073.1227,1056.9244,1073.1227,1056.6801,6566814800.0,881001.WI
2006-09-18,1085.7736,1073.1227,1085.7736,1073.1227,6511944000.0,881001.WI
2006-09-19,1088.2921,1085.7736,1092.402,1082.2513,6296190000.0,881001.WI
2006-09-20,1090.194,1088.2921,1092.7468,1079.094,5810420400.0,881001.WI
2006-09-21,1096.2754,1090.194,1098.2246,1089.7697,5933786800.0,881001.WI
2006-09-22,1086.4178,1096.2754,1099.2612,1085.9241,6319302800.0,881001.WI
2006-09-25,1085.8906,1086.4178,1093.5206,1076.7402,5649572000.0,881001.WI
2006-09-26,1077.8956,1085.8906,1085.8906,1072.3079,4894446000.0,881001.WI
2006-09-27,1087.9795,1077.8956,1087.9795,1076.1115,4414700400.0,881001.WI
2006-09-28,1099.024,1087.9795,1101.5518,1087.0032,5132520800.0,881001.WI
2006-09-29,1110.8059,1099.024,1112.132,1099.024,6201449600.0,881001.WI
2006-10-09,1133.9972,1110.8059,1133.9972,1110.8059,7780086400.0,881001.WI
2006-10-10,1137.056,1133.9972,1140.7178,1127.5177,7998369600.0,881001.WI
2006-10-11,1137.5374,1137.056,1138.8853,1125.6423,7085914400.0,881001.WI
2006-10-12,1127.1134,1137.5374,1138.2264,1125.9749,7954812800.0,881001.WI
2006-10-13,1131.6062,1127.1134,1134.5955,1123.2234,6325463200.0,881001.WI
2006-10-16,1123.9415,1131.6062,1134.3583,1121.5197,6348922400.0,881001.WI
2006-10-17,1121.4612,1123.9415,1129.3943,1118.5219,5940114800.0,881001.WI
2006-10-18,1137.8414,1121.4612,1137.8414,1120.6023,5672530000.0,881001.WI
2006-10-19,1141.6007,1137.8414,1144.3553,1136.2177,6336636000.0,881001.WI
2006-10-20,1138.728,1141.6007,1146.3016,1136.8528,6645366400.0,881001.WI
2006-10-23,1108.8994,1138.728,1140.734,1104.2362,6948461600.0,881001.WI
2006-10-24,1135.2047,1108.8994,1135.2047,1108.2494,6139524000.0,881001.WI
2006-10-25,1135.3391,1135.2047,1145.8593,1125.2985,7019711200.0,881001.WI
2006-10-26,1136.5454,1135.3391,1138.193,1125.2319,6642680400.0,881001.WI
2006-10-27,1120.6229,1136.5454,1138.3761,1116.5057,6899188000.0,881001.WI
2006-10-30,1122.6014,1120.6229,1123.8148,1107.8956,6596644400.0,881001.WI
2006-10-31,1135.4869,1122.6014,1135.4883,1122.5862,6655036400.0,881001.WI
2006-11-01,1143.5897,1135.4869,1143.5897,1131.1683,7059787200.0,881001.WI
2006-11-02,1141.9133,1143.5897,1143.6376,1130.7251,7436541600.0,881001.WI
2006-11-03,1148.2012,1141.9133,1153.1572,1141.9133,7156304000.0,881001.WI
2006-11-06,1154.0616,1148.2012,1154.0616,1135.4866,7342564800.0,881001.WI
2006-11-07,1153.9277,1154.0616,1156.9757,1137.0033,8037896000.0,881001.WI
2006-11-08,1144.3718,1153.9277,1153.9277,1142.5985,5541906800.0,881001.WI
2006-11-09,1161.6737,1144.3718,1162.4247,1138.8438,6251194400.0,881001.WI
2006-11-10,1141.1383,1161.6737,1165.4686,1133.678,8546196800.0,881001.WI
2006-11-13,1113.8838,1141.1383,1144.9938,1106.9205,7067826400.0,881001.WI
2006-11-14,1126.5345,1113.8838,1126.5345,1096.6709,6072925200.0,881001.WI
2006-11-15,1152.0699,1126.5345,1152.0699,1123.1089,6575127200.0,881001.WI
2006-11-16,1145.5771,1152.0699,1162.031,1144.3485,8747700000.0,881001.WI
2006-11-17,1163.3094,1145.5771,1163.3094,1137.4517,7067698400.0,881001.WI
2006-11-20,1175.9636,1163.3094,1175.9636,1159.9994,8341498400.0,881001.WI
2006-11-21,1187.8259,1175.9636,1187.8424,1160.2202,7818646400.0,881001.WI
2006-11-22,1198.8578,1187.8259,1207.611,1181.5945,9287324800.0,881001.WI
2006-11-23,1206.4821,1198.8578,1209.3218,1194.8757,8352419200.0,881001.WI
2006-11-24,1212.9031,1206.4821,1215.2841,1192.7688,8673871200.0,881001.WI
2006-11-27,1228.7111,1212.9031,1228.7111,1208.3949,8372007200.0,881001.WI
2006-11-28,1227.4738,1228.7111,1233.209,1217.4364,8103917600.0,881001.WI
2006-11-29,1242.563,1227.4738,1244.792,1200.2449,8345340800.0,881001.WI
2006-11-30,1271.604,1242.563,1271.6304,1242.563,10951918400.0,881001.WI
2006-12-01,1280.8951,1271.604,1288.178,1271.1887,11063938400.0,881001.WI
2006-12-04,1313.7063,1280.8951,1313.7063,1280.8951,12779815200.0,881001.WI
2006-12-05,1323.9677,1313.7063,1333.0162,1309.3047,13215674400.0,881001.WI
2006-12-06,1309.8341,1323.9677,1330.157,1267.5409,15058320000.0,881001.WI
2006-12-07,1303.8674,1309.8341,1332.432,1302.9846,14241603200.0,881001.WI
2006-12-08,1257.4514,1303.8674,1303.8674,1256.8252,11615492000.0,881001.WI
2006-12-11,1307.3463,1257.4514,1307.3463,1253.3558,9074387200.0,881001.WI
2006-12-12,1314.1241,1307.3463,1323.6505,1292.3502,10107325600.0,881001.WI
2006-12-13,1317.0665,1314.1241,1319.9031,1299.7194,8476520000.0,881001.WI
2006-12-14,1338.6019,1317.0665,1338.6019,1317.0665,8804011200.0,881001.WI
2006-12-15,1359.7072,1338.6019,1359.7072,1338.6019,9695613600.0,881001.WI
2006-12-18,1389.6375,1359.7072,1389.7892,1359.7072,11899007200.0,881001.WI
2006-12-19,1394.8801,1389.6375,1399.1191,1365.1351,12747866400.0,881001.WI
2006-12-20,1410.3427,1394.8801,1410.3427,1377.0347,11645831200.0,881001.WI
2006-12-21,1392.7162,1410.3427,1418.0259,1390.4706,12676740000.0,881001.WI
2006-12-22,1384.3812,1392.7162,1398.5686,1371.6382,9634948000.0,881001.WI
2006-12-25,1409.0497,1384.3812,1419.7234,1384.3812,10661079200.0,881001.WI
2006-12-26,1403.5743,1409.0497,1417.0042,1387.8766,10295320800.0,881001.WI
2006-12-27,1427.0972,1403.5743,1427.1055,1403.1505,9853004800.0,881001.WI
2006-12-28,1415.7869,1427.0972,1437.0347,1405.5077,11064452800.0,881001.WI
2006-12-29,1449.5112,1415.7869,1455.8671,1415.7869,12159404000.0,881001.WI
2007-01-04,1461.2643,1449.5112,1500.6626,1449.5112,16498836800.0,881001.WI
2007-01-05,1474.4288,1461.2643,1474.478,1440.5717,14478360000.0,881001.WI
2007-01-08,1522.0564,1474.4288,1522.0564,1474.4111,15282361600.0,881001.WI
2007-01-09,1564.7432,1522.0564,1565.2524,1521.032,15597289600.0,881001.WI
2007-01-10,1603.9025,1564.7432,1603.9949,1560.381,16632195200.0,881001.WI
2007-01-11,1595.1082,1603.9025,1635.4847,1589.0994,18343177600.0,881001.WI
2007-01-12,1550.6074,1595.1082,1608.5006,1543.6719,15708843200.0,881001.WI
2007-01-15,1630.5848,1550.6074,1630.5848,1548.8744,13575251200.0,881001.WI
2007-01-16,1678.5862,1630.5848,1678.8066,1630.5848,16270072000.0,881001.WI
2007-01-17,1653.6207,1678.5862,1708.4004,1623.704,19226734400.0,881001.WI
2007-01-18,1668.848,1653.6207,1672.5852,1612.7006,16817193600.0,881001.WI
2007-01-19,1725.1941,1668.848,1725.1941,1668.8479,18540699200.0,881001.WI
2007-01-22,1796.1405,1725.1941,1796.2345,1725.194,20681891200.0,881001.WI
2007-01-23,1806.541,1796.1405,1811.5706,1741.6084,21123932800.0,881001.WI
2007-01-24,1825.2535,1806.541,1836.9576,1792.4867,18026630400.0,881001.WI
2007-01-25,1758.4696,1825.2535,1825.2535,1756.7125,17406955200.0,881001.WI
2007-01-26,1789.0554,1758.4696,1796.9805,1685.1184,16153662400.0,881001.WI
2007-01-29,1838.6967,1789.0554,1839.144,1789.0554,16638107200.0,881001.WI
2007-01-30,1825.1704,1838.6967,1853.0276,1810.9664,16417120000.0,881001.WI
2007-01-31,1719.2134,1825.1704,1825.1704,1707.4567,16761134400.0,881001.WI
2007-02-01,1728.2465,1719.2134,1738.3151,1667.705,13841571200.0,881001.WI
2007-02-02,1672.5308,1728.2465,1735.571,1670.1853,12567311200.0,881001.WI
2007-02-05,1666.0814,1672.5308,1685.0438,1648.5234,9926260000.0,881001.WI
2007-02-06,1699.8691,1666.0814,1699.9851,1631.4008,12208259200.0,881001.WI
2007-02-07,1735.4707,1699.8691,1743.3102,1699.8691,13699302400.0,881001.WI
2007-02-08,1765.7152,1735.4707,1768.9165,1727.8418,13235920800.0,881001.WI
2007-02-09,1761.6945,1765.7152,1773.064,1745.5933,12024660000.0,881001.WI
2007-02-12,1818.356,1761.6945,1818.356,1761.6945,11963192000.0,881001.WI
2007-02-13,1847.5122,1818.356,1848.7271,1818.356,11942737600.0,881001.WI
2007-02-14,1892.7006,1847.5122,1898.1461,1846.6234,14190732800.0,881001.WI
2007-02-15,1950.0917,1892.7006,1950.2717,1892.7006,16348992000.0,881001.WI
2007-02-16,1962.6274,1950.0917,1991.5156,1948.3632,17434008000.0,881001.WI
2007-02-26,2004.4292,1962.6274,2004.5729,1944.2827,16545569600.0,881001.WI
2007-02-27,1826.5634,2004.4292,2017.6721,1824.9467,24411859200.0,881001.WI
2007-02-28,1897.1541,1826.5634,1902.7141,1796.5858,18131819200.0,881001.WI
2007-03-01,1848.9214,1897.1541,1903.0394,1822.5046,19134969600.0,881001.WI
2007-03-02,1876.7981,1848.9214,1887.0209,1839.2148,14358630400.0,881001.WI
2007-03-05,1863.0814,1876.7981,1904.0306,1808.5386,16228961600.0,881001.WI
2007-03-06,1885.1532,1863.0814,1896.5096,1844.0161,11903124800.0,881001.WI
2007-03-07,1934.3635,1885.1532,1934.4777,1885.1532,13303119200.0,881001.WI
2007-03-08,1967.4681,1934.3635,1967.8438,1919.2524,13913516800.0,881001.WI
2007-03-09,1961.9891,1967.4681,1980.9464,1937.5089,16279715200.0,881001.WI
2007-03-12,1980.9224,1961.9891,1981.0656,1933.9707,15841256000.0,881001.WI
2007-03-13,2001.3391,1980.9224,2003.6951,1975.4393,16549155200.0,881001.WI
2007-03-14,1977.7578,2001.3391,2001.3392,1930.7351,17543180800.0,881001.WI
2007-03-15,2015.0339,1977.7578,2015.1292,1976.4041,15563774400.0,881001.WI
2007-03-16,1983.3287,2015.0339,2029.8999,1959.3464,18314948800.0,881001.WI
2007-03-19,2018.7631,1983.3287,2029.1578,1917.3571,16155814400.0,881001.WI
2007-03-20,2042.1212,2018.7631,2042.8082,2017.0524,14121960000.0,881001.WI
2007-03-21,2069.5432,2042.1212,2069.6357,2038.0986,15382976000.0,881001.WI
2007-03-22,2077.7656,2069.5432,2100.7424,2069.5432,18938516800.0,881001.WI
2007-03-23,2090.4841,2077.7656,2091.9607,2038.8402,17988790400.0,881001.WI
2007-03-26,2134.1003,2090.4841,2134.1033,2090.4841,18618712000.0,881001.WI
2007-03-27,2156.3018,2134.1003,2159.4668,2125.5457,19115652800.0,881001.WI
2007-03-28,2152.7859,2156.3018,2170.3022,2067.0359,24004657600.0,881001.WI
2007-03-29,2117.1543,2152.7859,2160.7063,2117.126,21215435200.0,881001.WI
2007-03-30,2124.8176,2117.1543,2133.1321,2109.6665,13412904000.0,881001.WI
2007-04-02,2175.4551,2124.8176,2175.4551,2124.8176,14353302400.0,881001.WI
2007-04-03,2206.2659,2175.4551,2206.2659,2175.4551,16486344000.0,881001.WI
2007-04-04,2225.7449,2206.2659,2232.8154,2197.3535,17122982400.0,881001.WI
2007-04-05,2256.6045,2225.7449,2259.9727,2214.4526,17133614400.0,881001.WI
2007-04-06,2280.9285,2256.6045,2285.1455,2230.7766,18353099200.0,881001.WI
2007-04-09,2326.5596,2280.9285,2329.613,2280.9285,20822668800.0,881001.WI
2007-04-10,2354.563,2326.5596,2354.563,2283.1794,21946176000.0,881001.WI
2007-04-11,2384.8105,2354.563,2384.8105,2354.563,22326811200.0,881001.WI
2007-04-12,2432.0334,2384.8105,2432.0334,2380.8225,21301641600.0,881001.WI
2007-04-13,2423.2295,2432.0334,2458.9629,2412.3159,22939166400.0,881001.WI
2007-04-16,2491.8245,2423.2295,2491.9861,2423.2295,20025876800.0,881001.WI
2007-04-17,2531.1584,2491.8245,2532.3503,2448.3735,24816689600.0,881001.WI
2007-04-18,2565.8223,2531.1584,2569.7195,2512.0337,23303651200.0,881001.WI
2007-04-19,2441.9038,2565.8223,2565.8223,2381.3748,26477587200.0,881001.WI
2007-04-20,2554.6775,2441.9038,2560.8342,2441.9038,21185161600.0,881001.WI
2007-04-23,2662.6802,2554.6775,2664.1882,2554.6775,24921192000.0,881001.WI
2007-04-24,2678.5886,2662.6802,2710.4839,2649.6626,26496633600.0,881001.WI
2007-04-25,2677.5464,2678.5886,2689.4065,2619.063,22126619200.0,881001.WI
2007-04-26,2712.311,2677.5464,2712.4346,2670.3884,17973123200.0,881001.WI
2007-04-27,2699.519,2712.311,2721.3606,2671.9937,18475740800.0,881001.WI
2007-04-30,2744.2964,2699.519,2749.8748,2683.7217,20991091200.0,881001.WI
2007-05-08,2848.9771,2744.2964,2853.4333,2744.2964,23792710400.0,881001.WI
2007-05-09,2861.5015,2848.9771,2873.7842,2747.1199,29417360000.0,881001.WI
2007-05-10,2882.4983,2861.5015,2895.0305,2838.7717,24421070400.0,881001.WI
2007-05-11,2869.6846,2882.4983,2882.4983,2817.0288,20393516800.0,881001.WI
2007-05-14,2890.4812,2869.6846,2914.1555,2807.5928,20215289600.0,881001.WI
2007-05-15,2795.0479,2890.4812,2905.4058,2790.8853,21162438400.0,881001.WI
2007-05-16,2869.8296,2795.0479,2869.9395,2755.0723,18966355200.0,881001.WI
2007-05-17,2935.7014,2869.8296,2945.8997,2869.8296,20474849600.0,881001.WI
2007-05-18,2940.5273,2935.7014,2958.5864,2913.9602,18941622400.0,881001.WI
2007-05-21,2999.2437,2940.5273,3003.8691,2839.3115,22736302400.0,881001.WI
2007-05-22,3044.1614,2999.2437,3060.1504,2999.2437,25310944000.0,881001.WI
2007-05-23,3109.29,3044.1614,3109.5339,3039.5581,23280742400.0,881001.WI
2007-05-24,3097.6194,3109.29,3136.3191,3043.8384,26958409600.0,881001.WI
2007-05-25,3147.6848,3097.6194,3156.5239,3071.5549,22690180800.0,881001.WI
2007-05-28,3214.5708,3147.6848,3228.8591,3147.6848,26410600000.0,881001.WI
2007-05-29,3282.6885,3214.5708,3282.9788,3209.3083,25395974400.0,881001.WI
2007-05-30,3050.2522,3282.6885,3282.6885,3027.0513,27612240000.0,881001.WI
2007-05-31,3019.6184,3050.2522,3073.645,2862.9939,25613768000.0,881001.WI
2007-06-01,2880.1553,3019.6184,3060.2012,2865.3066,23570208000.0,881001.WI
2007-06-04,2654.4648,2880.1553,2880.1553,2650.5549,16599985600.0,881001.WI
2007-06-05,2716.3667,2654.4648,2716.9993,2451.0005,23329062400.0,881001.WI
2007-06-06,2752.7961,2716.3667,2785.1597,2650.8843,22588547200.0,881001.WI
2007-06-07,2860.8347,2752.7961,2860.9409,2752.7961,21680361600.0,881001.WI
2007-06-08,2897.3096,2860.8347,2916.4927,2847.5295,20996022400.0,881001.WI
2007-06-11,2966.8245,2897.3096,2969.9373,2897.3093,20735264000.0,881001.WI
2007-06-12,3044.3606,2966.8245,3044.4404,2881.0476,23426392000.0,881001.WI
2007-06-13,3123.2249,3044.3606,3142.2854,3044.3606,25301177600.0,881001.WI
2007-06-14,3089.4182,3123.2249,3138.0906,3048.7212,21209324800.0,881001.WI
2007-06-15,3101.7402,3089.4182,3117.7866,3046.9607,16702444800.0,881001.WI
2007-06-18,3194.188,3101.7402,3206.5684,3101.7402,19201003200.0,881001.WI
2007-06-19,3230.3083,3194.188,3230.5503,3165.1116,19360518400.0,881001.WI
2007-06-20,3152.2109,3230.3083,3263.5544,3137.0723,20979318400.0,881001.WI
2007-06-21,3165.4724,3152.2109,3189.8416,3102.3552,17371707200.0,881001.WI
2007-06-22,3031.8625,3165.4724,3174.5471,2976.1531,18286089600.0,881001.WI
2007-06-25,2881.1841,3031.8625,3070.8418,2862.4221,15466072000.0,881001.WI
2007-06-26,2920.2795,2881.1841,2921.0469,2774.3333,13512924800.0,881001.WI
2007-06-27,2999.6868,2920.2795,3007.6589,2899.7104,14813332800.0,881001.WI
2007-06-28,2848.9597,2999.6868,3015.3035,2848.7773,14538244800.0,881001.WI
2007-06-29,2754.3779,2848.9597,2848.9597,2718.5391,12892128000.0,881001.WI
2007-07-02,2760.4216,2754.3779,2783.3855,2670.2048,10931740800.0,881001.WI
2007-07-03,2809.459,2760.4216,2811.865,2739.0496,10522485600.0,881001.WI
2007-07-04,2746.8796,2809.459,2818.5166,2735.6042,8885486400.0,881001.WI
2007-07-05,2591.6316,2746.8796,2746.8796,2590.7004,9718278400.0,881001.WI
2007-07-06,2722.426,2591.6316,2724.5654,2541.832,12332032000.0,881001.WI
2007-07-09,2804.9187,2722.426,2819.7996,2722.426,12984107200.0,881001.WI
2007-07-10,2758.6067,2804.9187,2813.2986,2749.4546,11830312800.0,881001.WI
2007-07-11,2775.2383,2758.6067,2778.1016,2727.929,8047796000.0,881001.WI
2007-07-12,2791.7754,2775.2383,2806.7942,2765.8928,7532740800.0,881001.WI
2007-07-13,2789.4084,2791.7754,2797.2354,2752.5366,6690622000.0,881001.WI
2007-07-16,2702.0237,2789.4084,2795.0505,2701.8721,7129681600.0,881001.WI
2007-07-17,2763.1792,2702.0237,2781.4255,2668.6355,7405524800.0,881001.WI
2007-07-18,2775.5237,2763.1792,2812.876,2741.3262,9205386400.0,881001.WI
2007-07-19,2781.9294,2775.5237,2798.1553,2756.4341,6810829600.0,881001.WI
2007-07-20,2895.5549,2781.9294,2896.2068,2781.9292,12219544800.0,881001.WI
2007-07-23,3032.2051,2895.5549,3032.3877,2895.5549,17793398400.0,881001.WI
2007-07-24,3038.0762,3032.2051,3100.9482,3024.4402,16819284800.0,881001.WI
2007-07-25,3112.2461,3038.0762,3112.4441,3037.9575,14080558400.0,881001.WI
2007-07-26,3157.769,3112.2461,3173.5542,3107.7341,15129224000.0,881001.WI
2007-07-27,3182.2007,3157.769,3185.8555,3101.8103,15397324800.0,881001.WI
2007-07-30,3252.5361,3182.2007,3266.6394,3181.7085,17056940800.0,881001.WI
2007-07-31,3291.1372,3252.5361,3293.5374,3211.2056,16406046400.0,881001.WI
2007-08-01,3153.1858,3291.1372,3316.6987,3144.8118,19037774400.0,881001.WI
2007-08-02,3263.3955,3153.1858,3268.7705,3153.1858,14933030400.0,881001.WI
2007-08-03,3357.9233,3263.3955,3358.0159,3263.3955,17366345600.0,881001.WI
2007-08-06,3430.3716,3357.9233,3430.7852,3357.9233,17246032000.0,881001.WI
2007-08-07,3435.0791,3430.3716,3466.3931,3376.7524,17699811200.0,881001.WI
2007-08-08,3390.5125,3435.0791,3441.7856,3324.5371,17000468800.0,881001.WI
2007-08-09,3452.5203,3390.5125,3455.3789,3388.8569,14155734400.0,881001.WI
2007-08-10,3404.4961,3452.5203,3452.5203,3332.8979,15153131200.0,881001.WI
2007-08-13,3396.7952,3404.4961,3421.7249,3353.1069,15923648000.0,881001.WI
2007-08-14,3460.4612,3396.7952,3464.5928,3389.6484,12801436000.0,881001.WI
2007-08-15,3456.7722,3460.4612,3483.8865,3381.907,13220027200.0,881001.WI
2007-08-16,3424.3484,3456.7722,3456.7722,3381.0613,13507299200.0,881001.WI
2007-08-17,3367.7742,3424.3484,3458.9705,3361.467,13426649600.0,881001.WI
2007-08-20,3533.2041,3367.7742,3533.5918,3367.7742,14787409600.0,881001.WI
2007-08-21,3585.4617,3533.2041,3599.9812,3533.2041,15960168000.0,881001.WI
2007-08-22,3637.2507,3585.4617,3652.6707,3525.2478,16965296000.0,881001.WI
2007-08-23,3689.8472,3637.2507,3699.6997,3622.2415,15555932800.0,881001.WI
2007-08-24,3733.0925,3689.8472,3740.3787,3689.8472,16404032000.0,881001.WI
2007-08-27,3735.8879,3733.0925,3773.4443,3700.072,17597486400.0,881001.WI
2007-08-28,3741.2141,3735.8879,3750.7585,3660.5325,16312211200.0,881001.WI
2007-08-29,3693.9543,3741.2141,3761.7405,3664.9534,15419492800.0,881001.WI
2007-08-30,3763.9858,3693.9543,3766.8828,3693.8879,15766993600.0,881001.WI
2007-08-31,3804.9426,3763.9858,3813.7634,3763.9858,16232256000.0,881001.WI
2007-09-03,3890.7791,3804.9426,3899.793,3804.9424,19342432000.0,881001.WI
2007-09-04,3854.9917,3890.7791,3902.272,3837.4065,18337697600.0,881001.WI
2007-09-05,3864.7783,3854.9917,3878.2273,3794.1196,14945665600.0,881001.WI
2007-09-06,3903.8408,3864.7783,3923.147,3864.7783,16264595200.0,881001.WI
2007-09-07,3819.8743,3903.8408,3903.8408,3814.7722,18255420800.0,881001.WI
2007-09-10,3883.7395,3819.8743,3883.7395,3819.8743,15407395200.0,881001.WI
2007-09-11,3685.7551,3883.7395,3905.2856,3676.8135,16640076800.0,881001.WI
2007-09-12,3732.8308,3685.7551,3746.2305,3620.5493,14698443200.0,881001.WI
2007-09-13,3823.9597,3732.8308,3824.5425,3732.8308,12988343200.0,881001.WI
2007-09-14,3864.2683,3823.9597,3870.2068,3776.9641,14003278400.0,881001.WI
2007-09-17,3940.2336,3864.2683,3943.4243,3856.5793,15771518400.0,881001.WI
2007-09-18,3939.093,3940.2336,3963.9438,3886.417,15742963200.0,881001.WI
2007-09-19,3894.1179,3939.093,3952.5662,3875.3376,13174530400.0,881001.WI
2007-09-20,3944.2568,3894.1179,3945.0171,3894.1179,13141792800.0,881001.WI
2007-09-21,3920.7708,3944.2568,3958.2424,3841.6421,14088033600.0,881001.WI
2007-09-24,3943.9827,3920.7708,3963.271,3873.9612,12706110400.0,881001.WI
2007-09-25,3905.9512,3943.9827,3961.4475,3882.9468,10657656000.0,881001.WI
2007-09-26,3843.9109,3905.9512,3926.3098,3825.8953,9427760800.0,881001.WI
2007-09-27,3887.5906,3843.9109,3888.0833,3825.313,8658109600.0,881001.WI
2007-09-28,3988.595,3887.5906,3994.9297,3887.5906,11576276000.0,881001.WI
2007-10-08,4025.3083,3988.595,4076.6938,3988.595,13753305600.0,881001.WI
2007-10-09,4048.6301,4025.3083,4051.0325,3981.1113,11854424800.0,881001.WI
2007-10-10,4052.4971,4048.6301,4108.0293,4029.322,13547123200.0,881001.WI
2007-10-11,4072.532,4052.4971,4082.2686,4022.062,13707444800.0,881001.WI
2007-10-12,4038.012,4072.532,4085.7729,3860.78,16863062400.0,881001.WI
2007-10-15,4076.0029,4038.012,4080.1421,3988.3464,13855264000.0,881001.WI
2007-10-16,4116.0049,4076.0029,4116.6235,4059.5225,12152220000.0,881001.WI
2007-10-17,4085.3821,4116.0049,4125.6553,4065.8225,10348251200.0,881001.WI
2007-10-18,3957.9939,4085.3821,4085.3892,3947.9153,10404530400.0,881001.WI
2007-10-19,3958.9578,3957.9939,4019.4568,3929.9636,8362248000.0,881001.WI
2007-10-22,3857.7544,3958.9578,3958.9578,3854.9412,8104084000.0,881001.WI
2007-10-23,3889.3213,3857.7544,3889.9331,3777.9604,8691032000.0,881001.WI
2007-10-24,3890.6287,3889.3213,3936.2354,3885.751,8877893600.0,881001.WI
2007-10-25,3691.928,3890.6287,3890.6287,3678.9241,10713828000.0,881001.WI
2007-10-26,3707.1091,3691.928,3729.5073,3626.7935,7826166400.0,881001.WI
2007-10-29,3776.8704,3707.1091,3777.2258,3707.1091,7209948000.0,881001.WI
2007-10-30,3844.3313,3776.8704,3844.8015,3754.1309,7615284000.0,881001.WI
2007-10-31,3930.7908,3844.3313,3933.0225,3844.3313,10243484000.0,881001.WI
2007-11-01,3859.4529,3930.7908,3936.5698,3859.4143,9328527200.0,881001.WI
2007-11-02,3766.8074,3859.4529,3859.4529,3749.4771,8610841600.0,881001.WI
2007-11-05,3724.0388,3766.8074,3794.6606,3705.761,7002753600.0,881001.WI
2007-11-06,3706.2698,3724.0388,3754.4321,3691.8374,6382310800.0,881001.WI
2007-11-07,3721.2622,3706.2698,3747.8335,3644.3271,6290306400.0,881001.WI
2007-11-08,3555.1064,3721.2622,3721.2622,3553.8325,7226028800.0,881001.WI
2007-11-09,3515.4631,3555.1064,3571.6025,3466.1179,6820424000.0,881001.WI
2007-11-12,3465.02,3515.4631,3515.4631,3355.9385,7494683200.0,881001.WI
2007-11-13,3448.866,3465.02,3532.7617,3401.3582,7166812800.0,881001.WI
2007-11-14,3587.6594,3448.866,3588.136,3448.0562,7463588800.0,881001.WI
2007-11-15,3542.9624,3587.6594,3600.7896,3535.6453,7122151200.0,881001.WI
2007-11-16,3510.6895,3542.9624,3542.9624,3450.1602,5644207200.0,881001.WI
2007-11-19,3528.0784,3510.6895,3541.7124,3500.9099,6217413600.0,881001.WI
2007-11-20,3579.1338,3528.0784,3597.7336,3488.2598,7261877600.0,881001.WI
2007-11-21,3531.5063,3579.1338,3617.8608,3528.2791,6286202400.0,881001.WI
2007-11-22,3374.0239,3531.5063,3531.5063,3366.5403,6009285200.0,881001.WI
2007-11-23,3431.5769,3374.0239,3431.5769,3331.8975,4505493600.0,881001.WI
2007-11-26,3396.4741,3431.5769,3497.0283,3393.5981,5389838000.0,881001.WI
2007-11-27,3343.5522,3396.4741,3403.9744,3342.1362,4670456400.0,881001.WI
2007-11-28,3307.9307,3343.5522,3376.0215,3289.4944,4738912400.0,881001.WI
2007-11-29,3425.2043,3307.9307,3428.9707,3298.4521,7139708000.0,881001.WI
2007-11-30,3359.5952,3425.2043,3427.3145,3351.4563,6108876800.0,881001.WI
2007-12-03,3387.4402,3359.5952,3408.7192,3332.1548,4995764800.0,881001.WI
2007-12-04,3418.7214,3387.4402,3450.0442,3387.4402,5881239600.0,881001.WI
2007-12-05,3504.564,3418.7214,3505.8032,3409.7432,7550736000.0,881001.WI
2007-12-06,3511.429,3504.564,3525.3708,3481.7502,6181842000.0,881001.WI
2007-12-07,3563.8667,3511.429,3563.884,3511.429,7190003200.0,881001.WI
2007-12-10,3639.573,3563.8667,3641.1218,3501.7471,10093641600.0,881001.WI
2007-12-11,3654.2751,3639.573,3666.6687,3607.5964,9879780000.0,881001.WI
2007-12-12,3628.3059,3654.2751,3659.9695,3598.2783,9358920000.0,881001.WI
2007-12-13,3502.9712,3628.3059,3628.3059,3501.6587,9794968800.0,881001.WI
2007-12-14,3570.6567,3502.9712,3571.3113,3447.3809,7854039200.0,881001.WI
2007-12-17,3512.1592,3570.6567,3574.1687,3511.6079,9388283200.0,881001.WI
2007-12-18,3491.5034,3512.1592,3530.4548,3473.9053,5969159200.0,881001.WI
2007-12-19,3571.45,3491.5034,3579.8318,3491.5034,7913844000.0,881001.WI
2007-12-20,3629.8254,3571.45,3635.9238,3567.7004,8280932800.0,881001.WI
2007-12-21,3678.5232,3629.8254,3679.4717,3613.8496,9514597600.0,881001.WI
2007-12-24,3749.9006,3678.5232,3773.5027,3678.5232,12348199200.0,881001.WI
