etf_code,etf_name,track_code,track_name,sw_code_keyword,sw_name,match_status,match_evidence,dominant_weight,sw_code,sw_code_holdings,source,agreement
510170.SH,大宗商品ETF国联安,000066.SH,上证商品,,,non-industry:commodity,商品,,,,keyword,False
159943.SZ,深证成指ETF大成,399001.SZ,深证成指,,,non-industry:broad,深证成指,,,,keyword,False
562890.SH,A50ETF嘉实,930050.CSI,中证A50,,,non-industry:broad,中证A50,,,,keyword,False
159536.SZ,中证2000ETF汇添富,932000.CSI,中证2000,,,non-industry:broad,中证2000,,,,keyword,False
159208.SZ,航空航天ETF万家,CN5082.CNI,国证航天,801740.SI,国防军工,matched,801740.SI:航天,0.9843529118989853,801740.SI,801740.SI,holdings,True
515320.SH,电子50ETF华安,931461.CSI,电子50,801080.SI,电子,matched,801080.SI:电子,0.8905396483731289,801080.SI,801080.SI,holdings,True
560100.SH,中证500增强ETF南方,000905.SH,中证500,,,non-industry:broad,中证500,,,,keyword,False
159597.SZ,创业板成长ETF易方达,399667.SZ,创业成长,,,non-industry:broad,创业成长,,,,keyword,False
159539.SZ,信创ETF广发,CN5075.CNI,国证信创,801750.SI,电子,matched,801750.SI:信创,0.5490526110587032,801080.SI,801080.SI,holdings,False
588910.SH,科创价值ETF建信,950333.CSI,智选创新价值,,,non-industry:broad,创价值,,,,keyword,False
159265.SZ,港股消费ETF鹏华,987024.CNI,港股通消费,,,non-industry:overseas,港股,,,,keyword,False
517390.SH,云计算ETF天弘,931470.CSI,SHS云计算,801750.SI,计算机,matched,801750.SI:云计算,0.4616951712832258,801750.SI,801750.SI,keyword,True
159170.SZ,港股通互联网ETF永赢,987022.CNI,港股通互联网,,,non-industry:overseas,港股,,,,keyword,False
516770.SH,游戏ETF华泰柏瑞,930901.CSI,动漫游戏,801760.SI,传媒,matched,801760.SI:游戏,0.9655130446555216,801760.SI,801760.SI,holdings,True
516050.SH,科技龙头ETF工银,931087.CSI,科技龙头,,,non-industry:broad,科技龙头,,,,keyword,False
159315.SZ,黄金股ETF工银,931238.CSI,SSH黄金股票,,,non-industry:commodity,黄金,,,,keyword,False
516800.SH,智能制造ETF华宝,930850.CSI,智能制造,801890.SI,电子,matched,801890.SI:智能制造,0.5072332079585756,801080.SI,801080.SI,holdings,False
561570.SH,油气ETF华泰柏瑞,h30198.CSI,油气产业,801960.SI,石油石化,matched,801960.SI:油气,0.6379752019202903,801960.SI,801960.SI,holdings,True
520680.SH,港股通汽车ETF南方,931239.CSI,港股通汽车,,,non-industry:overseas,港股,,,,keyword,False
159330.SZ,沪深300ETF东财,000300.SH,沪深300,,,non-industry:broad,沪深300,,,,keyword,False
159193.SZ,新能源电池ETF银华,980027.CNI,新能源电池,801730.SI,电力设备,matched,801730.SI:新能源,,801730.SI,,keyword,False
159303.SZ,恒生医疗ETF大成,HSHCI.HI,恒生医疗保健,,,non-industry:overseas,恒生,,,,keyword,False
516910.SH,物流ETF富国,930716.CSI,CS物流,801170.SI,交通运输,matched,801170.SI:物流,0.93174816893848,801170.SI,801170.SI,holdings,True
516190.SH,传媒ETF华夏,h30365.CSI,文娱传媒,801760.SI,传媒,matched,801760.SI:传媒,0.8260492629880429,801760.SI,801760.SI,holdings,True
589890.SH,科创综指ETF景顺,000681.SH,科创价格,,,non-industry:broad,科创综指,,,,keyword,False
159739.SZ,云计算ETF鹏华,930851.CSI,云计算,801750.SI,计算机,matched,801750.SI:云计算,0.7603366633780235,801750.SI,801750.SI,holdings,True
159647.SZ,中药ETF鹏华,930641.CSI,中证中药,801150.SI,医药生物,matched,801150.SI:中药,0.9998002537113431,801150.SI,801150.SI,holdings,True
159160.SZ,电池ETF东财,931719.CSI,CS电池,801730.SI,电力设备,matched,801730.SI:电池,,801730.SI,,keyword,False
159148.SZ,石油ETF富国,399439.SZ,国证油气,801960.SI,石油石化,matched,801960.SI:石油,,801960.SI,,keyword,False
159592.SZ,A50ETF银华,930050.CSI,中证A50,,,non-industry:broad,中证A50,,,,keyword,False
159029.SZ,有色ETF广发,931892.CSI,有色矿业,801050.SI,有色金属,matched,801050.SI:有色矿业,,801050.SI,,keyword,False
589990.SH,科创综指ETF华泰柏瑞,000680.SH,科创综指,,,non-industry:broad,科创综指,,,,keyword,False
159656.SZ,沪深300成长ETF万家,000918.CSI,300成长,,,non-industry:broad,沪深300,,,,keyword,False
159038.SZ,粮食ETF易方达,399365.SZ,国证粮食,801010.SI,农林牧渔,matched,801010.SI:国证粮食,,801010.SI,,keyword,False
589260.SH,科创芯片设计ETF国泰,950162.CSI,科创芯片设计,801080.SI,电子,matched,801080.SI:芯片,,801080.SI,,keyword,False
563570.SH,金融科技ETF兴业,930986.CSI,金融科技,801790.SI,计算机,matched,801790.SI:金融科技,0.8374896468936582,801750.SI,801750.SI,holdings,False
159748.SZ,创新药ETF富国,931409.CSI,SHS创新药,801150.SI,医药生物,matched,801150.SI:创新药,0.5247653097432338,801150.SI,801150.SI,holdings,True
159591.SZ,A50ETF富国,930050.CSI,中证A50,,,non-industry:broad,中证A50,,,,keyword,False
588430.SH,科创创业人工智能ETF工银,932456.CSI,科创创业AI,801750.SI,计算机,matched,801750.SI:人工智能,,801750.SI,,keyword,False
159898.SZ,医疗器械ETF招商,h30217.CSI,医疗器械,801150.SI,医药生物,matched,801150.SI:医疗器械,0.9388633317355617,801150.SI,801150.SI,holdings,True
159677.SZ,中证1000增强ETF银华,000852.SH,中证1000,,,non-industry:broad,中证100,,,,keyword,False
562310.SH,沪深300成长ETF银华,000918.CSI,300成长,,,non-industry:broad,沪深300,,,,keyword,False
159500.SZ,中证500ETF富国,000905.SH,中证500,,,non-industry:broad,中证500,,,,keyword,False
515580.SH,科技100ETF华泰柏瑞,931187.CSI,科技100,,,non-industry:broad,科技100,,,,keyword,False
159123.SZ,光伏ETF嘉实,931151.CSI,光伏产业,801730.SI,电力设备,matched,801730.SI:光伏,,801730.SI,,keyword,False
516850.SH,新能源ETF华夏,399808.SZ,中证新能,801730.SI,电力设备,matched,801730.SI:新能源,0.7462112776753825,801730.SI,801730.SI,holdings,True
159511.SZ,通信ETF南方,000936.CSI,800通信,801770.SI,通信,matched,801770.SI:通信,0.6867555932676016,801770.SI,801770.SI,holdings,True
159220.SZ,港股通红利低波ETF华宝,SPAHLVCP.SPI,标普港股通低波红利指数,,,non-industry:broad,红利,,,,keyword,False
159736.SZ,食品饮料ETF天弘,930653.CSI,CS食品饮,801120.SI,食品饮料,matched,801120.SI:食品饮料,0.9189753155947042,801120.SI,801120.SI,holdings,True
561700.SH,电力ETF博时,h30199.CSI,电力指数,801160.SI,公用事业,matched,801160.SI:电力,0.9540130169590728,801160.SI,801160.SI,holdings,True
563650.SH,中证A500ETF兴业,000510.SH,中证A500,,,non-industry:broad,中证A50,,,,keyword,False
563350.SH,A50ETF华泰柏瑞,930050.CSI,中证A50,,,non-industry:broad,中证A50,,,,keyword,False
520590.SH,恒生科技ETF鹏华,HSTECH.HI,恒生科技,,,non-industry:overseas,恒生,,,,keyword,False
588450.SH,科创50增强ETF招商,000688.SH,科创50,,,non-industry:broad,科创50,,,,keyword,False
159172.SZ,养殖ETF汇添富,931946.CSI,畜牧养殖,801010.SI,农林牧渔,matched,801010.SI:畜牧,,801010.SI,,keyword,False
588720.SH,科创50ETF中银,000688.SH,科创50,,,non-industry:broad,科创50,,,,keyword,False
159150.SZ,深证50ETF易方达,399850.SZ,深证50,,,non-industry:broad,深证50,,,,keyword,False
589900.SH,科创综指ETF博时,000680.SH,科创综指,,,non-industry:broad,科创综指,,,,keyword,False
159195.SZ,石油ETF华安,399439.SZ,国证油气,801960.SI,石油石化,matched,801960.SI:石油,,801960.SI,,keyword,False
159820.SZ,中证500ETF天弘,000905.SH,中证500,,,non-industry:broad,中证500,,,,keyword,False
159369.SZ,创业板50ETF易方达,399673.SZ,创业板50,,,non-industry:broad,创业板50,,,,keyword,False
159016.SZ,证券ETF广发,931412.CSI,证券公司30,801790.SI,非银金融,matched,801790.SI:证券公司,,801790.SI,,keyword,False
159637.SZ,新能源车ETF东财,399976.SZ,CS新能车,801880.SI,汽车,matched,801880.SI:新能源车,0.48833991950908173,801880.SI,801730.SI,keyword,False
512580.SH,环保ETF广发,000827.SH,中证环保,801970.SI,电力设备,matched,801970.SI:环保,0.71677088605409,801730.SI,801730.SI,holdings,False
159329.SZ,沙特ETF南方,WISAUNT.FI,富时沙特阿拉伯(里亚尔)(净总回报),,,non-industry:broad,富时,,,,keyword,False
159757.SZ,电池ETF景顺,980032.CNI,新能电池,801730.SI,电力设备,matched,801730.SI:电池,0.5614609584800202,801730.SI,801730.SI,holdings,True
560320.SH,食品ETF富国,h30192.CSI,食品,801120.SI,食品饮料,matched,801120.SI:食品,,801120.SI,,keyword,False
561230.SH,中证A50ETF工银,930050.CSI,中证A50,,,non-industry:broad,中证A50,,,,keyword,False
159958.SZ,创业板ETF工银,399006.SZ,创业板指,,,non-industry:broad,创业板指,,,,keyword,False
159149.SZ,创业板新能源ETF工银,399266.SZ,创新能源,801730.SI,电力设备,matched,801730.SI:新能源,,801730.SI,,keyword,False
159835.SZ,创新药ETF建信,931152.CSI,CS创新药,801150.SI,医药生物,matched,801150.SI:创新药,1.0,801150.SI,801150.SI,holdings,True
159527.SZ,云计算ETF广发,930851.CSI,云计算,801750.SI,计算机,matched,801750.SI:云计算,0.7597908672225213,801750.SI,801750.SI,holdings,True
159557.SZ,恒生医疗ETF嘉实,HSHCI.HI,恒生医疗保健,,,non-industry:overseas,恒生,,,,keyword,False
159676.SZ,创业板增强ETF富国,399006.SZ,创业板指,,,non-industry:broad,创业板指,,,,keyword,False
560800.SH,数字经济ETF鹏扬,931582.CSI,数字经济,801750.SI,电子,matched,801750.SI:数字经济,0.5483684061029052,801080.SI,801080.SI,holdings,False
159375.SZ,创业板50ETF国泰,399673.SZ,创业板50,,,non-industry:broad,创业板50,,,,keyword,False
588410.SH,科创创业人工智能ETF鹏华,932456.CSI,科创创业AI,801750.SI,计算机,matched,801750.SI:人工智能,,801750.SI,,keyword,False
512950.SH,央企改革ETF华夏,000860.CSI,结构调整,,,non-industry:broad,结构调整,,,,keyword,False
159189.SZ,石油ETF华夏,399439.SZ,国证油气,801960.SI,石油石化,matched,801960.SI:石油,,801960.SI,,keyword,False
520560.SH,香港大盘30ETF华宝,HSFML25.HI,恒生中国(香港上市)30,,,non-industry:overseas,香港,,,,keyword,False
159587.SZ,粮食ETF广发,399365.SZ,国证粮食,801010.SI,农林牧渔,matched,801010.SI:国证粮食,0.6599449446136217,801010.SI,801010.SI,holdings,True
512330.SH,信息科技ETF南方,000858.SH,中证500信息,,,non-industry:broad,中证500,,,,keyword,False
515330.SH,沪深300ETF天弘,000300.SH,沪深300,,,non-industry:broad,沪深300,,,,keyword,False
159176.SZ,家电ETF华宝,930697.CSI,家用电器,801110.SI,家用电器,matched,801110.SI:家用电器,,801110.SI,,keyword,False
159390.SZ,中证A50ETF国联,930050.CSI,中证A50,,,non-industry:broad,中证A50,,,,keyword,False
516180.SH,光伏ETF平安,931151.CSI,光伏产业,801730.SI,电力设备,matched,801730.SI:光伏,0.78237311836436,801730.SI,801730.SI,holdings,True
159761.SZ,新材料ETF国泰,h30597.CSI,新材料,801030.SI,基础化工,matched,801030.SI:新材料,0.3767701567772263,801030.SI,801730.SI,keyword,False
159610.SZ,中证500增强ETF景顺,000905.SH,中证500,,,non-industry:broad,中证500,,,,keyword,False
560660.SH,云计算50ETF新华,931469.CSI,云计算50,801750.SI,计算机,matched,801750.SI:云计算,0.6666762433502473,801750.SI,801750.SI,holdings,True
562920.SH,信息安全ETF易方达,399994.SZ,信息安全,801750.SI,计算机,matched,801750.SI:信息安全,0.7670347762267676,801750.SI,801750.SI,holdings,True
159007.SZ,养殖ETF华泰柏瑞,931946.CSI,畜牧养殖,801010.SI,农林牧渔,matched,801010.SI:畜牧,,801010.SI,,keyword,False
159669.SZ,绿色电力ETF国泰,399438.SZ,绿色电力,801160.SI,公用事业,matched,801160.SI:电力,0.972314511900337,801160.SI,801160.SI,holdings,True
517950.SH,沪深港科技50ETF交银,931785.CSI,智选沪深港科技50,,,non-industry:broad,科技50,,,,keyword,False
159623.SZ,成渝经济圈ETF博时,931695.CSI,成渝经济圈,,,non-industry:broad,成渝经济圈,,,,keyword,False
589500.SH,科创综指ETF工银,000681.SH,科创价格,,,non-industry:broad,科创综指,,,,keyword,False
560490.SH,工业有色ETF华泰柏瑞,h11059.CSI,工业有色,801050.SI,有色金属,matched,801050.SI:有色,,801050.SI,,keyword,False
561660.SH,通用航空ETF平安,931855.CSI,通用航空,801740.SI,国防军工,matched,801740.SI:通用航空,0.7784967640686944,801740.SI,801740.SI,holdings,True
562850.SH,央企能源ETF嘉实,932037.CSI,央企现代能源,,,non-industry:broad,央企现代能源,,,,keyword,False
510350.SH,沪深300ETF工银,000300.SH,沪深300,,,non-industry:broad,沪深300,,,,keyword,False
510850.SH,上证50ETF工银,000016.SH,上证50,,,non-industry:broad,上证50,,,,keyword,False
159197.SZ,石油ETF招商,399439.SZ,国证油气,801960.SI,石油石化,matched,801960.SI:石油,,801960.SI,,keyword,False
561120.SH,家电ETF富国,930697.CSI,家用电器,801110.SI,家用电器,matched,801110.SI:家用电器,0.8840009252618095,801110.SI,801110.SI,holdings,True
562910.SH,高端制造ETF易方达,h11054.CSI,装备产业,801890.SI,电力设备,matched,801890.SI:装备产业,0.5295104514703901,801730.SI,801730.SI,holdings,False
510530.SH,中证500ETF工银,000905.SH,中证500,,,non-industry:broad,中证500,,,,keyword,False
159237.SZ,港股汽车ETF工银,931239.CSI,港股通汽车,,,non-industry:overseas,港股,,,,keyword,False
562000.SH,A100ETF华宝,000903.SH,中证A100,,,non-industry:broad,中证A100,,,,keyword,False
512370.SH,A500增强ETF华夏,000510.SH,中证A500,,,non-industry:broad,中证A50,,,,keyword,False
159270.SZ,创业板200ETF南方,399019.SZ,创业200,,,non-industry:broad,创业200,,,,keyword,False
159181.SZ,石油ETF易方达,399439.SZ,国证油气,801960.SI,石油石化,matched,801960.SI:石油,,801960.SI,,keyword,False
520890.SH,港股通红利低波ETF华泰柏瑞,HSHYLV.HI,恒生港股通高股息低波动,,,non-industry:broad,红利,,,,keyword,False
563010.SH,电信ETF易方达,931235.CSI,中证电信,801770.SI,通信,matched,801770.SI:中证电信,0.7553466469232257,801770.SI,801770.SI,holdings,True
588860.SH,科创医药ETF工银,000683.SH,科创生物,801150.SI,医药生物,matched,801150.SI:医药,0.9628337550852701,801150.SI,801150.SI,holdings,True
159606.SZ,中证500成长ETF易方达,930939.CSI,500质量成长,,,non-industry:broad,中证500,,,,keyword,False
159251.SZ,港股通科技ETF万家,987008.CNI,港股通科技,,,non-industry:overseas,港股,,,,keyword,False
512910.SH,A100ETF广发,000903.SH,中证A100,,,non-industry:broad,中证A100,,,,keyword,False
588880.SH,科创100ETF华泰柏瑞,000698.SH,科创100,,,non-industry:broad,科创100,,,,keyword,False
588370.SH,科创50增强ETF南方,000688.SH,科创50,,,non-industry:broad,科创50,,,,keyword,False
159367.SZ,创业板50ETF华夏,399673.SZ,创业板50,,,non-industry:broad,创业板50,,,,keyword,False
515720.SH,金融科技ETF富国,930986.CSI,金融科技,801790.SI,计算机,matched,801790.SI:金融科技,0.8238811357474529,801750.SI,801750.SI,holdings,False
513320.SH,港股通新经济ETF易方达,HSSCNE.HI,恒生港股通新经济,,,non-industry:overseas,港股,,,,keyword,False
561300.SH,沪深300增强ETF国泰,000300.SH,沪深300,,,non-industry:broad,沪深300,,,,keyword,False
513900.SH,港股通100ETF华安,CES100.CSI,中华港股通精选100,,,non-industry:overseas,港股,,,,keyword,False
515380.SH,沪深300ETF泰康,000300.SH,沪深300,,,non-industry:broad,沪深300,,,,keyword,False
159231.SZ,通用航空ETF华宝,980076.CNI,通用航空,801740.SI,国防军工,matched,801740.SI:通用航空,0.6148730836857562,801740.SI,801740.SI,holdings,True
560680.SH,消费ETF广发,000932.SH,800消费,,,non-industry:broad,800消费,,,,keyword,False
159333.SZ,港股央企红利ETF万家,931233.CSI,港股通央企红利,,,non-industry:broad,红利,,,,keyword,False
588040.SH,科创50ETF鹏华,000688.SH,科创50,,,non-industry:broad,科创50,,,,keyword,False
515810.SH,中证800ETF易方达,000906.SH,中证800,,,non-industry:broad,中证800,,,,keyword,False
159138.SZ,工程机械ETF易方达,931752.CSI,工程机械主题,801890.SI,机械设备,matched,801890.SI:工程机械,,801890.SI,,keyword,False
159881.SZ,有色金属ETF国泰,930708.CSI,中证有色,801050.SI,有色金属,matched,801050.SI:有色金属,0.952564468449458,801050.SI,801050.SI,holdings,True
563520.SH,沪深300ETF永赢,000300.SH,沪深300,,,non-industry:broad,沪深300,,,,keyword,False
159956.SZ,创业板ETF建信,399006.SZ,创业板指,,,non-industry:broad,创业板指,,,,keyword,False
513720.SH,港股互联网ETF国泰,931637.CSI,港股通互联网,,,non-industry:overseas,港股,,,,keyword,False
560210.SH,农牧渔ETF景顺,930910.CSI,农牧渔,801010.SI,农林牧渔,matched,801010.SI:农牧渔,,801010.SI,,keyword,False
563580.SH,自由现金流800ETF万家,932368.CSI,800现金流,,,non-industry:broad,自由现金流,,,,keyword,False
159945.SZ,能源ETF广发,000986.SH,全指能源,,,non-industry:broad,全指能源,,,,keyword,False
159596.SZ,A50ETF华宝,930050.CSI,中证A50,,,non-industry:broad,中证A50,,,,keyword,False
589110.SH,科创人工智能ETF国泰,950180.CSI,科创AI,,,non-industry:broad,科创AI,,,,keyword,False
159850.SZ,恒生国企ETF华夏,HSCEI.HI,恒生中国企业指数,,,non-industry:overseas,恒生,,,,keyword,False
560470.SH,有色ETF易方达,000811.CSI,细分有色,801050.SI,有色金属,matched,801050.SI:有色,,801050.SI,,keyword,False
159385.SZ,数字经济ETF富国,931529.CSI,国企数字经济,801750.SI,电子,matched,801750.SI:数字经济,0.5895574454051474,801080.SI,801080.SI,holdings,False
159581.SZ,红利ETF万家,000922.CSI,中证红利,,,non-industry:broad,中证红利,,,,keyword,False
561050.SH,稀有金属ETF易方达,930632.CSI,CS稀金属,801050.SI,有色金属,matched,801050.SI:稀有金属,,801050.SI,,keyword,False
159159.SZ,公用事业ETF国投瑞银,000995.CSI,全指公用,801160.SI,公用事业,matched,801160.SI:公用事业,,801160.SI,,keyword,False
516750.SH,建材ETF富国,931009.CSI,建筑材料,801710.SI,建筑材料,matched,801710.SI:建筑材料,0.9058891353249633,801710.SI,801710.SI,holdings,True
588320.SH,双创50增强ETF广发,931643.CSI,科创创业50,,,non-industry:broad,科创创业50,,,,keyword,False
159909.SZ,TMT50ETF招商,399610.SZ,TMT50,,,non-industry:broad,TMT50,,,,keyword,False
159010.SZ,港股通科技ETF博时,HSSCITI.HI,恒生港股通科技主题,,,non-industry:overseas,港股,,,,keyword,False
530080.SH,上证180ETF天弘,000010.SH,上证180,,,non-industry:broad,上证180,,,,keyword,False
159968.SZ,中证500ETF博时,000905.SH,中证500,,,non-industry:broad,中证500,,,,keyword,False
159609.SZ,光伏ETF浦银,931151.CSI,光伏产业,801730.SI,电力设备,matched,801730.SI:光伏,0.7799301658731702,801730.SI,801730.SI,holdings,True
563550.SH,A500增强ETF摩根,000510.SH,中证A500,,,non-industry:broad,中证A50,,,,keyword,False
159019.SZ,石油ETF华宝,399439.SZ,国证油气,801960.SI,石油石化,matched,801960.SI:石油,,801960.SI,,keyword,False
560150.SH,红利低波ETF泰康,h30269.CSI,红利低波,,,non-industry:broad,红利,,,,keyword,False
159377.SZ,创业板医药ETF国泰,399275.SZ,创医药,801150.SI,医药生物,matched,801150.SI:医药,0.9672051057884612,801150.SI,801150.SI,holdings,True
560790.SH,软件ETF鹏华,930601.CSI,中证软件,801750.SI,计算机,matched,801750.SI:软件,,801750.SI,,keyword,False
159283.SZ,通用航空ETF南方,931855.CSI,通用航空,801740.SI,国防军工,matched,801740.SI:通用航空,0.7789956683967985,801740.SI,801740.SI,holdings,True
563500.SH,A500ETF华宝,000510.SH,中证A500,,,non-industry:broad,中证A50,,,,keyword,False
520580.SH,新兴亚洲ETF招商,EMASIAUP.SG,新交所新兴亚洲精选50,,,non-industry:overseas,新交所新兴亚洲精选50,,,,keyword,False
515560.SH,证券ETF建信,399975.SZ,证券公司,801790.SI,非银金融,matched,801790.SI:证券公司,1.0,801790.SI,801790.SI,holdings,True
520940.SH,港股通恒生ETF华安,HSISC.HI,恒指港股通,,,non-industry:overseas,港股,,,,keyword,False
159586.SZ,计算机ETF南方,h30182.CSI,计算机,801750.SI,计算机,matched,801750.SI:计算机,0.9456591294641074,801750.SI,801750.SI,holdings,True
159991.SZ,创业板大盘ETF招商,399293.SZ,创业大盘,,,non-industry:broad,创业大盘,,,,keyword,False
589560.SH,科创人工智能ETF汇添富,950180.CSI,科创AI,,,non-industry:broad,科创AI,,,,keyword,False
159873.SZ,医疗设备ETF天弘,h30178.CSI,医疗保健,801150.SI,医药生物,matched,801150.SI:医疗,0.9437784508543041,801150.SI,801150.SI,holdings,True
520930.SH,恒生生物科技ETF国泰,HSBIO.HI,恒生生物科技,,,non-industry:overseas,恒生,,,,keyword,False
159167.SZ,港股通医疗ETF工银,932069.CSI,港股通医疗主题,,,non-industry:overseas,港股,,,,keyword,False
159718.SZ,港股医药ETF平安,930965.CSI,港股通医药C,,,non-industry:overseas,港股,,,,keyword,False
561220.SH,数字经济ETF工银,931529.CSI,国企数字经济,801750.SI,电子,matched,801750.SI:数字经济,0.5904504628035708,801080.SI,801080.SI,holdings,False
159380.SZ,A500ETF东财,000510.SH,中证A500,,,non-industry:broad,中证A50,,,,keyword,False
515750.SH,科技50ETF富国,931186.CSI,中证科技,,,non-industry:broad,中证科技,,,,keyword,False
516460.SH,现金流ETF800鹏华,932368.CSI,800现金流,,,non-industry:broad,800现金流,,,,keyword,False
159261.SZ,创业板新能源ETF鹏华,399266.SZ,创新能源,801730.SI,电力设备,matched,801730.SI:新能源,0.7978925359420291,801730.SI,801730.SI,holdings,True
159616.SZ,农牧ETF建信,931778.CSI,农牧主题,801010.SI,农林牧渔,matched,801010.SI:农牧主题,0.4717014987099726,801010.SI,801010.SI,keyword,True
159726.SZ,港股通高股息ETF华夏,HSMCHYI.HI,恒生港股通中国内地企业高股息率,,,non-industry:broad,高股息,,,,keyword,False
561010.SH,软件ETF华安,932094.CSI,软件开发,801750.SI,计算机,matched,801750.SI:软件,0.9787265231309435,801750.SI,801750.SI,holdings,True
588140.SH,科创200ETF广发,000699.SH,科创200,,,non-industry:broad,科创200,,,,keyword,False
159127.SZ,港股通红利ETF南方,930914.CSI,港股通高股息(HKD),,,non-industry:broad,红利,,,,keyword,False
520670.SH,港股通科技ETF嘉实,HSSCITI.HI,恒生港股通科技主题,,,non-industry:overseas,港股,,,,keyword,False
510410.SH,资源ETF博时,000068.SH,上证资源,,,non-industry:broad,上证资源,,,,keyword,False
588130.SH,科创医药ETF华夏,000683.SH,科创生物,801150.SI,医药生物,matched,801150.SI:医药,0.9658833730247782,801150.SI,801150.SI,holdings,True
159910.SZ,基本面120ETF嘉实,399702.SZ,深证F120,,,non-industry:broad,深证F120,,,,keyword,False
560900.SH,创新药ETF摩根,931152.CSI,CS创新药,801150.SI,医药生物,matched,801150.SI:创新药,1.0,801150.SI,801150.SI,holdings,True
520630.SH,港股通互联网ETF广发,931637.CSI,港股通互联网,,,non-industry:overseas,港股,,,,keyword,False
512510.SH,中证500ETF华泰柏瑞,000905.SH,中证500,,,non-industry:broad,中证500,,,,keyword,False
159135.SZ,港股通科技ETF前海开源,HSSCITI.HI,恒生港股通科技主题,,,non-industry:overseas,港股,,,,keyword,False
159686.SZ,A100ETF易方达,000903.SH,中证A100,,,non-industry:broad,中证A100,,,,keyword,False
589600.SH,科创综指ETF富国,000681.SH,科创价格,,,non-industry:broad,科创综指,,,,keyword,False
159162.SZ,工业有色ETF鹏华,h11059.CSI,工业有色,801050.SI,有色金属,matched,801050.SI:有色,,801050.SI,,keyword,False
511690.SH,交易货币ETF大成,,,,,no-track-info,,,,,keyword,False
159392.SZ,航空ETF富国,980076.CNI,通用航空,801740.SI,国防军工,matched,801740.SI:通用航空,0.6154292670847674,801740.SI,801740.SI,holdings,True
563770.SH,全指现金流ETF招商,932365.CSI,中证现金流,,,non-industry:broad,中证现金流,,,,keyword,False
159773.SZ,创业板科技ETF华泰柏瑞,399276.SZ,创科技,,,non-industry:broad,创科技,,,,keyword,False
159555.SZ,中证2000增强ETF银华,932000.CSI,中证2000,,,non-industry:broad,中证2000,,,,keyword,False
511900.SH,富国货币ETF,,,,,no-track-info,,,,,keyword,False
159902.SZ,中小100ETF华夏,399005.SZ,中小100,,,non-industry:broad,中小100,,,,keyword,False
159944.SZ,材料ETF广发,000987.SH,全指材料,,,non-industry:broad,全指材料,,,,keyword,False
159752.SZ,新能源ETF申万菱信,000941.CSI,新能源,801730.SI,电力设备,matched,801730.SI:新能源,0.8639602467388009,801730.SI,801730.SI,holdings,True
512080.SH,A500ETF中金,000510.SH,中证A500,,,non-industry:broad,中证A50,,,,keyword,False
515860.SH,科技ETF嘉实,931165.CSI,新兴科技100,,,non-industry:broad,新兴科技100,,,,keyword,False
159602.SZ,中国A50ETF南方,746059.MI,MSCI中国A50互联互通,,,non-industry:broad,MSCI,,,,keyword,False
563560.SH,科技成长ETF兴业,931696.CSI,科技50策略,,,non-industry:broad,科技50,,,,keyword,False
517800.SH,人工智能50ETF方正富邦,931487.CSI,SHS人工智能50,801750.SI,计算机,matched,801750.SI:人工智能,0.25222361264669,801750.SI,801080.SI,keyword,False
159916.SZ,基本面ETF建信,399701.SZ,深证F60,,,non-industry:broad,深证F60,,,,keyword,False
561310.SH,消电ETF国泰,931494.CSI,消费电子,801080.SI,电子,matched,801080.SI:消费电子,0.9179534447901592,801080.SI,801080.SI,holdings,True
159703.SZ,新材料ETF天弘,h30597.CSI,新材料,801030.SI,基础化工,matched,801030.SI:新材料,0.3800408429040847,801030.SI,801730.SI,keyword,False
159275.SZ,农牧渔ETF华宝,930910.CSI,农牧渔,801010.SI,农林牧渔,matched,801010.SI:农牧渔,0.920514046795228,801010.SI,801010.SI,holdings,True
510660.SH,医药ETF华夏,000037.SH,上证医药,801150.SI,医药生物,matched,801150.SI:医药,0.9994673883168593,801150.SI,801150.SI,holdings,True
588550.SH,科创综指增强ETF易方达,000680.SH,科创综指,,,non-industry:broad,科创综指,,,,keyword,False
159191.SZ,港股通科技ETF易方达,987008.CNI,港股通科技,,,non-industry:overseas,港股,,,,keyword,False
159523.SZ,沪深300成长ETF华夏,931589.CSI,300成长创新,,,non-industry:broad,沪深300,,,,keyword,False
159108.SZ,工业软件ETF博时,980034.CNI,工业软件,801750.SI,计算机,matched,801750.SI:软件,,801750.SI,,keyword,False
520790.SH,港股通互联网ETF兴业,931637.CSI,港股通互联网,,,non-industry:overseas,港股,,,,keyword,False
520830.SH,沙特ETF华泰柏瑞,WISAUNT.FI,富时沙特阿拉伯(里亚尔)(净总回报),,,non-industry:broad,富时,,,,keyword,False
159678.SZ,500增强ETF博时,000905.SH,中证500,,,non-industry:broad,中证500,,,,keyword,False
159035.SZ,软件ETF天弘,930601.CSI,中证软件,801750.SI,计算机,matched,801750.SI:软件,,801750.SI,,keyword,False
159236.SZ,自由现金流ETF工银,932365.CSI,中证现金流,,,non-industry:broad,中证现金流,,,,keyword,False
589150.SH,科创50ETF平安,000688.SH,科创50,,,non-industry:broad,科创50,,,,keyword,False
516700.SH,大数据ETF华宝,930902.CSI,中证数据,801750.SI,计算机,matched,801750.SI:大数据,0.8368917044106264,801750.SI,801750.SI,holdings,True
516060.SH,创新药ETF工银,931152.CSI,CS创新药,801150.SI,医药生物,matched,801150.SI:创新药,0.9996791994074941,801150.SI,801150.SI,holdings,True
