etf_code,etf_name,track_code,track_name,sw_code_keyword,sw_name,match_status,match_evidence,dominant_weight,sw_code,sw_code_holdings,source,agreement
511880.SH,银华日利ETF,,,,,no-track-info,,,,,keyword,False
511380.SH,可转债ETF博时,931078.CSI,中证转债及可交换债,,,non-industry:bond,债,,,,keyword,False
511360.SH,短融ETF海富通,h11014.CSI,中证短融,,,non-industry:bond,短融,,,,keyword,False
551550.SH,科创债ETF华夏,932160.CSI,AAA科创债,,,non-industry:bond,债,,,,keyword,False
159700.SZ,科创债ETF南方,932160.CSI,AAA科创债,,,non-industry:bond,债,,,,keyword,False
511200.SH,信用债ETF华夏,950245.CSI,沪做市公司债,,,non-industry:bond,债,,,,keyword,False
511100.SH,国债ETF华夏,950243.CSI,沪做市国债,,,non-industry:bond,债,,,,keyword,False
511990.SH,华宝添益ETF,,,,,no-track-info,,,,,keyword,False
551800.SH,科创债ETF国泰,932160.CSI,AAA科创债,,,non-industry:bond,债,,,,keyword,False
511070.SH,公司债ETF南方,950245.CSI,沪做市公司债,,,non-industry:bond,债,,,,keyword,False
588000.SH,科创50ETF华夏,000688.SH,科创50,,,non-industry:broad,科创50,,,,keyword,False
551030.SH,科创债ETF鹏华,950167.CSI,沪AAA科创债,,,non-industry:bond,债,,,,keyword,False
513310.SH,中韩半导体ETF华泰柏瑞,931790.CSI,中韩半导体,,,non-industry:overseas,中韩,,,,keyword,False
511580.SH,国债政金债ETF招商,932200.CSI,国债及政金债0-3,,,non-industry:bond,债,,,,keyword,False
588200.SH,科创芯片ETF嘉实,000685.SH,科创芯片,801080.SI,电子,matched,801080.SI:芯片,0.9623089595871813,801080.SI,801080.SI,holdings,True
159816.SZ,0-4年地方债ETF鹏华,931161.CSI,0-4年地债,,,non-industry:bond,债,,,,keyword,False
511090.SH,30年国债ETF鹏扬,CBA21801.CS,中债-30年期国债财富(总值)指数,,,non-industry:bond,债,,,,keyword,False
159915.SZ,创业板ETF易方达,399006.SZ,创业板指,,,non-industry:broad,创业板指,,,,keyword,False
511260.SH,十年国债ETF国泰,h01077.SH,上证10年国债(净),,,non-industry:bond,债,,,,keyword,False
159116.SZ,科创债ETF工银,932160.CSI,AAA科创债,,,non-industry:bond,债,,,,keyword,False
513090.SH,香港证券ETF易方达,930709.CSI,香港证券,,,non-industry:overseas,香港,,,,keyword,False
563360.SH,A500ETF华泰柏瑞,000510.SH,中证A500,,,non-industry:broad,中证A50,,,,keyword,False
159338.SZ,中证A500ETF国泰,000510.SH,中证A500,,,non-industry:broad,中证A50,,,,keyword,False
518880.SH,黄金ETF华安,Au9999.SGE,SGE黄金9999,,,non-industry:commodity,黄金,,,,keyword,False
515880.SH,通信ETF国泰,931160.CSI,通信设备,801770.SI,通信,matched,801770.SI:通信设备,0.7471712748124552,801770.SI,801770.SI,holdings,True
159600.SZ,科创债ETF嘉实,932160.CSI,AAA科创债,,,non-industry:bond,债,,,,keyword,False
513130.SH,恒生科技ETF华泰柏瑞,HSTECH.HI,恒生科技,,,non-industry:overseas,恒生,,,,keyword,False
159111.SZ,科创债ETF天弘,932160.CSI,AAA科创债,,,non-industry:bond,债,,,,keyword,False
511110.SH,公司债ETF易方达,950245.CSI,沪做市公司债,,,non-industry:bond,债,,,,keyword,False
159112.SZ,科创债ETF银华,932160.CSI,AAA科创债,,,non-industry:bond,债,,,,keyword,False
511120.SH,科创债ETF广发,950167.CSI,沪AAA科创债,,,non-industry:bond,债,,,,keyword,False
511130.SH,30年国债ETF博时,950175.CSI,沪30年国债,,,non-industry:bond,债,,,,keyword,False
513120.SH,港股创新药ETF广发,931787CNY00.CSI,港股创新药CNY,,,non-industry:overseas,港股,,,,keyword,False
513180.SH,恒生科技ETF华夏,HSTECH.HI,恒生科技,,,non-industry:overseas,恒生,,,,keyword,False
159516.SZ,半导体设备ETF国泰,931743.CSI,半导体材料设备,801080.SI,电子,matched,801080.SI:半导体,0.9867027590393832,801080.SI,801080.SI,holdings,True
588170.SH,科创半导体ETF华夏,950125.CSI,科创半导体材料设备,801080.SI,电子,matched,801080.SI:半导体,0.98450807293385,801080.SI,801080.SI,holdings,True
159792.SZ,港股通互联网ETF富国,931637.CSI,港股通互联网,,,non-industry:overseas,港股,,,,keyword,False
159949.SZ,创业板50ETF华安,399673.SZ,创业板50,,,non-industry:broad,创业板50,,,,keyword,False
511150.SH,科创债ETF永赢,950167.CSI,沪AAA科创债,,,non-industry:bond,债,,,,keyword,False
159352.SZ,A500ETF南方,000510.SH,中证A500,,,non-industry:broad,中证A50,,,,keyword,False
510500.SH,中证500ETF南方,000905.SH,中证500,,,non-industry:broad,中证500,,,,keyword,False
511030.SH,公司债ETF平安,CBC00702.CS,中债-中高等级公司债利差因子净价(总值)指数,,,non-industry:bond,债,,,,keyword,False
159131.SZ,港股通信息技术ETF华宝,930967.CSI,港股通信息C,,,non-industry:overseas,港股,,,,keyword,False
159570.SZ,港股通创新药ETF汇添富,987018.CNI,港股通创新药,,,non-industry:overseas,港股,,,,keyword,False
513350.SH,标普油气ETF富国,SPSIOP.SPI,标普石油天然气勘探及生产精选行业,,,non-industry:overseas,标普,,,,keyword,False
511180.SH,可转债ETF海富通,950041.CSI,上证投资级转债及可交换债,,,non-industry:bond,债,,,,keyword,False
512880.SH,证券ETF国泰,399975.SZ,证券公司,801790.SI,非银金融,matched,801790.SI:证券公司,0.9999899683067347,801790.SI,801790.SI,holdings,True
513330.SH,恒生互联网ETF华夏,HSIII.HI,恒生互联网科技业,,,non-industry:overseas,恒生,,,,keyword,False
159397.SZ,信用债ETF广发,921128.CNI,深做市信用债,,,non-industry:bond,债,,,,keyword,False
512100.SH,中证1000ETF南方,000852.SH,中证1000,,,non-industry:broad,中证100,,,,keyword,False
551300.SH,科创债ETF摩根,950167.CSI,沪AAA科创债,,,non-industry:bond,债,,,,keyword,False
513050.SH,中概互联网ETF易方达,h30533.CSI,中国互联网50,,,non-industry:overseas,中概,,,,keyword,False
588080.SH,科创50ETF易方达,000688.SH,科创50,,,non-industry:broad,科创50,,,,keyword,False
159972.SZ,5年地方债ETF鹏华,930865.CSI,5年地债,,,non-industry:bond,债,,,,keyword,False
511060.SH,5年地方债ETF海富通,h40045.CSI,上证5年期地债(净),,,non-industry:bond,债,,,,keyword,False
551520.SH,科创债ETF汇添富,932160.CSI,AAA科创债,,,non-industry:bond,债,,,,keyword,False
512480.SH,半导体ETF国联安,h30184.CSI,中证全指半导体,,,non-industry:broad,中证全指,,,,keyword,False
510300.SH,沪深300ETF华泰柏瑞,000300.SH,沪深300,,,non-industry:broad,沪深300,,,,keyword,False
512050.SH,A500ETF华夏,000510.SH,中证A500,,,non-industry:broad,中证A50,,,,keyword,False
551060.SH,科创债ETF中银,950167.CSI,沪AAA科创债,,,non-industry:bond,债,,,,keyword,False
159941.SZ,纳指ETF广发,NDX.GI,纳斯达克100,,,non-industry:overseas,纳斯达克,,,,keyword,False
551560.SH,科创债ETF兴业,932160.CSI,AAA科创债,,,non-industry:bond,债,,,,keyword,False
511190.SH,信用债ETF海富通,950245.CSI,沪做市公司债,,,non-industry:bond,债,,,,keyword,False
159115.SZ,科创债ETF华安,932160.CSI,AAA科创债,,,non-industry:bond,债,,,,keyword,False
513010.SH,恒生科技ETF易方达,HSTECH.HI,恒生科技,,,non-industry:overseas,恒生,,,,keyword,False
159363.SZ,创业板人工智能ETF华宝,970070.CNI,创业板人工智能,801750.SI,通信,matched,801750.SI:人工智能,0.5271424549274225,801770.SI,801770.SI,holdings,False
159113.SZ,科创债ETF大成,932160.CSI,AAA科创债,,,non-industry:bond,债,,,,keyword,False
159518.SZ,标普油气ETF嘉实,SPSIOP.SPI,标普石油天然气勘探及生产精选行业,,,non-industry:overseas,标普,,,,keyword,False
159529.SZ,标普消费ETF景顺,SP5CSSUP.SPI,标普500消费精选,,,non-industry:overseas,标普,,,,keyword,False
159845.SZ,中证1000ETF华夏,000852.SH,中证1000,,,non-industry:broad,中证100,,,,keyword,False
159995.SZ,芯片ETF华夏,980017.CNI,国证芯片(CNI),801080.SI,电子,matched,801080.SI:国证芯片,0.9653828897243579,801080.SI,801080.SI,holdings,True
159361.SZ,A500ETF易方达,000510.SH,中证A500,,,non-industry:broad,中证A50,,,,keyword,False
159326.SZ,电网设备ETF华夏,931994.CSI,电网设备主题,801730.SI,电力设备,matched,801730.SI:电网设备,0.7994614483603464,801730.SI,801730.SI,holdings,True
511520.SH,政金债ETF富国,CBA08203.CS,中债-7-10年政策性金融债全价(总值)指数,,,non-industry:bond,债,,,,keyword,False
510050.SH,上证50ETF华夏,000016.SH,上证50,,,non-industry:broad,上证50,,,,keyword,False
159206.SZ,卫星ETF永赢,980018.CNI,卫星通信,801770.SI,通信,matched,801770.SI:通信,0.48094174637677073,801770.SI,801740.SI,keyword,False
512000.SH,券商ETF华宝,399975.SZ,证券公司,801790.SI,非银金融,matched,801790.SI:证券公司,0.9999861856143234,801790.SI,801790.SI,holdings,True
159530.SZ,机器人ETF易方达,980022.CNI,机器人产业,801890.SI,机械设备,matched,801890.SI:机器人,0.46604831956276743,801890.SI,801890.SI,keyword,True
551900.SH,科创债ETF招商,932160.CSI,AAA科创债,,,non-industry:bond,债,,,,keyword,False
511220.SH,城投债ETF海富通,h11098.SH,沪城投债,,,non-industry:bond,债,,,,keyword,False
159934.SZ,黄金ETF易方达,Au9999.SGE,SGE黄金9999,,,non-industry:commodity,黄金,,,,keyword,False
159740.SZ,恒生科技ETF大成,HSTECH.HI,恒生科技,,,non-industry:overseas,恒生,,,,keyword,False
562500.SH,机器人ETF华夏,h30590.CSI,机器人,801890.SI,机械设备,matched,801890.SI:机器人,0.5153359141406542,801890.SI,801890.SI,holdings,True
512400.SH,有色金属ETF南方,000819.SH,有色金属,801050.SI,有色金属,matched,801050.SI:有色金属,0.9953432160376231,801050.SI,801050.SI,holdings,True
159919.SZ,沪深300ETF嘉实,000300.SH,沪深300,,,non-industry:broad,沪深300,,,,keyword,False
515050.SH,通信ETF华夏,931079.CSI,5G通信,801770.SI,通信,matched,801770.SI:通信,0.48336551810235945,801770.SI,801080.SI,keyword,False
159687.SZ,亚太精选ETF南方,GPCSP006.FI,富时亚太低碳精选指数,,,non-industry:broad,富时,,,,keyword,False
159509.SZ,纳指科技ETF景顺,NDXTMC.GI,纳斯达克科技市值加权,,,non-industry:overseas,纳斯达克,,,,keyword,False
588220.SH,科创100ETF鹏华,000698.SH,科创100,,,non-industry:broad,科创100,,,,keyword,False
159967.SZ,创业板成长ETF华夏,399296.SZ,创成长,,,non-industry:broad,创成长,,,,keyword,False
159110.SZ,科创债ETF万家,921130.CNI,深AAA科创债,,,non-industry:bond,债,,,,keyword,False
159937.SZ,黄金ETF博时,Au9999.SGE,SGE黄金9999,,,non-industry:commodity,黄金,,,,keyword,False
588290.SH,科创芯片ETF华安,000685.SH,科创芯片,801080.SI,电子,matched,801080.SI:芯片,0.9623315447465595,801080.SI,801080.SI,holdings,True
515220.SH,煤炭ETF国泰,399998.SZ,中证煤炭,801950.SI,煤炭,matched,801950.SI:煤炭,0.9906636997525236,801950.SI,801950.SI,holdings,True
551510.SH,科创债ETF华泰柏瑞,932160.CSI,AAA科创债,,,non-industry:bond,债,,,,keyword,False
159611.SZ,电力ETF广发,h30199.CSI,电力指数,801160.SI,公用事业,matched,801160.SI:电力,0.9535752025115741,801160.SI,801160.SI,holdings,True
159755.SZ,电池ETF广发,980032.CNI,新能电池,801730.SI,电力设备,matched,801730.SI:电池,0.5619537681624551,801730.SI,801730.SI,holdings,True
159567.SZ,港股创新药ETF银华,987018.CNI,港股通创新药,,,non-industry:overseas,港股,,,,keyword,False
512800.SH,银行ETF华宝,399986.SZ,中证银行,801780.SI,银行,matched,801780.SI:银行,0.9999715563256915,801780.SI,801780.SI,holdings,True
512690.SH,酒ETF鹏华,399987.SZ,中证酒,801120.SI,食品饮料,matched,801120.SI:酒,0.9943787726753421,801120.SI,801120.SI,holdings,True
513770.SH,港股互联网ETF华宝,931637.CSI,港股通互联网,,,non-industry:overseas,港股,,,,keyword,False
513100.SH,纳指ETF国泰,NDX.GI,纳斯达克100,,,non-industry:overseas,纳斯达克,,,,keyword,False
159870.SZ,化工ETF鹏华,000813.CSI,细分化工,801030.SI,基础化工,matched,801030.SI:化工,0.6962637787787005,801030.SI,801030.SI,holdings,True
159636.SZ,港股通科技30ETF工银,987008.CNI,港股通科技,,,non-industry:overseas,港股,,,,keyword,False
551000.SH,科创债ETF博时,950167.CSI,沪AAA科创债,,,non-industry:bond,债,,,,keyword,False
159819.SZ,人工智能ETF易方达,930713.CSI,CS人工智,801750.SI,计算机,matched,801750.SI:人工智能,0.3459693576777675,801750.SI,801750.SI,keyword,True
513750.SH,港股通非银ETF广发,931024.CSI,港股通非银,,,non-industry:overseas,港股,,,,keyword,False
159566.SZ,储能电池ETF易方达,980027.CNI,新能源电池,801730.SI,电力设备,matched,801730.SI:新能源,0.7755205288107474,801730.SI,801730.SI,holdings,True
159381.SZ,创业板人工智能ETF华夏,970070.CNI,创业板人工智能,801750.SI,通信,matched,801750.SI:人工智能,0.5244029671068413,801770.SI,801770.SI,holdings,False
159558.SZ,半导体设备ETF易方达,931743.CSI,半导体材料设备,801080.SI,电子,matched,801080.SI:半导体,0.9864285498495413,801080.SI,801080.SI,holdings,True
512890.SH,红利低波ETF华泰柏瑞,h30269.CSI,红利低波,,,non-industry:broad,红利,,,,keyword,False
159316.SZ,港股通创新药ETF易方达,HSSCID.HI,恒生港股通创新药,,,non-industry:overseas,港股,,,,keyword,False
513630.SH,港股低波红利ETF摩根,SPAHLVCP.SPI,标普港股通低波红利指数,,,non-industry:broad,红利,,,,keyword,False
512760.SH,芯片ETF国泰,990001.CSI,中华半导体芯片,801080.SI,电子,matched,801080.SI:半导体,0.9678862798330583,801080.SI,801080.SI,holdings,True
518800.SH,黄金ETF国泰,Au9999.SGE,SGE黄金9999,,,non-industry:commodity,黄金,,,,keyword,False
159781.SZ,科创创业ETF易方达,931643.CSI,科创创业50,,,non-industry:broad,科创创业50,,,,keyword,False
159992.SZ,创新药ETF银华,931152.CSI,CS创新药,801150.SI,医药生物,matched,801150.SI:创新药,0.9999640645946962,801150.SI,801150.SI,holdings,True
159952.SZ,创业板ETF广发,399006.SZ,创业板指,,,non-industry:broad,创业板指,,,,keyword,False
520500.SH,恒生创新药ETF华泰柏瑞,HSIDI.HI,恒生创新药,,,non-industry:overseas,恒生,,,,keyword,False
513980.SH,港股科技ETF景顺,931573.CSI,港股通科技,,,non-industry:overseas,港股,,,,keyword,False
513300.SH,纳斯达克ETF华夏,NDX.GI,纳斯达克100,,,non-industry:overseas,纳斯达克,,,,keyword,False
518850.SH,黄金ETF华夏,Au9999.SGE,SGE黄金9999,,,non-industry:commodity,黄金,,,,keyword,False
515790.SH,光伏ETF华泰柏瑞,931151.CSI,光伏产业,801730.SI,电力设备,matched,801730.SI:光伏,0.7818277430489928,801730.SI,801730.SI,holdings,True
159262.SZ,港股通科技ETF广发,HSSCITI.HI,恒生港股通科技主题,,,non-industry:overseas,港股,,,,keyword,False
159196.SZ,港股通信息技术ETF易方达,930967.CSI,港股通信息C,,,non-industry:overseas,港股,,,,keyword,False
588790.SH,科创AIETF博时,950180.CSI,科创AI,,,non-industry:broad,科创AI,,,,keyword,False
563300.SH,中证2000ETF华泰柏瑞,932000.CSI,中证2000,,,non-industry:broad,中证2000,,,,keyword,False
517520.SH,黄金股ETF永赢,931238.CSI,SSH黄金股票,,,non-industry:commodity,黄金,,,,keyword,False
159922.SZ,中证500ETF嘉实,000905.SH,中证500,,,non-industry:broad,中证500,,,,keyword,False
159001.SZ,货币ETF易方达,,,,,no-track-info,,,,,keyword,False
513040.SH,港股通互联网ETF易方达,931637.CSI,港股通互联网,,,non-industry:overseas,港股,,,,keyword,False
511660.SH,货币ETF建信,,,,,no-track-info,,,,,keyword,False
159901.SZ,深证100ETF易方达,399330.SZ,深证100,,,non-industry:broad,深证100,,,,keyword,False
588050.SH,科创50ETF工银,000688.SH,科创50,,,non-industry:broad,科创50,,,,keyword,False
159217.SZ,港股通创新药ETF工银,987018.CNI,港股通创新药,,,non-industry:overseas,港股,,,,keyword,False
511270.SH,10年地方债ETF海富通,h40109.SH,上证10年地债(净),,,non-industry:bond,债,,,,keyword,False
512070.SH,证券保险ETF易方达,h30035.CSI,300非银,801790.SI,非银金融,matched,801790.SI:证券,0.999878388008703,801790.SI,801790.SI,holdings,True
512170.SH,医疗ETF华宝,399989.SZ,中证医疗,801150.SI,医药生物,matched,801150.SI:医疗,0.9199975482293495,801150.SI,801150.SI,holdings,True
159981.SZ,能源化工ETF建信,000201.CZC,易盛能化A,,,non-industry:commodity,能源化工,,,,keyword,False
563220.SH,A500ETF富国,000510.SH,中证A500,,,non-industry:broad,中证A50,,,,keyword,False
159649.SZ,国开债ETF华安,CBA08301.CS,中债-1-5年国开行债券财富(总值)指数,,,non-industry:bond,债,,,,keyword,False
510310.SH,沪深300ETF易方达,000300.SH,沪深300,,,non-industry:broad,沪深300,,,,keyword,False
588750.SH,科创芯片ETF汇添富,000685.SH,科创芯片,801080.SI,电子,matched,801080.SI:芯片,0.962374785386318,801080.SI,801080.SI,holdings,True
159387.SZ,创业板新能源ETF国泰,399266.SZ,创新能源,801730.SI,电力设备,matched,801730.SI:新能源,0.7979950703962831,801730.SI,801730.SI,holdings,True
560010.SH,中证1000ETF广发,000852.SH,中证1000,,,non-industry:broad,中证100,,,,keyword,False
159659.SZ,纳斯达克100ETF招商,NDX.GI,纳斯达克100,,,non-industry:overseas,纳斯达克,,,,keyword,False
159813.SZ,半导体ETF鹏华,980017.CNI,国证芯片(CNI),801080.SI,电子,matched,801080.SI:国证芯片,0.9656677499583346,801080.SI,801080.SI,holdings,True
520980.SH,港股通科技ETF汇添富,HSSCT.HI,恒生港股通中国科技,,,non-industry:overseas,港股,,,,keyword,False
159200.SZ,科创债ETF富国,932160.CSI,AAA科创债,,,non-industry:bond,债,,,,keyword,False
560780.SH,半导体设备ETF广发,931743.CSI,半导体材料设备,801080.SI,电子,matched,801080.SI:半导体,0.9841325624111638,801080.SI,801080.SI,holdings,True
512500.SH,中证500ETF华夏,000905.SH,中证500,,,non-industry:broad,中证500,,,,keyword,False
588710.SH,科创半导体设备ETF华泰柏瑞,950125.CSI,科创半导体材料设备,801080.SI,电子,matched,801080.SI:半导体,0.9844345335088441,801080.SI,801080.SI,holdings,True
159892.SZ,恒生医药ETF华夏,HSBIO.HI,恒生生物科技,,,non-industry:overseas,恒生,,,,keyword,False
563800.SH,A500ETF广发,000510.SH,中证A500,,,non-industry:broad,中证A50,,,,keyword,False
510210.SH,上证指数ETF富国,000001.SH,上证指数,,,non-industry:broad,上证指数,,,,keyword,False
159732.SZ,消费电子ETF华夏,980030.CNI,消费电子,801080.SI,电子,matched,801080.SI:消费电子,0.9377471770355146,801080.SI,801080.SI,holdings,True
159351.SZ,A500ETF嘉实,000510.SH,中证A500,,,non-industry:broad,中证A50,,,,keyword,False
159583.SZ,通信ETF富国,931271.CSI,通信设备主题,801770.SI,通信,matched,801770.SI:通信设备,0.7706006986082823,801770.SI,801770.SI,holdings,True
551500.SH,科创债ETF易方达,932160.CSI,AAA科创债,,,non-industry:bond,债,,,,keyword,False
159633.SZ,中证1000ETF易方达,000852.SH,中证1000,,,non-industry:broad,中证100,,,,keyword,False
513500.SH,标普500ETF博时,SPTR500N.SPI,标普500净总回报,,,non-industry:overseas,标普,,,,keyword,False
512660.SH,军工ETF国泰,399967.SZ,中证军工,801740.SI,国防军工,matched,801740.SI:军工,0.8035899344704787,801740.SI,801740.SI,holdings,True
513160.SH,港股科技ETF银华,HSSCT.HI,恒生港股通中国科技,,,non-industry:overseas,港股,,,,keyword,False
560860.SH,工业有色ETF万家,h11059.CSI,工业有色,801050.SI,有色金属,matched,801050.SI:有色,0.9142170372964857,801050.SI,801050.SI,holdings,True
510880.SH,红利ETF华泰柏瑞,000015.SH,红利指数,,,non-industry:broad,红利,,,,keyword,False
159400.SZ,科创债ETF景顺,921130.CNI,深AAA科创债,,,non-industry:bond,债,,,,keyword,False
159869.SZ,游戏ETF华夏,930901.CSI,动漫游戏,801760.SI,传媒,matched,801760.SI:游戏,0.9640071321868897,801760.SI,801760.SI,holdings,True
512010.SH,医药ETF易方达,000913.SH,300医药,801150.SI,医药生物,matched,801150.SI:医药,0.9520854720798648,801150.SI,801150.SI,holdings,True
159796.SZ,电池ETF汇添富,931719.CSI,CS电池,801730.SI,电力设备,matched,801730.SI:电池,0.8305436354011876,801730.SI,801730.SI,holdings,True
159852.SZ,软件ETF嘉实,930601.CSI,中证软件,801750.SI,计算机,matched,801750.SI:软件,0.962280238558413,801750.SI,801750.SI,holdings,True
515980.SH,人工智能ETF华富,931071.CSI,人工智能,801750.SI,计算机,matched,801750.SI:人工智能,0.41093186731134745,801750.SI,801750.SI,keyword,True
562590.SH,半导体设备ETF华夏,931743.CSI,半导体材料设备,801080.SI,电子,matched,801080.SI:半导体,0.9867005005190392,801080.SI,801080.SI,holdings,True
588090.SH,科创50ETF华泰柏瑞,000688.SH,科创50,,,non-industry:broad,科创50,,,,keyword,False
159980.SZ,有色ETF大成,IMCI.SHF,上期有色金属指数,801050.SI,有色金属,matched,801050.SI:有色金属,,801050.SI,,keyword,False
515120.SH,创新药ETF广发,931152.CSI,CS创新药,801150.SI,医药生物,matched,801150.SI:创新药,0.9996703099828365,801150.SI,801150.SI,holdings,True
512710.SH,军工龙头ETF富国,931066.CSI,军工龙头,801740.SI,国防军工,matched,801740.SI:军工,0.9169938569715639,801740.SI,801740.SI,holdings,True
159368.SZ,创业板新能源ETF华夏,399266.SZ,创新能源,801730.SI,电力设备,matched,801730.SI:新能源,0.7979016653614581,801730.SI,801730.SI,holdings,True
588800.SH,科创100ETF华夏,000698.SH,科创100,,,non-industry:broad,科创100,,,,keyword,False
513920.SH,港股通央企红利ETF华安,HSSCSOY.HI,恒生港股通中国央企红利,,,non-industry:broad,红利,,,,keyword,False
513530.SH,港股通红利ETF华泰柏瑞,930915.CSI,港股通高股息CNY,,,non-industry:broad,红利,,,,keyword,False
159842.SZ,券商ETF银华,399975.SZ,证券公司,801790.SI,非银金融,matched,801790.SI:证券公司,0.9999770451730033,801790.SI,801790.SI,holdings,True
159851.SZ,金融科技ETF华宝,930986.CSI,金融科技,801790.SI,计算机,matched,801790.SI:金融科技,0.8320934744183325,801750.SI,801750.SI,holdings,False
159928.SZ,消费ETF汇添富,000932.SH,800消费,,,non-industry:broad,800消费,,,,keyword,False
551580.SH,科创债ETF泰康,932160.CSI,AAA科创债,,,non-industry:bond,债,,,,keyword,False
159632.SZ,纳斯达克ETF华安,NDX.GI,纳斯达克100,,,non-industry:overseas,纳斯达克,,,,keyword,False
159263.SZ,价值ETF易方达,980081.CNI,价值100,,,non-industry:broad,价值100,,,,keyword,False
588060.SH,科创50ETF广发,000688.SH,科创50,,,non-industry:broad,科创50,,,,keyword,False
510330.SH,沪深300ETF华夏,000300.SH,沪深300,,,non-industry:broad,沪深300,,,,keyword,False
159259.SZ,成长ETF易方达,980080.CNI,成长100,,,non-industry:broad,成长100,,,,keyword,False
159691.SZ,港股红利ETF工银,930839.CSI,港股通高息精选,,,non-industry:broad,红利,,,,keyword,False
510760.SH,上证指数ETF国泰,000001.SH,上证指数,,,non-industry:broad,上证指数,,,,keyword,False
159682.SZ,创业板50ETF景顺,399673.SZ,创业板50,,,non-industry:broad,创业板50,,,,keyword,False
159801.SZ,芯片ETF广发,980017.CNI,国证芯片(CNI),801080.SI,电子,matched,801080.SI:国证芯片,0.9652865153454399,801080.SI,801080.SI,holdings,True
159506.SZ,港股通创新药医疗ETF富国,HSSCHI.HI,恒生港股通创新药及医疗保健指数,,,non-industry:overseas,港股,,,,keyword,False
561980.SH,半导体设备ETF招商,931865.CSI,中证半导,801080.SI,电子,matched,801080.SI:中证半导,0.9983040931807938,801080.SI,801080.SI,holdings,True
588030.SH,科创100ETF博时,000698.SH,科创100,,,non-industry:broad,科创100,,,,keyword,False
513190.SH,港股通金融ETF华夏,h11146.CSI,港股通内地金融,,,non-industry:overseas,港股,,,,keyword,False
159783.SZ,科创创业50ETF华夏,931643.CSI,科创创业50,,,non-industry:broad,科创创业50,,,,keyword,False
588760.SH,科创人工智能ETF广发,950180.CSI,科创AI,,,non-industry:broad,科创AI,,,,keyword,False
513060.SH,恒生医疗ETF博时,HSHCI.HI,恒生医疗保健,,,non-industry:overseas,恒生,,,,keyword,False
588780.SH,科创芯片设计ETF国联安,950162.CSI,科创芯片设计,801080.SI,电子,matched,801080.SI:芯片,0.9492017564887443,801080.SI,801080.SI,holdings,True
159920.SZ,恒生ETF华夏,HSI.HI,恒生指数,,,non-industry:overseas,恒生,,,,keyword,False
563230.SH,卫星ETF富国,931594.CSI,卫星产业,801770.SI,国防军工,matched,801770.SI:卫星,0.5573619987723635,801740.SI,801740.SI,holdings,False
159770.SZ,机器人ETF天弘,h30590.CSI,机器人,801890.SI,机械设备,matched,801890.SI:机器人,0.5152495742016836,801890.SI,801890.SI,holdings,True
159227.SZ,航空航天ETF华夏,CN5082.CNI,国证航天,801740.SI,国防军工,matched,801740.SI:航天,0.986676756092059,801740.SI,801740.SI,holdings,True
513780.SH,港股创新药ETF景顺,931250.CSI,港股通创新药,,,non-industry:overseas,港股,,,,keyword,False
513110.SH,纳指ETF华泰柏瑞,NDX.GI,纳斯达克100,,,non-industry:overseas,纳斯达克,,,,keyword,False
518680.SH,金ETF富国,SHAU.SGE,上海金,,,non-industry:commodity,上海金,,,,keyword,False
560280.SH,工程机械ETF广发,931752.CSI,工程机械主题,801890.SI,机械设备,matched,801890.SI:工程机械,0.7667520973934466,801890.SI,801890.SI,holdings,True
516650.SH,有色金属ETF华夏,000811.CSI,细分有色,801050.SI,有色金属,matched,801050.SI:有色金属,0.9595051232419156,801050.SI,801050.SI,holdings,True
159101.SZ,港股通科技ETF华夏,987008.CNI,港股通科技,,,non-industry:overseas,港股,,,,keyword,False
159841.SZ,证券ETF天弘,399975.SZ,证券公司,801790.SI,非银金融,matched,801790.SI:证券公司,0.9997956462741144,801790.SI,801790.SI,holdings,True
515070.SH,人工智能ETF华夏,930713.CSI,CS人工智,801750.SI,计算机,matched,801750.SI:人工智能,0.3457251271819426,801750.SI,801750.SI,keyword,True
513260.SH,恒生科技ETF汇添富,HSTECH.HI,恒生科技,,,non-industry:overseas,恒生,,,,keyword,False
159201.SZ,自由现金流ETF华夏,980092.CNI,自由现金流,,,non-industry:broad,自由现金流,,,,keyword,False
515080.SH,中证红利ETF招商,000922.CSI,中证红利,,,non-industry:broad,中证红利,,,,keyword,False
515180.SH,红利ETF易方达,000922.CSI,中证红利,,,non-industry:broad,中证红利,,,,keyword,False
513970.SH,恒生消费ETF景顺,HSCGSI.HI,恒生消费,,,non-industry:overseas,恒生,,,,keyword,False
159246.SZ,创业板人工智能ETF富国,970070.CNI,创业板人工智能,801750.SI,通信,matched,801750.SI:人工智能,0.5242984612302383,801770.SI,801770.SI,holdings,False
159501.SZ,纳指ETF嘉实,NDX.GI,纳斯达克100,,,non-industry:overseas,纳斯达克,,,,keyword,False
516150.SH,稀土ETF嘉实,930598.CSI,稀土产业,801050.SI,有色金属,matched,801050.SI:稀土,0.5885483719472915,801050.SI,801050.SI,holdings,True
510100.SH,上证50ETF易方达,000016.SH,上证50,,,non-industry:broad,上证50,,,,keyword,False
159185.SZ,港股通信息技术ETF鹏华,930967.CSI,港股通信息C,,,non-industry:overseas,港股,,,,keyword,False
513880.SH,日经225ETF华安,N225.GI,日经225,,,non-industry:overseas,日经,,,,keyword,False
159660.SZ,纳指ETF汇添富,NDX.GI,纳斯达克100,,,non-industry:overseas,纳斯达克,,,,keyword,False
