,time,code,close,open,high,low,volume
934,2018-12-07,000016.XSHG,2430.72,2441.38,2444.98,2427.89,1453465300.0
935,2018-12-10,000016.XSHG,2408.61,2410.17,2425.74,2399.32,1758651500.0
936,2018-12-11,000016.XSHG,2415.58,2408.92,2420.52,2405.87,1288550500.0
937,2018-12-12,000016.XSHG,2423.32,2437.61,2437.61,2414.33,1423084600.0
938,2018-12-13,000016.XSHG,2457.9,2429.39,2469.7,2423.57,2808551000.0
939,2018-12-14,000016.XSHG,2423.38,2446.81,2448.8,2423.09,2585535700.0
940,2018-12-17,000016.XSHG,2425.94,2420.58,2430.89,2409.01,2117099700.0
941,2018-12-18,000016.XSHG,2397.87,2409.58,2427.68,2388.98,2068126900.0
942,2018-12-19,000016.XSHG,2369.55,2401.91,2403.89,2366.4,1866463300.0
943,2018-12-20,000016.XSHG,2334.92,2363.0,2372.37,2319.1,2689346100.0
944,2018-12-21,000016.XSHG,2306.15,2325.98,2327.44,2288.4,2475280700.0
945,2018-12-24,000016.XSHG,2309.23,2293.75,2311.73,2286.99,1831829600.0
946,2018-12-25,000016.XSHG,2297.33,2285.66,2308.61,2256.47,2400326200.0
947,2018-12-26,000016.XSHG,2281.56,2293.29,2303.2,2278.29,1578716400.0
948,2018-12-27,000016.XSHG,2276.06,2310.81,2313.05,2275.04,2675621500.0
949,2018-12-28,000016.XSHG,2293.1,2279.7,2305.91,2278.25,2427734800.0
950,2019-01-02,000016.XSHG,2262.79,2298.18,2301.06,2252.75,2088069700.0
951,2019-01-03,000016.XSHG,2269.24,2259.48,2287.78,2253.94,1889524000.0
952,2019-01-04,000016.XSHG,2314.65,2252.74,2316.35,2249.37,2590059600.0
953,2019-01-07,000016.XSHG,2314.32,2329.03,2331.6,2306.9,2527894800.0
954,2019-01-08,000016.XSHG,2305.17,2312.17,2312.17,2298.95,1813116000.0
955,2019-01-09,000016.XSHG,2332.72,2320.91,2360.36,2318.44,2874759600.0
956,2019-01-10,000016.XSHG,2331.85,2333.22,2345.33,2321.3,2228050700.0
957,2019-01-11,000016.XSHG,2354.5,2342.02,2360.06,2334.91,1841769300.0
958,2019-01-14,000016.XSHG,2331.14,2350.26,2354.31,2330.0,1646225200.0
959,2019-01-15,000016.XSHG,2378.37,2337.7,2380.6,2332.41,2246633600.0
960,2019-01-16,000016.XSHG,2381.22,2375.17,2385.22,2366.34,1809703900.0
961,2019-01-17,000016.XSHG,2371.35,2388.59,2396.8,2370.58,2155500000.0
962,2019-01-18,000016.XSHG,2417.36,2385.62,2422.03,2380.56,3008820000.0
963,2019-01-21,000016.XSHG,2432.49,2418.0,2443.23,2418.0,2623723600.0
964,2019-01-22,000016.XSHG,2401.23,2430.43,2430.43,2394.18,1937313700.0
965,2019-01-23,000016.XSHG,2397.05,2397.41,2414.02,2392.64,1629013500.0
966,2019-01-24,000016.XSHG,2411.56,2401.38,2414.89,2385.1,2041569700.0
967,2019-01-25,000016.XSHG,2441.64,2419.26,2453.67,2418.01,2568367900.0
968,2019-01-28,000016.XSHG,2437.03,2455.28,2473.12,2429.88,2346816300.0
969,2019-01-29,000016.XSHG,2455.9,2433.31,2461.52,2423.46,2186348000.0
970,2019-01-30,000016.XSHG,2440.01,2445.86,2462.61,2439.33,1783517000.0
971,2019-01-31,000016.XSHG,2483.47,2454.64,2487.1,2450.18,2668129800.0
972,2019-02-01,000016.XSHG,2499.64,2502.1,2503.55,2479.34,2195005400.0
973,2019-02-11,000016.XSHG,2527.47,2485.5,2528.38,2484.65,2521157000.0
974,2019-02-12,000016.XSHG,2533.18,2528.1,2537.29,2515.03,2545880400.0
975,2019-02-13,000016.XSHG,2580.61,2538.42,2587.88,2528.23,3982183200.0
976,2019-02-14,000016.XSHG,2576.31,2572.64,2585.51,2564.87,2771851500.0
977,2019-02-15,000016.XSHG,2517.46,2566.34,2568.79,2515.89,3031579600.0
978,2019-02-18,000016.XSHG,2582.85,2540.53,2583.4,2540.3,3740059200.0
979,2019-02-19,000016.XSHG,2579.05,2586.86,2614.36,2568.18,3790737900.0
980,2019-02-20,000016.XSHG,2588.17,2593.79,2599.55,2569.98,2996518100.0
981,2019-02-21,000016.XSHG,2577.23,2586.74,2615.47,2569.48,3525285500.0
982,2019-02-22,000016.XSHG,2623.07,2576.0,2623.09,2555.73,4138415100.0
983,2019-02-25,000016.XSHG,2787.7,2652.91,2788.67,2652.91,9693905100.0
984,2019-02-26,000016.XSHG,2733.9,2781.31,2804.16,2729.48,8723016100.0
985,2019-02-27,000016.XSHG,2750.34,2739.11,2794.93,2722.31,7550886500.0
986,2019-02-28,000016.XSHG,2743.97,2749.87,2767.86,2733.03,4634095900.0
987,2019-03-01,000016.XSHG,2819.47,2764.95,2819.47,2747.21,5610014700.0
988,2019-03-04,000016.XSHG,2832.59,2839.4,2907.82,2816.98,9218016700.0
989,2019-03-05,000016.XSHG,2828.87,2829.5,2835.11,2807.12,6034923500.0
990,2019-03-06,000016.XSHG,2840.27,2827.86,2847.38,2797.5,6949222400.0
991,2019-03-07,000016.XSHG,2789.7,2831.36,2831.36,2773.35,7326395900.0
992,2019-03-08,000016.XSHG,2685.59,2731.53,2753.55,2684.2,7203392800.0
993,2019-03-11,000016.XSHG,2708.6,2683.76,2714.09,2670.79,5201405200.0
994,2019-03-12,000016.XSHG,2719.77,2730.53,2759.61,2704.69,6486754400.0
995,2019-03-13,000016.XSHG,2723.96,2731.5,2747.96,2699.98,5406457100.0
996,2019-03-14,000016.XSHG,2729.13,2720.19,2752.66,2716.27,4347181300.0
997,2019-03-15,000016.XSHG,2755.81,2736.0,2783.51,2735.86,4412309600.0
998,2019-03-18,000016.XSHG,2825.18,2763.23,2827.26,2749.2,6160523500.0
999,2019-03-19,000016.XSHG,2806.9,2830.24,2842.45,2797.72,4345905600.0
1000,2019-03-20,000016.XSHG,2812.92,2799.32,2831.63,2787.28,4032224700.0
1001,2019-03-21,000016.XSHG,2802.96,2816.45,2822.63,2799.83,4363138500.0
1002,2019-03-22,000016.XSHG,2795.39,2804.72,2813.52,2771.96,3598807000.0
1003,2019-03-25,000016.XSHG,2718.18,2757.81,2765.84,2717.29,5214091500.0
1004,2019-03-26,000016.XSHG,2706.15,2737.37,2739.29,2693.91,4007395500.0
1005,2019-03-27,000016.XSHG,2741.59,2721.14,2751.72,2714.09,3354201800.0
1006,2019-03-28,000016.XSHG,2733.97,2728.04,2742.7,2709.39,3184030300.0
1007,2019-03-29,000016.XSHG,2838.51,2747.54,2845.23,2746.11,5967666900.0
1008,2019-04-01,000016.XSHG,2892.62,2860.14,2906.15,2860.14,7791214600.0
1009,2019-04-02,000016.XSHG,2888.53,2900.63,2903.87,2878.39,6118746100.0
1010,2019-04-03,000016.XSHG,2920.0,2869.85,2923.92,2865.3,6472374900.0
1011,2019-04-04,000016.XSHG,2951.98,2927.1,2959.59,2921.2,7303571600.0
1012,2019-04-08,000016.XSHG,2962.27,2978.5,3007.83,2938.65,7453190900.0
1013,2019-04-09,000016.XSHG,2967.51,2968.08,2980.12,2948.31,5080214200.0
1014,2019-04-10,000016.XSHG,2979.1,2957.27,2996.41,2941.35,4869243800.0
1015,2019-04-11,000016.XSHG,2928.43,2982.39,3000.1,2920.19,4281114400.0
1016,2019-04-12,000016.XSHG,2920.52,2920.55,2933.45,2903.27,3252163300.0
1017,2019-04-15,000016.XSHG,2924.93,2973.02,2999.33,2924.6,5843752800.0
1018,2019-04-16,000016.XSHG,3023.03,2914.99,3023.03,2909.66,7076416300.0
1019,2019-04-17,000016.XSHG,3017.42,3017.39,3035.41,2996.76,4996067500.0
1020,2019-04-18,000016.XSHG,3004.92,3014.91,3019.54,2993.27,3967068400.0
1021,2019-04-19,000016.XSHG,3042.43,3013.67,3043.93,2989.55,3994367200.0
1022,2019-04-22,000016.XSHG,2970.49,3047.43,3048.82,2962.36,5675969700.0
1023,2019-04-23,000016.XSHG,2978.85,2968.0,3007.35,2964.98,4106545600.0
1024,2019-04-24,000016.XSHG,2974.85,2989.96,3001.53,2933.53,3542572900.0
1025,2019-04-25,000016.XSHG,2927.99,2962.74,2973.22,2924.02,3893448300.0
1026,2019-04-26,000016.XSHG,2892.86,2913.77,2930.21,2892.53,3656219700.0
1027,2019-04-29,000016.XSHG,2939.41,2906.47,2968.16,2899.83,3924935500.0
1028,2019-04-30,000016.XSHG,2945.24,2935.24,2955.88,2919.49,3212798300.0
1029,2019-05-06,000016.XSHG,2805.04,2853.88,2867.6,2768.8,6243606300.0
1030,2019-05-07,000016.XSHG,2806.26,2814.47,2833.2,2777.73,3541817700.0
1031,2019-05-08,000016.XSHG,2758.24,2753.61,2796.47,2750.93,3039877200.0
1032,2019-05-09,000016.XSHG,2698.78,2740.35,2748.01,2686.47,3075868100.0
1033,2019-05-10,000016.XSHG,2793.76,2731.58,2798.87,2698.81,3945327800.0
1034,2019-05-13,000016.XSHG,2741.11,2751.76,2767.48,2736.84,2659097100.0
1035,2019-05-14,000016.XSHG,2724.73,2716.73,2754.69,2716.73,2622201800.0
1036,2019-05-15,000016.XSHG,2783.54,2743.78,2797.15,2743.78,3071892000.0
1037,2019-05-16,000016.XSHG,2791.41,2777.85,2793.76,2766.15,2894630200.0
1038,2019-05-17,000016.XSHG,2735.21,2792.08,2792.51,2728.93,3007206300.0
1039,2019-05-20,000016.XSHG,2715.43,2726.07,2746.66,2697.61,3120264600.0
1040,2019-05-21,000016.XSHG,2739.79,2717.87,2764.48,2712.04,2696905100.0
1041,2019-05-22,000016.XSHG,2725.73,2739.11,2745.86,2714.65,2316872900.0
1042,2019-05-23,000016.XSHG,2685.93,2710.57,2713.94,2679.54,2781015600.0
1043,2019-05-24,000016.XSHG,2702.03,2693.88,2722.34,2692.53,2123707600.0
1044,2019-05-27,000016.XSHG,2722.33,2696.26,2731.3,2667.38,2724384800.0
1045,2019-05-28,000016.XSHG,2748.8,2719.06,2759.78,2716.31,3467005600.0
1046,2019-05-29,000016.XSHG,2755.81,2728.44,2780.31,2724.85,2494085700.0
1047,2019-05-30,000016.XSHG,2742.96,2748.43,2752.69,2721.88,2439840500.0
1048,2019-05-31,000016.XSHG,2728.95,2740.3,2762.39,2728.95,2218815200.0
1049,2019-06-03,000016.XSHG,2743.06,2737.81,2762.08,2723.93,2709222000.0
1050,2019-06-04,000016.XSHG,2721.31,2744.7,2746.51,2713.8,2227583200.0
1051,2019-06-05,000016.XSHG,2719.59,2741.94,2747.23,2717.93,2576625300.0
1052,2019-06-06,000016.XSHG,2706.76,2727.7,2727.7,2701.92,2139031200.0
1053,2019-06-10,000016.XSHG,2743.37,2717.91,2752.88,2712.16,2708808100.0
1054,2019-06-11,000016.XSHG,2812.9,2750.54,2816.99,2750.54,4085031500.0
1055,2019-06-12,000016.XSHG,2796.73,2802.53,2805.01,2790.18,2644523000.0
1056,2019-06-13,000016.XSHG,2794.54,2798.02,2804.76,2771.86,2345288700.0
1057,2019-06-14,000016.XSHG,2785.61,2798.4,2816.18,2781.72,2612483000.0
1058,2019-06-17,000016.XSHG,2793.7,2785.47,2813.45,2785.47,2047785100.0
1059,2019-06-18,000016.XSHG,2806.45,2800.83,2809.87,2785.38,2167640400.0
1060,2019-06-19,000016.XSHG,2842.74,2872.07,2879.23,2842.42,4116011000.0
1061,2019-06-20,000016.XSHG,2942.63,2847.32,2954.03,2846.44,5736036900.0
1062,2019-06-21,000016.XSHG,2938.77,2939.65,2958.23,2929.9,4656020500.0
1063,2019-06-24,000016.XSHG,2949.52,2942.51,2958.02,2931.67,2901601800.0
1064,2019-06-25,000016.XSHG,2910.12,2946.02,2946.71,2875.37,3816559500.0
1065,2019-06-26,000016.XSHG,2903.49,2896.76,2915.24,2891.0,2402466000.0
1066,2019-06-27,000016.XSHG,2937.13,2917.2,2952.91,2914.96,3347248700.0
1067,2019-06-28,000016.XSHG,2930.6,2932.69,2937.29,2911.67,2370867100.0
1068,2019-07-01,000016.XSHG,3002.94,2984.65,3011.91,2978.75,4262271400.0
1069,2019-07-02,000016.XSHG,2999.08,3000.78,3003.88,2988.47,3462948800.0
1070,2019-07-03,000016.XSHG,2964.73,2990.05,2990.05,2953.7,3391896500.0
1071,2019-07-04,000016.XSHG,2953.27,2966.33,2974.8,2939.97,3292883400.0
1072,2019-07-05,000016.XSHG,2961.92,2952.71,2967.98,2937.6,2384534500.0
1073,2019-07-08,000016.XSHG,2897.51,2944.97,2944.97,2877.74,3373258800.0
1074,2019-07-09,000016.XSHG,2881.55,2894.33,2902.14,2872.03,2137470000.0
1075,2019-07-10,000016.XSHG,2878.78,2896.7,2897.58,2870.67,1891152100.0
1076,2019-07-11,000016.XSHG,2887.83,2897.47,2918.94,2879.64,2115726600.0
1077,2019-07-12,000016.XSHG,2902.13,2883.09,2912.9,2878.2,2145421000.0
1078,2019-07-15,000016.XSHG,2902.61,2885.98,2920.16,2850.1,2819610600.0
1079,2019-07-16,000016.XSHG,2884.56,2900.05,2905.11,2881.4,1741151700.0
1080,2019-07-17,000016.XSHG,2875.03,2877.49,2892.34,2866.47,1809983000.0
1081,2019-07-18,000016.XSHG,2859.16,2869.73,2872.24,2859.07,1954208600.0
1082,2019-07-19,000016.XSHG,2895.62,2875.96,2906.55,2875.9,2245108900.0
1083,2019-07-22,000016.XSHG,2881.9,2897.79,2905.35,2872.53,2360318400.0
1084,2019-07-23,000016.XSHG,2881.1,2885.7,2889.39,2871.51,2044874800.0
1085,2019-07-24,000016.XSHG,2906.55,2894.94,2923.4,2894.59,2601987100.0
1086,2019-07-25,000016.XSHG,2931.18,2911.01,2931.18,2903.31,2293311300.0
1087,2019-07-26,000016.XSHG,2939.35,2918.11,2943.07,2918.01,2352186400.0
1088,2019-07-29,000016.XSHG,2930.49,2936.64,2938.73,2922.68,2237200500.0
1089,2019-07-30,000016.XSHG,2944.03,2939.14,2958.3,2938.9,2269698000.0
1090,2019-07-31,000016.XSHG,2912.66,2931.85,2932.65,2906.71,2388803400.0
1091,2019-08-01,000016.XSHG,2887.87,2901.15,2909.47,2880.3,2427168300.0
1092,2019-08-02,000016.XSHG,2843.77,2837.37,2852.12,2831.66,2994396800.0
1093,2019-08-05,000016.XSHG,2786.72,2823.35,2828.48,2785.9,2835097600.0
1094,2019-08-06,000016.XSHG,2760.68,2736.68,2771.79,2718.21,3694169100.0
1095,2019-08-07,000016.XSHG,2747.25,2771.24,2773.94,2747.25,2458846400.0
1096,2019-08-08,000016.XSHG,2786.87,2771.45,2790.14,2768.71,2940696000.0
1097,2019-08-09,000016.XSHG,2772.15,2800.44,2802.81,2767.14,2538096600.0
1098,2019-08-12,000016.XSHG,2824.8,2787.44,2825.09,2782.77,2213699700.0
1099,2019-08-13,000016.XSHG,2792.91,2807.96,2812.49,2787.12,2146403400.0
1100,2019-08-14,000016.XSHG,2804.36,2827.04,2831.34,2803.86,2610822100.0
1101,2019-08-15,000016.XSHG,2814.39,2758.74,2815.15,2756.38,2528467500.0
1102,2019-08-16,000016.XSHG,2824.23,2817.27,2846.26,2805.81,2414732800.0
1103,2019-08-19,000016.XSHG,2877.23,2839.25,2877.47,2823.87,4191116700.0
1104,2019-08-20,000016.XSHG,2875.65,2869.16,2883.55,2864.71,2981758300.0
1105,2019-08-21,000016.XSHG,2869.22,2868.63,2875.01,2864.81,2163744400.0
1106,2019-08-22,000016.XSHG,2878.0,2878.73,2881.06,2862.44,2049305700.0
1107,2019-08-23,000016.XSHG,2917.38,2880.57,2923.93,2876.02,2413805700.0
1108,2019-08-26,000016.XSHG,2863.48,2869.46,2882.45,2854.51,2643657800.0
1109,2019-08-27,000016.XSHG,2887.24,2883.42,2915.84,2881.0,3574136800.0
1110,2019-08-28,000016.XSHG,2867.03,2883.35,2887.85,2860.71,2361076500.0
1111,2019-08-29,000016.XSHG,2855.45,2867.77,2871.63,2843.28,2238667000.0
1112,2019-08-30,000016.XSHG,2872.4,2878.21,2886.35,2856.03,2592297500.0
1113,2019-09-02,000016.XSHG,2894.96,2871.29,2902.41,2866.75,2975321400.0
1114,2019-09-03,000016.XSHG,2892.18,2897.29,2900.76,2878.1,2590498200.0
1115,2019-09-04,000016.XSHG,2919.68,2888.97,2919.68,2887.59,3764714400.0
1116,2019-09-05,000016.XSHG,2955.84,2938.14,2988.21,2938.14,5285227200.0
1117,2019-09-06,000016.XSHG,2981.07,2974.8,2981.24,2955.82,3146536700.0
1118,2019-09-09,000016.XSHG,2981.59,3004.8,3008.67,2974.23,3869579800.0
1119,2019-09-10,000016.XSHG,2969.8,2987.51,2988.06,2958.31,3603467800.0
1120,2019-09-11,000016.XSHG,2957.14,2978.97,2980.66,2946.57,3519933500.0
1121,2019-09-12,000016.XSHG,2999.56,2970.01,3001.23,2963.45,3182441000.0
1122,2019-09-16,000016.XSHG,2982.45,3003.65,3004.88,2972.58,3253393900.0
1123,2019-09-17,000016.XSHG,2937.01,2974.01,2974.01,2929.31,3072249500.0
1124,2019-09-18,000016.XSHG,2954.36,2947.97,2967.86,2947.68,2335392300.0
1125,2019-09-19,000016.XSHG,2956.83,2965.03,2965.11,2941.66,2094280900.0
1126,2019-09-20,000016.XSHG,2963.43,2964.92,2970.72,2956.92,3023002800.0
1127,2019-09-23,000016.XSHG,2930.91,2955.26,2955.26,2916.43,2378264600.0
1128,2019-09-24,000016.XSHG,2940.08,2936.95,2956.29,2929.6,2273229600.0
1129,2019-09-25,000016.XSHG,2928.84,2930.14,2942.0,2923.15,2252651200.0
1130,2019-09-26,000016.XSHG,2927.88,2939.68,2952.87,2926.54,3146691800.0
1131,2019-09-27,000016.XSHG,2929.47,2929.32,2934.33,2916.07,2301456100.0
1132,2019-09-30,000016.XSHG,2897.7,2917.07,2933.51,2897.68,1923302100.0
1133,2019-10-08,000016.XSHG,2922.35,2898.53,2938.87,2898.53,2496138800.0
1134,2019-10-09,000016.XSHG,2922.98,2908.17,2931.64,2896.26,2613601800.0
1135,2019-10-10,000016.XSHG,2940.8,2917.82,2944.02,2910.35,2199613300.0
1136,2019-10-11,000016.XSHG,2983.12,2952.47,2989.75,2945.01,3117712300.0
1137,2019-10-14,000016.XSHG,3013.53,3007.36,3040.5,2997.66,4254331500.0
1138,2019-10-15,000016.XSHG,3015.42,3018.86,3019.29,3005.87,2544608300.0
1139,2019-10-16,000016.XSHG,3004.72,3015.17,3043.45,2999.38,2625636700.0
1140,2019-10-17,000016.XSHG,3011.75,3009.69,3018.65,2997.84,1893610700.0
1141,2019-10-18,000016.XSHG,2963.18,3020.01,3027.61,2961.13,2463127100.0
1142,2019-10-21,000016.XSHG,2968.91,2957.97,2973.79,2950.3,2422354300.0
1143,2019-10-22,000016.XSHG,2973.22,2983.84,2983.84,2956.9,2100126200.0
1144,2019-10-23,000016.XSHG,2954.31,2969.98,2977.68,2945.84,2263301200.0
1145,2019-10-24,000016.XSHG,2959.03,2963.34,2976.37,2945.68,2448273900.0
1146,2019-10-25,000016.XSHG,2967.05,2955.51,2970.54,2935.06,2452258300.0
1147,2019-10-28,000016.XSHG,2981.36,2967.63,2984.94,2962.4,2849021300.0
1148,2019-10-29,000016.XSHG,2968.28,2982.45,2984.35,2968.21,2180299300.0
1149,2019-10-30,000016.XSHG,2952.12,2966.76,2971.9,2946.97,2182011500.0
1150,2019-10-31,000016.XSHG,2954.73,2964.91,2966.59,2948.33,2627764700.0
1151,2019-11-01,000016.XSHG,3002.65,2953.74,3005.18,2947.6,2887993900.0
1152,2019-11-04,000016.XSHG,3022.27,3012.94,3025.64,3011.2,3090697200.0
1153,2019-11-05,000016.XSHG,3039.98,3024.87,3065.93,3015.8,3835986200.0
1154,2019-11-06,000016.XSHG,3032.79,3041.42,3045.46,3024.75,2917481600.0
1155,2019-11-07,000016.XSHG,3033.3,3034.16,3044.72,3021.69,2331794600.0
1156,2019-11-08,000016.XSHG,3012.46,3052.69,3055.6,3011.37,2829701200.0
1157,2019-11-11,000016.XSHG,2965.71,2995.14,2995.14,2962.68,2851182700.0
1158,2019-11-12,000016.XSHG,2971.36,2973.0,2978.17,2954.78,2052769500.0
1159,2019-11-13,000016.XSHG,2967.67,2967.62,2976.26,2955.1,2262181200.0
1160,2019-11-14,000016.XSHG,2968.57,2975.48,2980.7,2964.92,2212354800.0
1161,2019-11-15,000016.XSHG,2954.7,2972.48,2976.37,2953.76,2202956100.0
1162,2019-11-18,000016.XSHG,2980.95,2954.78,2985.97,2949.47,2387630000.0
1163,2019-11-19,000016.XSHG,3000.75,2973.57,3000.75,2973.57,2426587100.0
1164,2019-11-20,000016.XSHG,2968.12,2991.42,2996.51,2962.71,2251169600.0
1165,2019-11-21,000016.XSHG,2949.34,2957.07,2957.35,2940.15,2191445200.0
1166,2019-11-22,000016.XSHG,2922.27,2952.77,2967.78,2913.18,2680202100.0
1167,2019-11-25,000016.XSHG,2951.25,2926.15,2951.79,2925.4,3330221100.0
1168,2019-11-26,000016.XSHG,2946.57,2962.37,2965.39,2943.55,3022543000.0
1169,2019-11-27,000016.XSHG,2944.32,2948.34,2953.39,2933.28,2035937700.0
1170,2019-11-28,000016.XSHG,2930.48,2945.34,2952.26,2922.55,1777334600.0
1171,2019-11-29,000016.XSHG,2894.72,2923.45,2927.25,2879.93,2079015000.0
1172,2019-12-02,000016.XSHG,2899.44,2896.51,2913.74,2893.42,2133463800.0
1173,2019-12-03,000016.XSHG,2909.62,2892.42,2909.95,2876.52,1908833300.0
1174,2019-12-04,000016.XSHG,2901.07,2902.13,2903.94,2887.84,1943816800.0
1175,2019-12-05,000016.XSHG,2921.95,2912.94,2927.34,2907.77,2246451100.0
1176,2019-12-06,000016.XSHG,2939.82,2928.36,2939.82,2922.43,2138357600.0
1177,2019-12-09,000016.XSHG,2933.04,2944.16,2945.27,2923.79,2503409500.0
1178,2019-12-10,000016.XSHG,2936.99,2925.95,2937.78,2923.75,2024609300.0
1179,2019-12-11,000016.XSHG,2949.65,2947.54,2953.94,2934.04,2359299900.0
1180,2019-12-12,000016.XSHG,2938.04,2954.4,2954.4,2934.0,2068984200.0
1181,2019-12-13,000016.XSHG,3006.31,2968.86,3006.31,2967.85,4189458200.0
1182,2019-12-16,000016.XSHG,2999.2,2999.5,2999.53,2983.19,3342979200.0
1183,2019-12-17,000016.XSHG,3033.14,3000.78,3053.83,2991.08,4734733500.0
1184,2019-12-18,000016.XSHG,3025.78,3031.89,3041.83,3020.95,3249261900.0
1185,2019-12-19,000016.XSHG,3017.71,3027.67,3029.7,3009.87,2692909200.0
1186,2019-12-20,000016.XSHG,3012.63,3022.12,3033.56,3009.38,2509222800.0
1187,2019-12-23,000016.XSHG,2984.24,3015.29,3028.56,2982.02,2745002300.0
1188,2019-12-24,000016.XSHG,2996.77,2985.62,2999.08,2982.42,2227545300.0
1189,2019-12-25,000016.XSHG,2986.0,2993.36,2993.56,2976.91,2138487600.0
1190,2019-12-26,000016.XSHG,3011.64,2986.31,3011.64,2985.53,2305582400.0
1191,2019-12-27,000016.XSHG,3017.78,3012.03,3047.61,3012.03,3442027400.0
1192,2019-12-30,000016.XSHG,3062.75,3016.2,3065.25,3007.96,4366664700.0
1193,2019-12-31,000016.XSHG,3063.22,3057.3,3065.38,3043.93,3107404300.0
1194,2020-01-02,000016.XSHG,3090.83,3073.93,3107.52,3073.93,5003639200.0
1195,2020-01-03,000016.XSHG,3078.28,3097.25,3097.41,3072.11,3718549300.0
1196,2020-01-06,000016.XSHG,3056.84,3062.28,3090.84,3040.19,4770782700.0
1197,2020-01-07,000016.XSHG,3074.02,3063.75,3080.27,3061.56,3437178800.0
1198,2020-01-08,000016.XSHG,3037.85,3058.36,3058.7,3030.1,3765377300.0
1199,2020-01-09,000016.XSHG,3067.55,3060.77,3071.54,3055.99,3315051500.0
1200,2020-01-10,000016.XSHG,3067.88,3079.08,3081.96,3058.16,2854238900.0
1201,2020-01-13,000016.XSHG,3090.13,3069.68,3090.13,3054.88,2933083500.0
1202,2020-01-14,000016.XSHG,3080.6,3097.72,3108.18,3078.46,3512901700.0
1203,2020-01-15,000016.XSHG,3058.01,3078.25,3086.97,3052.7,2811608600.0
1204,2020-01-16,000016.XSHG,3043.09,3067.95,3068.2,3039.07,2831231800.0
1205,2020-01-17,000016.XSHG,3053.17,3054.04,3067.56,3042.59,2330451400.0
1206,2020-01-20,000016.XSHG,3065.99,3070.67,3072.29,3054.45,2727484900.0
1207,2020-01-21,000016.XSHG,3012.11,3048.95,3050.82,3011.18,3280129100.0
1208,2020-01-22,000016.XSHG,3017.88,2996.81,3023.9,2965.66,3315976000.0
1209,2020-01-23,000016.XSHG,2932.49,2993.77,2993.77,2910.39,4283935200.0
1210,2020-02-03,000016.XSHG,2727.09,2676.01,2755.84,2676.01,5860918400.0
1211,2020-02-04,000016.XSHG,2794.66,2724.13,2796.71,2724.13,5701636900.0
1212,2020-02-05,000016.XSHG,2812.9,2803.74,2833.21,2782.42,4418207000.0
1213,2020-02-06,000016.XSHG,2854.89,2829.51,2866.39,2809.37,4213425100.0
1214,2020-02-07,000016.XSHG,2851.71,2836.8,2851.82,2819.67,3444362800.0
1215,2020-02-10,000016.XSHG,2850.06,2826.8,2854.83,2817.77,3365493400.0
1216,2020-02-11,000016.XSHG,2879.86,2858.92,2893.07,2854.07,3602824400.0
1217,2020-02-12,000016.XSHG,2895.59,2876.67,2895.93,2870.77,3123075000.0
1218,2020-02-13,000016.XSHG,2875.48,2898.4,2906.72,2871.26,3743476400.0
1219,2020-02-14,000016.XSHG,2895.06,2870.71,2900.2,2870.63,3512599600.0
1220,2020-02-17,000016.XSHG,2950.07,2901.69,2950.28,2898.59,4529653200.0
1221,2020-02-18,000016.XSHG,2924.4,2940.65,2944.43,2914.96,3809899100.0
1222,2020-02-19,000016.XSHG,2923.76,2917.12,2942.35,2914.59,4027025200.0
1223,2020-02-20,000016.XSHG,2978.18,2931.37,2981.27,2920.8,5022984700.0
1224,2020-02-21,000016.XSHG,2968.14,2965.6,2991.06,2959.51,4692015200.0
1225,2020-02-24,000016.XSHG,2930.03,2949.98,2953.29,2922.16,4863757300.0
1226,2020-02-25,000016.XSHG,2909.32,2891.98,2912.16,2869.64,5315794800.0
1227,2020-02-26,000016.XSHG,2901.67,2877.46,2930.02,2872.83,6296502900.0
1228,2020-02-27,000016.XSHG,2912.04,2904.87,2927.2,2903.75,4215225000.0
1229,2020-02-28,000016.XSHG,2821.04,2860.28,2880.79,2818.43,5847996500.0
1230,2020-03-02,000016.XSHG,2907.89,2837.77,2922.95,2837.77,5488477600.0
1231,2020-03-03,000016.XSHG,2921.44,2941.68,2948.55,2910.76,5316139800.0
1232,2020-03-04,000016.XSHG,2947.57,2921.07,2949.57,2919.37,4256954900.0
1233,2020-03-05,000016.XSHG,3018.07,2966.69,3023.12,2956.65,6049796600.0
1234,2020-03-06,000016.XSHG,2964.83,2989.76,2999.49,2962.4,4185528800.0
1235,2020-03-09,000016.XSHG,2868.83,2908.63,2908.63,2864.49,5886474700.0
1236,2020-03-10,000016.XSHG,2924.22,2859.87,2935.09,2852.93,4805053000.0
1237,2020-03-11,000016.XSHG,2888.36,2927.83,2927.83,2888.36,3644206200.0
1238,2020-03-12,000016.XSHG,2841.98,2858.51,2866.14,2828.29,3702363200.0
1239,2020-03-13,000016.XSHG,2798.77,2720.61,2826.72,2715.14,4906135500.0
1240,2020-03-16,000016.XSHG,2694.02,2800.0,2800.18,2689.9,4697120600.0
1241,2020-03-17,000016.XSHG,2685.59,2696.7,2734.8,2629.18,4153269400.0
1242,2020-03-18,000016.XSHG,2625.75,2695.42,2724.3,2625.6,3768139200.0
1243,2020-03-19,000016.XSHG,2569.79,2611.75,2630.05,2517.3,4952352800.0
1244,2020-03-20,000016.XSHG,2628.42,2597.98,2636.14,2580.36,3723143600.0
1245,2020-03-23,000016.XSHG,2559.62,2548.85,2586.11,2548.0,3254972100.0
