,O/N,1W,2W,1M,3M,6M,9M,1Y,,,
2012/9/13,2.6833,3.435,3.2975,3.9246,3.6496,4.0888,4.262,4.4042,,,
2012/9/14,2.6732,3.3633,3.2925,3.9443,3.6501,4.0894,4.2621,4.4024,,,
2012/9/17,2.715,3.2433,3.3917,3.9858,3.6497,4.0897,4.2596,4.4014,,,
2012/9/18,2.9217,3.1408,3.4433,4.0208,3.6505,4.0889,4.2591,4.401,,,
2012/9/19,3.5008,3.3017,3.6925,4.105,3.652,4.0886,4.2583,4.401,,,
2012/9/20,3.9992,3.9075,3.9775,4.308,3.6583,4.0892,4.2579,4.401,,,
2012/9/21,4.2892,4.4258,4.23,4.4247,3.6686,4.0898,4.258,4.4008,,,
2012/9/24,4.3892,4.4975,4.6986,4.6654,3.6835,4.0907,4.2596,4.4006,,,
2012/9/25,4.5,4.7408,4.8208,4.8375,3.6874,4.0917,4.2583,4.4006,,,
2012/9/26,2.9975,3.7417,4.2821,4.8296,3.6883,4.0917,4.2577,4.4005,,,
2012/9/27,2.9992,3.7692,3.9575,4.1667,3.6875,4.0907,4.2574,4.4003,,,
2012/9/28,2.4758,2.8275,3.5308,3.9675,3.6865,4.0903,4.2567,4.4,,,
2012/9/29,3.28,3.1867,3.3558,3.9925,3.6857,4.0894,4.2558,4.4,,,
2012/10/8,3.7192,3.8125,3.9992,4,3.6868,4.0894,4.2557,4.4004,,,
2012/10/9,3.3635,3.7508,3.9542,4.0088,3.6881,4.0895,4.2561,4.4002,,,
2012/10/10,2.65,3.16,3.4733,3.8492,3.689,4.0847,4.2561,4.4002,,,
2012/10/11,2.4475,3.1608,3.3742,3.6752,3.6997,4.0832,4.2561,4.4002,,,
2012/10/12,2.4228,3.1725,3.5992,3.5943,3.7026,4.0871,4.2561,4.4001,,,
2012/10/15,2.0408,2.7742,3.2313,3.6167,3.6992,4.0881,4.2561,4.4001,,,
2012/10/16,2.2058,2.7933,3.1988,3.6283,3.6994,4.0889,4.256,4.4001,,,
2012/10/17,2.2192,2.8508,3.195,3.6579,3.6991,4.0863,4.256,4.4001,,,
2012/10/18,2.1943,2.68,3.4,3.7371,3.7037,4.0884,4.2551,4.4001,,,
2012/10/19,2.1958,2.6868,3.3867,3.4716,3.7075,4.0889,4.2557,4.4001,,,
2012/10/22,2.2435,2.7075,3.3917,3.3763,3.7019,4.0873,4.2548,4.4001,,,
2012/10/23,2.3446,2.905,3.4032,3.4033,3.6918,4.0876,4.2537,4.4001,,,
2012/10/24,2.7633,3.1467,3.4933,3.93,3.7039,4.0862,4.2532,4.4001,,,
2012/10/25,2.7092,3.6175,3.6325,4.3796,3.7086,4.0859,4.2532,4.4,,,
2012/10/26,3.315,3.5867,3.7492,4.5955,3.7108,4.0877,4.2532,4.4,,,
2012/10/29,4.4292,4.1958,4.7233,4.9379,3.722,4.0899,4.2534,4.4,,,
2012/10/30,3.0585,3.2361,4.5375,4.3633,3.7193,4.0922,4.2534,4.4,,,
2012/10/31,2.955,3.2183,4.3567,4.2175,3.7185,4.0921,4.2542,4.4,,,
2012/11/1,3.0433,3.4223,3.7492,4.0034,3.7164,4.0918,4.2544,4.4,,,
2012/11/2,2.6758,3.4267,3.3796,3.8332,3.7204,4.0926,4.2535,4.4,,,
2012/11/5,2.6933,3.3308,3.3817,3.7702,3.722,4.0927,4.2532,4.4,,,
2012/11/6,2.5267,3.1952,3.4183,3.7467,3.7221,4.0977,4.2531,4.4,,,
2012/11/7,2.5688,3.1229,3.3792,3.7821,3.7285,4.0953,4.2531,4.4,,,
2012/11/8,2.5748,3.2792,3.395,3.7602,3.7332,4.0951,4.2532,4.4,,,
2012/11/9,2.6183,3.1133,3.355,3.7288,3.7407,4.0953,4.2532,4.4,,,
2012/11/12,2.5221,3.0825,3.3383,3.7313,3.7559,4.1005,4.2532,4.4,,,
2012/11/13,2.32,3.1505,3.3317,3.785,3.7694,4.0994,4.2537,4.4,,,
2012/11/14,2.2974,3.3483,3.3992,3.7495,3.7699,4.0993,4.2546,4.4,,,
2012/11/15,2.2775,3.3167,3.4058,3.8005,3.771,4.0994,4.254,4.4,,,
2012/11/16,2.2775,2.9075,3.4617,3.6475,3.7777,4.0994,4.2539,4.4,,,
2012/11/19,2.154,3.2042,3.4208,3.7244,3.7839,4.0995,4.2538,4.4,,,
2012/11/20,2.2422,3.3425,3.4346,3.6583,3.7893,4.0988,4.2534,4.4,,,
2012/11/21,2.3042,3.1975,3.4567,3.6739,3.79,4.0979,4.253,4.4,,,
2012/11/22,2.315,3.2183,3.5,3.7142,3.7979,4.0992,4.2528,4.4,,,
2012/11/23,2.2525,2.8467,3.5,3.7283,3.8012,4.0997,4.2527,4.4,,,
2012/11/26,2.2992,2.8458,3.3,3.7458,3.8055,4.0998,4.2528,4.4,,,
2012/11/27,2.3108,2.8708,3.3,3.7594,3.8125,4.099,4.2538,4.4,,,
2012/11/28,2.315,3.3617,3.3267,3.8344,3.814,4.0999,4.2541,4.4,,,
2012/11/29,2.3148,3.3408,3.3925,3.8759,3.821,4.0999,4.2543,4.4,,,
2012/11/30,2.2533,3.3867,3.4975,3.86,3.8256,4.1,4.2544,4.4,,,
2012/12/3,2.258,3.3572,3.504,3.7833,3.8252,4.1001,4.255,4.4,,,
2012/12/4,2.25,2.883,3.311,3.7797,3.8319,4.1,4.2571,4.4,,,
2012/12/5,2.25,2.8,3.217,3.8065,3.8347,4.1,4.2562,4.4,,,
2012/12/6,2.2399,2.883,3.3,3.8615,3.8398,4.1,4.2552,4.4,,,
2012/12/7,2.2503,3.054,3.087,3.92,3.8431,4.1,4.255,4.4,,,
2012/12/10,2.249,3.024,3.038,3.951,3.8488,4.1,4.2554,4.4,,,
2012/12/11,2.25,3.008,3.01,3.9838,3.8513,4.1,4.2567,4.4,,,
2012/12/12,2.26,3.016,3.021,4.0339,3.8547,4.1,4.2586,4.4,,,
2012/12/13,2.2747,2.66,2.983,3.9854,3.855,4.1,4.2584,4.4,,,
2012/12/14,2.2559,3,3.012,4.0386,3.8572,4.1,4.2584,4.4001,,,
2012/12/17,2.256,3.0185,3.053,3.894,3.8608,4.1,4.2584,4.4002,,,
2012/12/18,2.28,2.999,3.794,4.1302,3.8664,4.1,4.2584,4.4002,,,
2012/12/19,2.2775,3.043,4.195,4.389,3.8742,4.1,4.2593,4.4002,,,
2012/12/20,2.638,3.45,4.359,4.688,3.8809,4.1,4.2599,4.4003,,,
2012/12/21,2.42,3.396,4.147,4.8633,3.8832,4.1,4.2599,4.4003,,,
2012/12/24,2.3,3.179,4.593,4.898,3.888,4.1,4.26,4.4004,,,
2012/12/25,2.3,3.812,4.294,4.92,3.8923,4.1,4.26,4.4005,,,
2012/12/26,2.303,3.894,4.444,4.595,3.8954,4.1,4.26,4.4005,,,
2012/12/27,2.2925,3.991,4.588,4.8605,3.8961,4.1,4.26,4.4003,,,
2012/12/28,2.286,4.067,4.593,4.863,3.8965,4.1,4.26,4.4002,,,
2012/12/31,3.866,4.58,4.682,4.899,3.8996,4.1,4.26,4.4002,,,
2013/1/4,2.557,4.048,4.162,4.203,3.9,4.1,4.26,4.4004,,,
2013/1/5,2.304,3.801,4.034,4.164,3.9016,4.1,4.26,4.4004,,,
2013/1/6,2.199,3.6,3.871,4.019,3.9026,4.1,4.26,4.4004,,,
2013/1/7,2.1529,3.2,3.3,4.012,3.9028,4.1,4.26,4.4004,,,
2013/1/8,2.145,3.15,3.205,3.99,3.9029,4.1,4.26,4.4004,,,
2013/1/9,2.107,3.0245,3.03,3.908,3.9031,4.1,4.26,4.4002,,,
2013/1/10,2.108,2.999,3.014,3.7627,3.9024,4.1,4.26,4.4004,,,
2013/1/11,2.104,2.746,2.884,3.777,3.9043,4.1,4.26,4.4002,,,
2013/1/14,2.078,2.794,2.827,3.791,3.9058,4.1003,4.26,4.4003,,,
2013/1/15,2.105,2.871,2.79,3.7028,3.9047,4.1001,4.26,4.4002,,,
2013/1/16,2.071,2.788,2.791,3.6885,3.9029,4.1012,4.26,4.4003,,,
2013/1/17,2.029,2.805,2.822,3.737,3.9026,4.1005,4.26,4.4003,,,
2013/1/18,1.979,2.89,2.95,3.7785,3.8942,4.1001,4.26,4.4001,,,
2013/1/21,1.958,2.991,2.889,3.6829,3.8861,4.1,4.26,4.4,,,
2013/1/22,1.927,2.994,2.9085,3.83,3.8839,4.1,4.26,4.4,,,
2013/1/23,1.9409,2.9848,2.944,3.792,3.88,4.1,4.26,4.4,,,
2013/1/24,2.0665,2.824,2.958,3.858,3.8804,4.1,4.26,4.4,,,
2013/1/25,2.103,2.698,2.951,3.935,3.8831,4.1,4.26,4.4,,,
2013/1/28,2.1,2.992,3.731,4.016,3.8863,4.1001,4.26,4.4,,,
2013/1/29,2.1,3.0995,3.652,3.997,3.8872,4.1,4.26,4.4,,,
2013/1/30,2.1,3.236,3.418,4.085,3.8876,4.1001,4.26,4.4,,,
2013/1/31,2.31,3.233,3.572,4.199,3.8878,4.1007,4.26,4.4,,,
2013/2/1,2.6745,3.34,3.648,4.176,3.8883,4.1001,4.26,4.4,,,
2013/2/4,2.833,3.4,3.85,4.253,3.889,4.1002,4.26,4.4,,,
2013/2/5,3.25,3.338,4.039,4.1555,3.8913,4.1007,4.26,4.4,,,
2013/2/6,3.596,3.696,4.133,4.1035,3.8929,4.1003,4.26,4.4,,,
2013/2/7,3.6463,4.1,4.181,4.145,3.8937,4.1003,4.26,4.4,,,
2013/2/8,2.715,3.513,3.793,4.045,3.8916,4.1003,4.26,4.4,,,
2013/2/16,1.98,2.831,3.26,3.9,3.8933,4.1,4.26,4.4,,,
2013/2/17,1.899,2.986,2.933,3.667,3.8892,4.1,4.26,4.4,,,
2013/2/18,1.866,2.9286,2.779,3.582,3.886,4.1,4.26,4.4,,,
2013/2/19,1.8693,2.949,2.98,3.4536,3.8817,4.1,4.26,4.4,,,
2013/2/20,1.8798,2.949,2.9988,3.3646,3.88,4.1,4.26,4.4,,,
2013/2/21,2.018,2.998,3.05,3.2801,3.88,4.1,4.26,4.4,,,
2013/2/22,2.2,3.091,3.032,3.278,3.8798,4.1003,4.26,4.4,,,
2013/2/25,2.386,3.31,3.338,3.2713,3.88,4.1003,4.26,4.4,,,
2013/2/26,3.69,3.811,4.189,4.405,3.8842,4.1005,4.26,4.4,,,
2013/2/27,3.932,4.225,4.821,4.384,3.8866,4.101,4.26,4.4,,,
2013/2/28,4.011,4.267,4.865,4.4901,3.8946,4.1017,4.2601,4.4,,,
2013/3/1,4.136,4.476,4.811,4.4505,3.8946,4.1024,4.2601,4.4,,,
2013/3/4,3.2935,4.313,4.392,4.281,3.892,4.1004,4.26,4.4,,,
2013/3/5,3.018,3.189,3.4249,3.806,3.8918,4.1002,4.26,4.4,,,
2013/3/6,2.858,2.998,3.2,3.6279,3.8866,4.1001,4.26,4.4,,,
2013/3/7,2.486,2.519,3.037,3.5335,3.8837,4.1001,4.26,4.4,,,
2013/3/8,2.468,2.496,2.858,3.4425,3.8812,4.1001,4.26,4.4,,,
2013/3/11,2.2315,2.998,2.7391,3.422,3.8816,4.1001,4.26,4.4,,,
2013/3/12,2.095,3.07,2.705,3.34,3.8822,4.1001,4.26,4.4,,,
2013/3/13,2.072,3.035,2.924,3.3301,3.8833,4.1001,4.26,4.4,,,
2013/3/14,2.057,3.084,3.09,3.318,3.8821,4.1001,4.26,4.4,,,
2013/3/15,2.064,3.3905,3.128,3.292,3.8836,4.1001,4.26,4.4,,,
2013/3/18,2.524,3.086,3.34,3.2612,3.8801,4.1001,4.26,4.4,,,
2013/3/19,2.248,2.973,3.383,3.2782,3.8802,4.1001,4.26,4.4,,,
2013/3/20,2.051,3.278,3.511,3.591,3.8804,4.1001,4.26,4.4,,,
2013/3/21,1.938,3.04,3.584,3.36,3.8794,4.1001,4.26,4.4,,,
2013/3/22,1.807,2.979,3.769,3.3245,3.8801,4.1001,4.26,4.4,,,
2013/3/25,1.6841,2.923,3.341,3.2985,3.8801,4.1,4.26,4.4,,,
2013/3/26,1.674,3.025,3.66,3.2473,3.8802,4.1,4.26,4.4,,,
2013/3/27,1.741,2.849,3.934,3.277,3.8811,4.1,4.26,4.4,,,
2013/3/28,1.75,3.177,3.849,3.351,3.8814,4.1,4.26,4.4,,,
2013/3/29,2.684,3.394,3.445,3.4,3.8805,4.1,4.26,4.4,,,
2013/4/1,1.9915,3.404,3.406,3.434,3.8804,4.1,4.26,4.4,,,
2013/4/2,2.019,3.407,3.45,3.4245,3.8804,4.1,4.26,4.4,,,
2013/4/3,2.093,3.297,3.49,3.352,3.8804,4.1,4.26,4.4,,,
2013/4/7,2.033,3.323,3.29,3.3308,3.8814,4.1,4.26,4.4,,,
2013/4/8,2.1808,3.279,3.107,3.3065,3.8818,4.1,4.26,4.4,,,
2013/4/9,2.14,3.288,3.0823,3.276,3.8812,4.1,4.26,4.4,,,
2013/4/10,2.1235,3.217,3.196,3.3033,3.8818,4.1,4.26,4.4,,,
2013/4/11,2.0669,3.035,3.187,3.268,3.8803,4.1,4.26,4.4,,,
2013/4/12,2.0238,2.97,3.138,3.2358,3.8803,4.1,4.26,4.4,,,
2013/4/15,2.0533,2.981,3.049,3.2128,3.8802,4.1,4.26,4.4,,,
2013/4/16,2.017,3.044,3.05,3.2593,3.8803,4.1,4.26,4.4,,,
2013/4/17,2.0138,3.013,3.098,3.302,3.8803,4.1,4.26,4.4,,,
2013/4/18,2.208,2.895,3.439,3.336,3.8803,4.1,4.26,4.4,,,
2013/4/19,2.503,3.085,3.5,3.797,3.8813,4.1,4.26,4.4,,,
2013/4/22,2.637,3.123,3.561,4.109,3.8828,4.1,4.26,4.4,,,
2013/4/23,2.97,3.57,4.107,4.303,3.8844,4.1,4.26,4.4,,,
2013/4/24,4.061,4.754,4.636,4.667,3.8837,4.1,4.26,4.4,,,
2013/4/25,4.291,5.021,4.851,4.294,3.8857,4.1,4.26,4.4,,,
2013/4/26,3,3.527,4.017,3.9,3.8843,4.1,4.26,4.4,,,
2013/4/27,3.016,3.52,3.544,3.585,3.8821,4.1,4.26,4.4,,,
2013/4/28,2.83,3.03,3.237,3.442,3.8821,4.1,4.26,4.4,,,
2013/5/2,2.8,2.919,3.01,3.3,3.883,4.1,4.26,4.4,,,
2013/5/3,3,3.237,3,3.233,3.8814,4.1,4.26,4.4,,,
2013/5/6,2.78,3.221,3.067,3.233,3.881,4.1,4.26,4.4,,,
2013/5/7,2.36,3.176,3.15,3.25,3.8808,4.1,4.26,4.4,,,
2013/5/8,2.11,2.984,3.06,3.2565,3.8804,4.1,4.26,4.4,,,
2013/5/9,2.11,3.106,3.1,3.2725,3.8803,4.1,4.26,4.4,,,
2013/5/10,2.14,2.971,2.9935,3.274,3.8802,4.1,4.26,4.4,,,
2013/5/13,2.1573,2.901,3.036,3.318,3.88,4.1,4.26,4.4,,,
2013/5/14,2.24,2.774,2.969,3.31,3.8803,4.1,4.26,4.4,,,
2013/5/15,2.2445,2.767,2.9,3.253,3.8803,4.1,4.26,4.4,,,
2013/5/16,2.702,3.192,3.18,3.4,3.8805,4.1,4.26,4.4,,,
2013/5/17,2.8439,3.5858,3.347,3.967,3.8823,4.1,4.26,4.4,,,
2013/5/20,2.957,4.23,4.22,4.517,3.8831,4.1,4.26,4.4,,,
2013/5/21,3.36,4.375,4.384,4.512,3.8834,4.1,4.26,4.4,,,
2013/5/22,3.424,3.952,4.509,4.456,3.8852,4.1,4.26,4.4,,,
2013/5/23,3.681,4.192,4.769,4.635,3.8847,4.1,4.26,4.4,,,
2013/5/24,3.504,4.151,4.238,4.595,3.8838,4.1,4.26,4.4,,,
2013/5/27,3.56,4.08,3.851,4.391,3.8834,4.1,4.26,4.4,,,
2013/5/28,3.35,3.503,3.6945,4.1457,3.8848,4.1,4.26,4.4,,,
2013/5/29,3.05,3.67,3.8,3.68,3.8821,4.1,4.26,4.4,,,
2013/5/30,3.39,4.144,4.021,3.75,3.8818,4.1,4.26,4.4,,,
2013/5/31,4.501,4.781,4.738,4.016,3.8821,4.1,4.26,4.4,,,
2013/6/3,4.599,4.628,4.798,4.501,3.8834,4.1,4.26,4.4,,,
2013/6/4,4.517,4.716,4.808,4.3805,3.8835,4.1,4.26,4.4,,,
2013/6/5,4.623,4.739,4.873,4.512,3.8838,4.1,4.26,4.4,,,
2013/6/6,5.982,5.137,5.242,5.09,3.8938,4.1,4.26,4.4,,,
2013/6/7,8.294,6.657,7.74,6.3415,4.574,4.1,4.26,4.4,,,
2013/6/8,9.581,7.603,8.197,6.646,5.108,4.1,4.26,4.4,,,
2013/6/9,7.49,6.612,7.95,6.811,5.145,4.1,4.26,4.4,,,
2013/6/13,6.691,6.08,7.013,6.962,5.205,4.1,4.26,4.4,,,
2013/6/14,6.968,6.811,7.522,7.21,5.29,4.1001,4.26,4.4,,,
2013/6/17,4.813,6.848,5.944,7.282,5.319,4.1,4.26,4.4,,,
2013/6/18,5.596,6.703,5.71,7.178,5.329,4.1026,4.261,4.4,,,
2013/6/19,7.66,8.075,7.839,7.615,5.408,4.1032,4.2611,4.4,,,
2013/6/20,13.444,11.004,7.594,9.399,5.803,4.2425,4.2674,4.4005,,,
2013/6/21,8.492,8.543,8.566,9.698,5.79,4.2591,4.2844,4.4156,,,
2013/6/24,6.489,7.311,7.089,7.355,5.724,4.245,4.2856,4.421,,,
2013/6/25,5.736,7.644,6.773,8.418,5.641,4.2551,4.3025,4.4295,,,
2013/6/26,5.553,7.201,7.103,8.545,5.582,4.2444,4.2933,4.4215,,,
2013/6/27,5.561,6.684,6.668,8.384,5.539,4.2425,4.2898,4.4198,,,
2013/6/28,4.941,6.163,6.331,7.35,5.439,4.2412,4.2863,4.4148,,,
2013/7/1,4.456,5.423,6.04,6.88,5.295,4.239,4.282,4.4125,,,
2013/7/2,3.786,4.75,5.074,5.8,5.211,4.2344,4.2808,4.407,,,
2013/7/3,3.4,4.242,4.658,5.2,5.148,4.23,4.2796,4.4022,,,
2013/7/4,3.348,3.938,4.464,5.102,5.029,4.2287,4.2776,4.4,,,
2013/7/5,3.38,3.816,4.295,4.7885,4.939,4.2273,4.2749,4.4,,,
2013/7/8,3.256,3.656,3.686,4.3,4.794,4.2238,4.2741,4.4,,,
2013/7/9,3.249,3.596,3.604,4.298,4.723,4.2215,4.272,4.4,,,
2013/7/10,3.251,3.59,3.85,4.269,4.704,4.22,4.2707,4.4,,,
2013/7/11,3.3547,3.81,3.906,4.351,4.6955,4.2199,4.2705,4.4,,,
2013/7/12,3.3,3.8,3.928,4.128,4.691,4.2189,4.2704,4.4,,,
2013/7/15,3.2998,3.809,3.94,4.2705,4.6785,4.2185,4.2701,4.4,,,
2013/7/16,3.013,3.706,4,4.424,4.6703,4.2176,4.27,4.4,,,
2013/7/17,2.968,3.596,3.992,4.53,4.662,4.2166,4.27,4.4,,,
2013/7/18,2.998,3.634,3.996,4.61,4.6578,4.2173,4.27,4.4,,,
2013/7/19,3.04,3.745,4.057,4.669,4.6525,4.2173,4.27,4.4,,,
2013/7/22,3.1035,3.925,4.099,4.806,4.6515,4.2173,4.27,4.4,,,
2013/7/23,3.1355,3.959,4.11,4.99,4.6517,4.2173,4.27,4.4,,,
2013/7/24,3.23,4.011,4.131,5.293,4.661,4.2189,4.27,4.4,,,
2013/7/25,3.3495,4.132,4.258,5.468,4.6601,4.2185,4.27,4.4,,,
2013/7/26,3.55,4.351,4.62,5.722,4.667,4.2189,4.27,4.4,,,
2013/7/29,3.703,5.057,5.5,5.988,4.671,4.2201,4.27,4.4,,,
2013/7/30,3.641,4.972,5.34,5.889,4.667,4.2203,4.27,4.4,,,
2013/7/31,3.699,4.971,5.453,5.34,4.6645,4.2199,4.27,4.4,,,
2013/8/1,3.549,4.545,5.36,4.846,4.6635,4.2193,4.27,4.4,,,
2013/8/2,3.2539,4.314,4.55,4.642,4.6595,4.2198,4.27,4.4,,,
2013/8/5,3.1,4.356,4.31,4.575,4.655,4.2198,4.27,4.4,,,
2013/8/6,3.1,4.066,4.549,4.6005,4.6538,4.2193,4.27,4.4,,,
2013/8/7,3.1005,3.873,4.361,4.58,4.6515,4.2197,4.27,4.4,,,
2013/8/8,3.1641,3.7585,4.42,4.595,4.6504,4.2198,4.27,4.4,,,
2013/8/9,2.914,3.64,4.3,4.535,4.6501,4.2198,4.27,4.4,,,
2013/8/12,2.9645,3.648,4.168,4.5,4.65,4.22,4.27,4.4,,,
2013/8/13,3.2253,3.702,4.16,4.524,4.65,4.2198,4.27,4.4,,,
2013/8/14,3.435,3.855,4.16,4.505,4.65,4.2198,4.27,4.4,,,
2013/8/15,3.283,3.994,4.119,4.517,4.6502,4.2198,4.27,4.4,,,
2013/8/16,3.209,3.772,3.823,4.56,4.6503,4.2198,4.27,4.4,,,
2013/8/19,3.403,4.092,5.156,4.925,4.6573,4.2198,4.27,4.4,,,
2013/8/20,3.854,4.428,5.467,5.218,4.6636,4.2198,4.2701,4.4,,,
2013/8/21,3.517,4.219,5.4,5.04,4.658,4.2198,4.27,4.4,,,
2013/8/22,3.357,4.115,5.046,4.968,4.662,4.2198,4.27,4.4,,,
2013/8/23,3.265,4.149,5.171,5.016,4.662,4.2198,4.27,4.4,,,
2013/8/26,3.037,4.023,5.196,5.007,4.6619,4.2198,4.2701,4.4,,,
2013/8/27,3.006,4.209,5.382,4.974,4.6609,4.2198,4.2701,4.4,,,
2013/8/28,3.098,4.259,5.015,4.929,4.6586,4.2198,4.2701,4.4,,,
2013/8/29,2.957,4.318,4.4,4.903,4.658,4.2198,4.2701,4.4,,,
2013/8/30,3.034,3.7355,4.311,4.805,4.6572,4.2198,4.2701,4.4,,,
2013/9/2,3.0188,3.742,4.15,4.6,4.6561,4.2198,4.2701,4.4,,,
2013/9/3,3.0006,3.75,3.763,4.523,4.6558,4.2198,4.2701,4.4,,,
2013/9/4,3.005,3.498,3.747,4.581,4.6566,4.2198,4.2701,4.4,,,
2013/9/5,2.89,3.456,3.705,4.574,4.6566,4.22,4.2703,4.4,,,
2013/9/6,2.95,3.469,3.716,4.484,4.6573,4.2198,4.27,4.4,,,
2013/9/9,2.92,3.554,3.714,4.598,4.6564,4.2198,4.27,4.4,,,
2013/9/10,2.8955,3.625,3.746,4.862,4.6549,4.2198,4.27,4.4,,,
2013/9/11,3.014,3.482,3.767,5.138,4.6559,4.2198,4.27,4.4,,,
2013/9/12,2.967,3.494,3.8,5.374,4.6563,4.2198,4.27,4.4,,,
2013/9/13,2.979,3.57,3.852,5.4834,4.6571,4.22,4.27,4.4,,,
2013/9/16,3.008,3.469,3.592,5.67,4.6569,4.22,4.27,4.4,,,
2013/9/17,3.493,3.583,3.64,5.836,4.6579,4.22,4.27,4.4,,,
2013/9/18,3.557,3.749,3.9325,5.913,4.6584,4.22,4.27,4.4,,,
2013/9/22,3.573,3.991,4.007,5.948,4.6617,4.22,4.27,4.4,,,
2013/9/23,3.815,4.232,4.35,6.004,4.6717,4.22,4.27,4.4,,,
2013/9/24,3.6144,4.44,4.8033,6.1089,4.6731,4.22,4.27,4.4,,,
2013/9/25,3.347,3.916,5.1825,5.856,4.6715,4.22,4.27,4.4,,,
2013/9/26,3.112,4.055,5.571,5.435,4.6732,4.22,4.27,4.4,,,
2013/9/27,3.1477,3.646,5.6528,5.33,4.6722,4.22,4.27,4.4,,,
2013/9/29,3.15,3.749,5.778,5.3,4.6732,4.22,4.27,4.4,,,
2013/9/30,3.126,4.203,4.774,5.3,4.6704,4.22,4.27,4.4,,,
2013/10/8,3.052,4.393,4.78,5.178,4.6685,4.22,4.27,4.4,,,
2013/10/9,3.232,4.502,4.816,5.213,4.6682,4.22,4.27,4.4,,,
2013/10/10,3.328,4.48,4.939,5.1,4.6681,4.22,4.27,4.4,,,
2013/10/11,3.1,4.26,4.847,5,4.6679,4.22,4.27,4.4,,,
2013/10/12,3.027,4.246,4.798,4.805,4.6673,4.22,4.27,4.4,,,
2013/10/14,3.113,3.855,4.65,4.85,4.6661,4.22,4.27,4.4,,,
2013/10/15,3.117,3.845,3.883,4.713,4.6655,4.22,4.27,4.4,,,
2013/10/16,3.055,3.314,3.357,4.857,4.6654,4.22,4.27,4.4,,,
2013/10/17,3.038,3.35,3.391,4.73,4.6681,4.22,4.27,4.4,,,
2013/10/18,3.001,3.485,3.573,4.613,4.6695,4.22,4.27,4.4,,,
2013/10/21,3.06,3.548,3.67,4.683,4.6775,4.22,4.27,4.4,,,
2013/10/22,3.052,3.558,3.6,4.707,4.6813,4.22,4.27,4.4,,,
2013/10/23,3.78,3.992,3.871,4.814,4.6843,4.22,4.27,4.4,,,
2013/10/24,4.088,4.68,4.882,5.4,4.6876,4.2201,4.27,4.4,,,
2013/10/25,4.367,4.891,5.862,6.422,4.691,4.2201,4.27,4.4,,,
2013/10/28,4.434,4.894,6.396,6.477,4.6975,4.2201,4.27,4.4,,,
2013/10/29,4.446,4.947,6.452,6.162,4.6966,4.22,4.27,4.4,,,
2013/10/30,5.23,5.593,6.349,5.924,4.6965,4.2195,4.27,4.4,,,
2013/10/31,4.59,4.993,5.51,5.334,4.6948,4.22,4.27,4.4,,,
2013/11/1,4.2883,4.61,5.03,5.162,4.6925,4.22,4.27,4.4,,,
2013/11/4,4.0971,4.423,4.5,4.605,4.6921,4.22,4.27,4.4,,,
2013/11/5,3.9147,4.232,4.557,4.6155,4.693,4.22,4.27,4.4,,,
2013/11/6,3.66,3.866,4.55,4.869,4.6926,4.22,4.27,4.4,,,
2013/11/7,3.73,3.891,4.552,4.974,4.6933,4.2204,4.27,4.4,,,
2013/11/8,3.761,3.939,4.5805,5.077,4.6944,4.2201,4.27,4.4,,,
2013/11/11,3.6,3.78,4.458,5.269,4.6962,4.22,4.27,4.4,,,
2013/11/12,3.329,3.545,4.305,4.865,4.6978,4.22,4.27,4.4,,,
2013/11/13,3.336,3.635,4.359,5.251,4.699,4.22,4.27,4.4,,,
2013/11/14,4.188,4.193,4.485,5.325,4.6997,4.2202,4.27,4.4,,,
2013/11/15,4.454,5.311,5.902,5.949,4.706,4.2207,4.27,4.4,,,
2013/11/18,4.513,5.357,6.198,6.405,4.7095,4.2206,4.27,4.4,,,
2013/11/19,4.075,4.83,5.532,6.121,4.71,4.2206,4.27,4.4,,,
2013/11/20,4.057,4.751,5.43,6.179,4.7092,4.2207,4.27,4.4,,,
2013/11/21,3.889,4.708,5.599,6.283,4.711,4.2207,4.27,4.4,,,
2013/11/22,3.899,4.763,5.916,6.378,4.7118,4.2207,4.27,4.4,,,
2013/11/25,3.847,4.74,6.165,6.378,4.7132,4.2207,4.27,4.4,,,
2013/11/26,3.746,4.6775,5.95,6.582,4.7156,4.2207,4.27,4.4,,,
2013/11/27,3.764,4.663,5.968,6.704,4.7211,4.2207,4.27,4.4,,,
2013/11/28,3.746,4.823,6.295,6.555,4.7181,4.2207,4.27,4.4,,,
2013/11/29,3.726,4.666,6.066,6.365,4.7229,4.2207,4.27,4.4,,,
2013/12/2,3.748,4.571,5.93,6.263,4.7197,4.2207,4.27,4.4,,,
2013/12/3,3.725,4.6,5.913,6.28,4.7365,4.2216,4.2701,4.4,,,
2013/12/4,3.7235,4.577,5.75,6.235,4.7778,4.232,4.2706,4.4,,,
2013/12/5,3.703,4.558,5.509,6.08,4.885,4.2432,4.2707,4.4,,,
2013/12/6,3.7,4.55,5.058,5.596,5.167,4.2513,4.2739,4.405,,,
2013/12/9,3.62,4.485,4.882,5.45,5.2581,4.3302,4.3553,4.4689,,,
2013/12/10,3.558,4.444,4.72,5.296,5.338,4.3995,4.4319,4.5237,,,
2013/12/11,3.51,4.329,4.55,5.238,5.332,4.4612,4.4969,4.5771,,,
2013/12/12,3.46,4.305,4.51,5.4155,5.3222,4.5197,4.5547,4.6247,,,
2013/12/13,3.4321,4.3,4.41,5.423,5.335,4.5736,4.6072,4.6657,,,
