,trade_date,ts_code,exalter, buy , sell ,net_buy,side,reason
280,20130104,300295.SZ,中信万通证券有限责任公司胶州湖州路证券营业部," 5,445,580.56 ", -   ,-5445580.56,1,涨幅偏离值达7%的证券
350,20130104,600537.SH,中信万通证券有限责任公司临沂金雀山路证券营业部," 2,921,696.00 ",,-2921696,1,涨幅偏离值达7%的证券
310,20130104,300348.SZ,中信万通证券有限责任公司青岛标山路证券营业部," 5,254,286.30 "," 25,014.00 ",-5229272.3,1,换手率达20%的证券
290,20130104,300298.SZ,中信证券（浙江）有限责任公司海宁硖西路证券营业部," 122,062.26 "," 5,163,360.00 ",5041297.74,0,涨幅偏离值达7%的证券
352,20130104,600537.SH,中信证券（浙江）有限责任公司杭州文三路证券营业部,," 10,011,704.50 ",10011704.5,0,涨幅偏离值达7%的证券
302,20130104,300316.SZ,中信证券（浙江）有限责任公司金华中山路证券营业部," 1,152,730.90 "," 3,266,432.50 ",2113701.6,0,涨幅偏离值达7%的证券
140,20130104,002239.SZ,中信证券（浙江）有限责任公司临安钱王街证券营业部," 929,212.41 ", -   ,-929212.41,1,连续三个交易日内，涨幅偏离值累计达20%的证券
311,20130104,300348.SZ,中信证券（浙江）有限责任公司绍兴越王城证券营业部, -   ," 2,352,785.57 ",2352785.57,0,换手率达20%的证券
242,20130104,300111.SZ,中信证券（浙江）有限责任公司嵊州时代商务广场证券营," 8,004,114.00 ", -   ,-8004114,1,涨幅偏离值达7%的证券
40,20130104,000677.SZ,中信证券股份有限公司北京复外大街证券营业部," 348,320.25 ", -   ,-348320.25,1,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
154,20130104,002460.SZ,中信证券股份有限公司大连星海广场证券营业部, -   ," 6,467,580.00 ",6467580,0,涨幅偏离值达7%的证券
12,20130104,000156.SZ,中信证券股份有限公司上海漕溪北路证券营业部," 10,960,536.49 ", -   ,-10960536.49,1,换手率达20%的证券
13,20130104,000156.SZ,中信证券股份有限公司上海漕溪北路证券营业部," 10,960,536.49 ", -   ,-10960536.49,1,涨幅偏离值达7%的证券
171,20130104,002492.SZ,中信证券股份有限公司上海漕溪北路证券营业部," 22,526.00 "," 16,471,166.25 ",16448640.25,0,涨幅偏离值达7%的证券
200,20130104,002694.SZ,中信证券股份有限公司上海东方路证券营业部," 14,724,453.86 "," 2,163,803.61 ",-12560650.25,0,换手率达20%的证券
201,20130104,002694.SZ,中信证券股份有限公司上海东方路证券营业部," 14,724,453.86 "," 2,163,803.61 ",-12560650.25,1,换手率达20%的证券
153,20130104,002460.SZ,中信证券股份有限公司上海淮海中路证券营业部," 46,676.00 "," 2,506,681.08 ",2460005.08,0,涨幅偏离值达7%的证券
261,20130104,300262.SZ,中信证券股份有限公司上海淮海中路证券营业部," 4,772,872.77 "," 4,398,000.00 ",-374872.77,0,换手率达20%的证券
301,20130104,300316.SZ,中信证券股份有限公司上海淮海中路证券营业部," 5,420,345.88 "," 21,852.00 ",-5398493.88,1,涨幅偏离值达7%的证券
50,20130104,000750.SZ,中信证券股份有限公司上海溧阳路证券营业部," 7,552,332.44 "," 274,918.72 ",-7277413.72,1,换手率达20%的证券
81,20130104,000898.SZ,中信证券股份有限公司上海溧阳路证券营业部," 10,097,267.43 "," 4,270.00 ",-10092997.43,1,涨幅偏离值达7%的证券
82,20130104,000898.SZ,中信证券股份有限公司深圳福华一路证券营业部," 16,039,703.02 "," 6,113,966.00 ",-9925737.02,1,涨幅偏离值达7%的证券
351,20130104,600537.SH,中信证券股份有限公司深圳福华一路证券营业部," 7,344,690.83 ",,-7344690.83,1,涨幅偏离值达7%的证券
174,20130104,002492.SZ,中银国际证券有限责任公司北京宣外大街证券营业部," 2,201,209.11 "," 6,875.00 ",-2194334.11,1,涨幅偏离值达7%的证券
221,20130104,002703.SZ,中银国际证券有限责任公司沈阳和平南大街证券营业部," 823,189.00 ", -   ,-823189,1,换手率达20%的证券
234,20130104,300103.SZ,中银国际证券有限责任公司沈阳和平南大街证券营业部," 5,629,829.13 ", -   ,-5629829.13,1,换手率达20%的证券
313,20130104,300348.SZ,中银国际证券有限责任公司重庆江北证券营业部," 6,433.00 "," 2,629,502.83 ",2623069.83,0,换手率达20%的证券
161,20130104,002484.SZ,中原证券股份有限公司杭州新华路证券营业部," 2,301,103.00 "," 1,477,378.00 ",-823725,0,涨幅偏离值达7%的证券
162,20130104,002484.SZ,中原证券股份有限公司杭州新华路证券营业部," 2,301,103.00 "," 1,477,378.00 ",-823725,1,涨幅偏离值达7%的证券
312,20130104,300348.SZ,中原证券股份有限公司开封大梁路证券营业部," 2,284,431.00 "," 189,000.00 ",-2095431,1,换手率达20%的证券
