,author,ticker_symbol_map_sec_type_name,org_name,ticker_symbol_map_sec_id,end_date,write_date,sec_short_name
0,张云凯,住宅开发,东北证券,000656.SZ,2018-01-31,2017-12-28,金科股份
1,李俊峰,种子,东北证券,000998.SZ,2018-01-31,2017-12-28,隆平高科
2,李瑶,种子,东北证券,000998.SZ,2018-01-31,2017-12-28,隆平高科
3,张云凯,商业地产,东北证券,001979.SZ,2018-01-31,2017-12-28,招商蛇口
4,李恒光,底盘与发动机系统,东北证券,002126.SZ,2018-01-31,2017-12-28,银轮股份
5,赵季新,底盘与发动机系统,东北证券,002126.SZ,2018-01-31,2017-12-28,银轮股份
6,刘舒畅,医疗研发外包,东北证券,300347.SZ,2018-01-31,2017-12-28,泰格医药
7,崔洁铭,医疗研发外包,东北证券,300347.SZ,2018-01-31,2017-12-28,泰格医药
8,陈鼎如,航空装备,东北证券,300424.SZ,2018-01-31,2017-12-28,航新科技
9,明兴,航空运输,东北证券,600115.SH,2018-01-31,2017-12-28,东方航空
10,瞿永忠,航空运输,东北证券,600115.SH,2018-01-31,2017-12-28,东方航空
11,张经纬,保险,东北证券,601336.SH,2018-01-31,2017-12-28,新华保险
12,葛玉翔,保险,东北证券,601336.SH,2018-01-31,2017-12-28,新华保险
13,胡文豪,国有大型银行,东北证券,601398.SH,2018-01-31,2017-12-28,工商银行
14,李强,白酒,东北证券,603369.SH,2018-01-31,2017-12-28,今世缘
15,齐欢,白酒,东北证券,603369.SH,2018-01-31,2017-12-28,今世缘
16,孙浩然,底盘与发动机系统,东兴证券,002126.SZ,2018-01-31,2018-01-02,银轮股份
17,刘慧影,军工电子,东兴证券,002179.SZ,2018-01-31,2018-01-02,中航光电
18,范垄基,调味发酵品,东兴证券,002507.SZ,2018-01-31,2018-01-02,涪陵榨菜
19,罗四维,电子化学品,东兴证券,300537.SZ,2018-01-31,2018-01-02,广信材料
20,林阳,钴,东兴证券,300618.SZ,2018-01-31,2018-01-02,寒锐钴业
21,刘慧影,模拟芯片设计,东兴证券,300661.SZ,2018-01-31,2018-01-02,圣邦股份
22,林阳,铜,东兴证券,600362.SH,2018-01-31,2018-01-02,江西铜业
23,王革,电网自动化设备,东兴证券,600406.SH,2018-01-31,2018-01-02,国电南瑞
24,罗四维,农药,东兴证券,600486.SH,2018-01-31,2018-01-02,扬农化工
25,范垄基,乳品,东兴证券,600887.SH,2018-01-31,2018-01-02,伊利股份
26,孙婷,证券,海通证券,000776.SZ,2018-01-31,2018-01-02,广发证券
27,衣桢永,定制家居,海通证券,002572.SZ,2018-01-31,2018-01-02,索菲亚
28,张宇,改性塑料,海通证券,002838.SZ,2018-01-31,2018-01-02,道恩股份
29,钟奇,影视动漫制作,海通证券,300251.SZ,2018-01-31,2018-01-02,光线传媒
30,王猛,底盘与发动机系统,海通证券,300258.SZ,2018-01-31,2018-01-02,精锻科技
31,涂力磊,住宅开发,海通证券,600048.SH,2018-01-31,2018-01-02,保利地产
32,涂力磊,住宅开发,海通证券,600466.SH,2018-01-31,2018-01-02,蓝光发展
33,邓勇,燃气,海通证券,600803.SH,2018-01-31,2018-01-02,新奥股份
34,房青,机器人,海通证券,603416.SH,2018-01-31,2018-01-02,信捷电气
35,汪立亭,超市,海通证券,603708.SH,2018-01-31,2018-01-02,家家悦
36,张一弛,其他通用设备,海通证券,603757.SH,2018-01-31,2018-01-02,大元泵业
37,梁希,非运动服装,海通证券,603839.SH,2018-01-31,2018-01-02,安正时尚
38,吴海健,住宅开发,长江证券,000002.SZ,2018-01-31,2018-01-01,万科A
39,徐春,空调,长江证券,000651.SZ,2018-01-31,2018-01-01,格力电器
40,刘慧慧,IT服务,长江证券,002530.SZ,2018-01-31,2018-01-01,金财互联
41,王鹤涛,板材,长江证券,600019.SH,2018-01-31,2018-01-01,宝钢股份
42,周晶晶,证券,长江证券,600030.SH,2018-01-31,2018-01-01,中信证券
43,蒲东君,股份制银行,长江证券,600036.SH,2018-01-31,2018-01-01,招商银行
44,赵刚,人工景区,长江证券,600138.SH,2018-01-31,2018-01-01,中青旅
45,葛军,其他小金属,长江证券,600456.SH,2018-01-31,2018-01-01,宝钛股份
46,范超,玻璃制造,长江证券,601636.SH,2018-01-31,2018-01-01,旗滨集团
47,赵智勇,轨交设备,长江证券,601766.SH,2018-01-31,2018-01-01,中国中车
48,周然,火力发电,银河证券,000600.SZ,2018-01-31,2017-12-31,建投能源
49,李平祝,其他生物制品,银河证券,000661.SZ,2018-01-31,2017-12-31,长春高新
50,鞠厚林,其他建材,银河证券,000786.SZ,2018-01-31,2017-12-31,北新建材
51,鞠厚林,军工电子,银河证券,002025.SZ,2018-01-31,2017-12-31,航天电器
52,周然,风电整机,银河证券,002202.SZ,2018-01-31,2017-12-31,金风科技
53,傅楚雄,面板,银河证券,002217.SZ,2018-01-31,2017-12-31,合力泰
54,刘兰程,能源及重型设备,银河证券,002353.SZ,2018-01-31,2017-12-31,杰瑞股份
55,邹文倩,垂直应用软件,银河证券,002405.SZ,2018-01-31,2017-12-31,四维图新
56,华立,锂,银河证券,002466.SZ,2018-01-31,2017-12-31,天齐锂业
57,王绪丽,锂电专用设备,银河证券,300410.SZ,2018-01-31,2017-12-31,正业科技
58,王绪丽,其他自动化设备,银河证券,300486.SZ,2018-01-31,2017-12-31,东杰智能
59,陈智旭,住宅开发,银河证券,600048.SH,2018-01-31,2017-12-31,保利地产
60,鞠厚林,商用载客车,银河证券,600066.SH,2018-01-31,2017-12-31,宇通客车
61,鞠厚林,综合乘用车,银河证券,600104.SH,2018-01-31,2017-12-31,上汽集团
62,鞠厚林,其他电源设备,银河证券,600482.SH,2018-01-31,2017-12-31,中国动力
63,周颖,白酒,银河证券,600519.SH,2018-01-31,2017-12-31,贵州茅台
64,周颖,白酒,银河证券,600779.SH,2018-01-31,2017-12-31,水井坊
65,李平祝,医药流通,银河证券,600998.SH,2018-01-31,2017-12-31,九州通
66,武平平,保险,银河证券,601318.SH,2018-01-31,2017-12-31,中国平安
67,钱劲宇,其他计算机设备,银河证券,603660.SH,2018-01-31,2017-12-31,苏州科达
68,李平祝,化学制剂,银河证券,603707.SH,2018-01-31,2017-12-31,健友股份
69,屠炜颖,中药,中金,000538.SZ,2018-01-31,2018-01-02,云南白药
70,张景松,IT服务,中金,002373.SZ,2018-01-31,2018-01-02,千方科技
71,孔令鑫,仪器仪表,中金,300349.SZ,2018-01-31,2018-01-02,金卡智能
72,董宇博,铅锌,中金,600497.SH,2018-01-31,2018-01-02,驰宏锌锗
73,李璇,燃气,中金,600803.SH,2018-01-31,2018-01-02,新奥股份
74,季超,光伏发电,中金,601222.SH,2018-01-31,2018-01-02,林洋能源
75,杨鑫,铁路运输,中金,601333.SH,2018-01-31,2018-01-02,广深铁路
76,吴慧敏,房屋建设,中金,601668.SH,2018-01-31,2018-01-02,中国建筑
77,邢庭志,白酒,中金,603369.SH,2018-01-31,2018-01-02,今世缘
78,王林,通信网络设备及器件,招商证券,000063.SZ,2018-01-31,2017-12-29,中兴通讯
79,赵可,商业地产,招商证券,000069.SZ,2018-01-31,2017-12-29,华侨城A
80,纪敏,空调,招商证券,000333.SZ,2018-01-31,2017-12-29,美的集团
81,刘泽晶,垂直应用软件,招商证券,000503.SZ,2018-01-31,2017-12-29,海虹控股
82,纪敏,空调,招商证券,000651.SZ,2018-01-31,2017-12-29,格力电器
83,顾佳,图片媒体,招商证券,000681.SZ,2018-01-31,2017-12-29,视觉中国
84,梅林,旅游综合,招商证券,000796.SZ,2018-01-31,2017-12-29,凯撒旅游
85,董广阳,白酒,招商证券,000858.SZ,2018-01-31,2017-12-29,五粮液
86,周铮,原料药,招商证券,002001.SZ,2018-01-31,2017-12-29,新和成
87,卫喆,航空装备,招商证券,002013.SZ,2018-01-31,2017-12-29,中航机电
88,岑晓翔,航空装备,招商证券,002013.SZ,2018-01-31,2017-12-29,中航机电
89,王超,航空装备,招商证券,002013.SZ,2018-01-31,2017-12-29,中航机电
90,郑恺,大宗用纸,招商证券,002078.SZ,2018-01-31,2017-12-29,太阳纸业
91,郑晓刚,玻纤制造,招商证券,002080.SZ,2018-01-31,2017-12-29,中材科技
92,杨件,长材,招商证券,002110.SZ,2018-01-31,2017-12-29,三钢闽光
93,董瑞斌,面板,招商证券,002217.SZ,2018-01-31,2017-12-29,合力泰
94,孙妤,家纺,招商证券,002293.SZ,2018-01-31,2017-12-29,罗莱生活
95,吴斌,化学制剂,招商证券,002294.SZ,2018-01-31,2017-12-29,信立泰
96,董广阳,水产饲料,招商证券,002311.SZ,2018-01-31,2017-12-29,海大集团
97,顾佳,影视动漫制作,招商证券,002343.SZ,2018-01-31,2017-12-29,慈文传媒
98,鄢凡,消费电子零部件及组装,招商证券,002475.SZ,2018-01-31,2017-12-29,立讯精密
99,朱纯阳,大气治理,招商证券,002573.SZ,2018-01-31,2017-12-29,清新环境
100,游家训,电池化学品,招商证券,002709.SZ,2018-01-31,2017-12-29,天赐材料
101,王彬鹏,园林工程,招商证券,002717.SZ,2018-01-31,2017-12-29,岭南园林
102,王林,垂直应用软件,招商证券,300098.SZ,2018-01-31,2017-12-29,高新兴
103,刘泽晶,垂直应用软件,招商证券,300188.SZ,2018-01-31,2017-12-29,美亚柏科
104,郑晓刚,玻纤制造,招商证券,300196.SZ,2018-01-31,2017-12-29,长海股份
105,王彬鹏,园林工程,招商证券,300197.SZ,2018-01-31,2017-12-29,铁汉生态
106,朱纯阳,水务及水治理,招商证券,300422.SZ,2018-01-31,2017-12-29,博世科
107,董广阳,生猪养殖,招商证券,300498.SZ,2018-01-31,2017-12-29,温氏股份
108,董瑞斌,检测服务,招商证券,300572.SZ,2018-01-31,2017-12-29,安车检测
109,孙妤,鞋帽及其他,招商证券,300577.SZ,2018-01-31,2017-12-29,开润股份
110,杨件,板材,招商证券,600019.SH,2018-01-31,2017-12-29,宝钢股份
111,常涛,航空运输,招商证券,600029.SH,2018-01-31,2017-12-29,南方航空
112,郑积沙,证券,招商证券,600030.SH,2018-01-31,2017-12-29,中信证券
113,吴斌,医药流通,招商证券,600056.SH,2018-01-31,2017-12-29,中国医药
114,刘文平,金属制品,招商证券,600114.SH,2018-01-31,2017-12-29,东睦股份
115,鄢凡,印制电路板,招商证券,600183.SH,2018-01-31,2017-12-29,生益科技
116,赵可,住宅开发,招商证券,600383.SH,2018-01-31,2017-12-29,金地集团
117,周铮,氮肥,招商证券,600426.SH,2018-01-31,2017-12-29,华鲁恒升
118,游家训,硅料硅片,招商证券,600438.SH,2018-01-31,2017-12-29,通威股份
119,汪刘胜,车身附件及饰件,招商证券,600660.SH,2018-01-31,2017-12-29,福耀玻璃
120,汪刘胜,车身附件及饰件,招商证券,600741.SH,2018-01-31,2017-12-29,华域汽车
121,梅林,酒店,招商证券,600754.SH,2018-01-31,2017-12-29,锦江股份
122,许荣聪,百货,招商证券,600859.SH,2018-01-31,2017-12-29,王府井
123,董广阳,乳品,招商证券,600887.SH,2018-01-31,2017-12-29,伊利股份
124,卫喆,航空装备,招商证券,600893.SH,2018-01-31,2017-12-29,航发动力
125,岑晓翔,航空装备,招商证券,600893.SH,2018-01-31,2017-12-29,航发动力
126,王超,航空装备,招商证券,600893.SH,2018-01-31,2017-12-29,航发动力
127,常涛,铁路运输,招商证券,601006.SH,2018-01-31,2017-12-29,大秦铁路
128,王超,工程机械器件,招商证券,601100.SH,2018-01-31,2017-12-29,恒立液压
129,郑积沙,保险,招商证券,601336.SH,2018-01-31,2017-12-29,新华保险
130,许荣聪,超市,招商证券,601933.SH,2018-01-31,2017-12-29,永辉超市
131,郑恺,成品家居,招商证券,603600.SH,2018-01-31,2017-12-29,永艺股份
132,王超,工程机械器件,招商证券,603638.SH,2018-01-31,2017-12-29,艾迪精密
133,谢鸿鹤,铝,中泰证券,000933.SZ,2018-01-31,2017-12-29,神火股份
134,康雅雯,游戏,中泰证券,300418.SZ,2018-01-31,2017-12-29,昆仑万维
135,王华君,工程机械整机,中泰证券,600031.SH,2018-01-31,2017-12-29,三一重工
136,江琦,化学制剂,中泰证券,600196.SH,2018-01-31,2017-12-29,复星医药
137,王磊,硅料硅片,中泰证券,600438.SH,2018-01-31,2017-12-29,通威股份
138,黄诗涛,水泥制造,中泰证券,600585.SH,2018-01-31,2017-12-29,海螺水泥
139,焦俊,酒店,中泰证券,600754.SH,2018-01-31,2017-12-29,锦江股份
140,何亚轩,国际工程,中泰证券,600970.SH,2018-01-31,2017-12-29,中材国际
141,戴志锋,国有大型银行,中泰证券,601398.SH,2018-01-31,2017-12-29,工商银行
142,刘曦,炼油化工,华泰证券,000703.SZ,2018-01-31,2017-12-29,恒逸石化
143,鲍荣富,装修装饰,华泰证券,002081.SZ,2018-01-31,2017-12-29,金螳螂
144,沈晓峰,航空运输,华泰证券,600029.SH,2018-01-31,2017-12-29,南方航空
145,沈娟,股份制银行,华泰证券,600036.SH,2018-01-31,2017-12-29,招商银行
146,鲍荣富,玻纤制造,华泰证券,600176.SH,2018-01-31,2017-12-29,中国巨石
147,许奇峰,动物保健,华泰证券,600195.SH,2018-01-31,2017-12-29,中牧股份
148,贺琪,白酒,华泰证券,600702.SH,2018-01-31,2017-12-29,沱牌舍得
149,彭茜,分立器件,华泰证券,600745.SH,2018-01-31,2017-12-29,闻泰科技
150,王玮嘉,国际工程,华泰证券,600970.SH,2018-01-31,2017-12-29,中材国际
151,沈娟,保险,华泰证券,601336.SH,2018-01-31,2017-12-29,新华保险
152,蔡雯娟,面板,天风证券,000100.SZ,2018-01-31,2017-12-29,TCL科技
153,陈天诚,风力发电,天风证券,000537.SZ,2018-01-31,2017-12-29,广宇发展
154,王茜,长材,天风证券,000717.SZ,2018-01-31,2017-12-29,韶钢松山
155,黄顺卿,其他建材,天风证券,000786.SZ,2018-01-31,2017-12-29,北新建材
156,刘鹏,白酒,天风证券,000858.SZ,2018-01-31,2017-12-29,五粮液
157,何文雯,油气开采,天风证券,000968.SZ,2018-01-31,2017-12-29,蓝焰控股
158,钟帅,油气开采,天风证券,000968.SZ,2018-01-31,2017-12-29,蓝焰控股
159,潘暕,品牌消费电子,天风证券,002045.SZ,2018-01-31,2017-12-29,国光电器
160,王茜,动力煤,天风证券,002128.SZ,2018-01-31,2017-12-29,露天煤业
161,文浩,影视动漫制作,天风证券,002343.SZ,2018-01-31,2017-12-29,慈文传媒
162,唐海清,通信网络设备及器件,天风证券,002396.SZ,2018-01-31,2017-12-29,星网锐捷
163,王奕红,通信网络设备及器件,天风证券,002396.SZ,2018-01-31,2017-12-29,星网锐捷
164,孙亮,锂,天风证券,002466.SZ,2018-01-31,2017-12-29,天齐锂业
165,杨诚笑,锂,天风证券,002466.SZ,2018-01-31,2017-12-29,天齐锂业
166,王小芃,锂,天风证券,002466.SZ,2018-01-31,2017-12-29,天齐锂业
167,田源,锂,天风证券,002466.SZ,2018-01-31,2017-12-29,天齐锂业
168,姜浩,生活用纸,天风证券,002511.SZ,2018-01-31,2017-12-29,中顺洁柔
169,李恩国,风电零部件,天风证券,002531.SZ,2018-01-31,2017-12-29,天顺风能
170,杨藻,风电零部件,天风证券,002531.SZ,2018-01-31,2017-12-29,天顺风能
171,何文雯,大气治理,天风证券,002573.SZ,2018-01-31,2017-12-29,清新环境
172,钟帅,大气治理,天风证券,002573.SZ,2018-01-31,2017-12-29,清新环境
173,曾帅,其他专用设备,天风证券,002833.SZ,2018-01-31,2017-12-29,弘亚数控
174,邹润芳,其他专用设备,天风证券,002833.SZ,2018-01-31,2017-12-29,弘亚数控
175,沈海兵,IT服务,天风证券,300212.SZ,2018-01-31,2017-12-29,易华录
176,唐笑,工程咨询服务,天风证券,300284.SZ,2018-01-31,2017-12-29,苏交科
177,岳恒宇,工程咨询服务,天风证券,300284.SZ,2018-01-31,2017-12-29,苏交科
178,廖庆阳,医疗研发外包,天风证券,300347.SZ,2018-01-31,2017-12-29,泰格医药
179,杨烨辉,医疗研发外包,天风证券,300347.SZ,2018-01-31,2017-12-29,泰格医药
180,郑薇,医疗研发外包,天风证券,300347.SZ,2018-01-31,2017-12-29,泰格医药
181,刘章明,人力资源服务,天风证券,300662.SZ,2018-01-31,2017-12-29,科锐国际
182,姜明,航空运输,天风证券,600029.SH,2018-01-31,2017-12-29,南方航空
183,曾帅,工程机械整机,天风证券,600031.SH,2018-01-31,2017-12-29,三一重工
184,朱元骏,工程机械整机,天风证券,600031.SH,2018-01-31,2017-12-29,三一重工
185,邹润芳,工程机械整机,天风证券,600031.SH,2018-01-31,2017-12-29,三一重工
186,吴立,动物保健,天风证券,600195.SH,2018-01-31,2017-12-29,中牧股份
187,杨钊,动物保健,天风证券,600195.SH,2018-01-31,2017-12-29,中牧股份
188,李辉,氮肥,天风证券,600426.SH,2018-01-31,2017-12-29,华鲁恒升
189,邹润芳,地面兵装,天风证券,600967.SH,2018-01-31,2017-12-29,内蒙一机
190,王茜,证券,天风证券,600999.SH,2018-01-31,2017-12-29,招商证券
191,廖志明,国有大型银行,天风证券,601288.SH,2018-01-31,2017-12-29,农业银行
192,林瑾璐,国有大型银行,天风证券,601288.SH,2018-01-31,2017-12-29,农业银行
193,王茜,非运动服装,天风证券,603877.SH,2018-01-31,2017-12-29,太平鸟
194,黄蔚,住宅开发,国金证券,000002.SZ,2018-01-31,2017-12-28,万科A
195,于杰,肉制品,国金证券,000895.SZ,2018-01-31,2017-12-28,双汇发展
196,姜姝,影视动漫制作,国金证券,300133.SZ,2018-01-31,2017-12-28,华策影视
197,樊志远,消费电子零部件及组装,国金证券,300136.SZ,2018-01-31,2017-12-28,信维通信
198,苏宝亮,机场,国金证券,600009.SH,2018-01-31,2017-12-28,上海机场
199,刘洋,商用载客车,国金证券,600066.SH,2018-01-31,2017-12-28,宇通客车
200,苏宝亮,环保设备,国金证券,600388.SH,2018-01-31,2017-12-28,龙净环保
201,于杰,乳品,国金证券,600887.SH,2018-01-31,2017-12-28,伊利股份
202,苏宝亮,铁路运输,国金证券,601333.SH,2018-01-31,2017-12-28,广深铁路
203,赵令伊,超市,国金证券,601933.SH,2018-01-31,2017-12-28,永辉超市
204,夏妍,广告媒体,东北证券,002027.SZ,2018-02-28,2018-01-31,分众传媒
205,颜书影,广告媒体,东北证券,002027.SZ,2018-02-28,2018-01-31,分众传媒
206,吴狄,长材,东北证券,002110.SZ,2018-02-28,2018-01-31,三钢闽光
207,张世杰,IT服务,东北证券,300170.SZ,2018-02-28,2018-01-31,汉得信息
208,闻学晨,IT服务,东北证券,300170.SZ,2018-02-28,2018-01-31,汉得信息
209,李俊峰,生猪养殖,东北证券,300498.SZ,2018-02-28,2018-01-31,温氏股份
210,李瑶,生猪养殖,东北证券,300498.SZ,2018-02-28,2018-01-31,温氏股份
211,明兴,航空运输,东北证券,600029.SH,2018-02-28,2018-01-31,南方航空
212,瞿永忠,航空运输,东北证券,600029.SH,2018-02-28,2018-01-31,南方航空
213,张云凯,住宅开发,东北证券,600048.SH,2018-02-28,2018-01-31,保利地产
214,吴狄,动力煤,东北证券,601225.SH,2018-02-28,2018-01-31,陕西煤业
215,张经纬,保险,东北证券,601336.SH,2018-02-28,2018-01-31,新华保险
216,葛玉翔,保险,东北证券,601336.SH,2018-02-28,2018-01-31,新华保险
217,李恒光,其他汽车零部件,东北证券,603197.SH,2018-02-28,2018-01-31,保隆科技
218,李强,白酒,东北证券,603369.SH,2018-02-28,2018-01-31,今世缘
219,齐欢,白酒,东北证券,603369.SH,2018-02-28,2018-01-31,今世缘
220,任天辉,金属制品,东兴证券,000039.SZ,2018-02-28,2018-01-31,中集集团
221,范垄基,白酒,东兴证券,000858.SZ,2018-02-28,2018-01-31,五粮液
222,刘慧影,军工电子,东兴证券,002179.SZ,2018-02-28,2018-01-31,中航光电
223,刘慧影,模拟芯片设计,东兴证券,300661.SZ,2018-02-28,2018-01-31,圣邦股份
224,罗四维,纺织化学制品,东兴证券,600352.SH,2018-02-28,2018-01-31,浙江龙盛
225,赵军胜,玻璃制造,东兴证券,600586.SH,2018-02-28,2018-01-31,金晶科技
226,宋劲,百货,东兴证券,600859.SH,2018-02-28,2018-01-31,王府井
227,宋劲,保险,东兴证券,601318.SH,2018-02-28,2018-01-31,中国平安
228,宋劲,超市,东兴证券,603708.SH,2018-02-28,2018-01-31,家家悦
229,范垄基,烘焙食品,东兴证券,603866.SH,2018-02-28,2018-01-31,桃李面包
230,林媛媛,股份制银行,海通证券,000001.SZ,2018-02-28,2018-01-31,平安银行
231,朱劲松,通信网络设备及器件,海通证券,000063.SZ,2018-02-28,2018-01-31,中兴通讯
232,陈子仪,空调,海通证券,000333.SZ,2018-02-28,2018-01-31,美的集团
233,杜市伟,装修装饰,海通证券,002081.SZ,2018-02-28,2018-01-31,金螳螂
234,郑宏达,安防设备,海通证券,002236.SZ,2018-02-28,2018-01-31,大华股份
235,邓勇,炼油化工,海通证券,600028.SH,2018-02-28,2018-01-31,中国石化
236,刘威,氮肥,海通证券,600426.SH,2018-02-28,2018-01-31,华鲁恒升
237,邓勇,燃气,海通证券,600803.SH,2018-02-28,2018-01-31,新奥股份
238,佘炜超,工程机械器件,海通证券,601100.SH,2018-02-28,2018-01-31,恒立液压
239,虞楠,航空运输,海通证券,601111.SH,2018-02-28,2018-01-31,中国国航
240,孙婷,保险,海通证券,601318.SH,2018-02-28,2018-01-31,中国平安
241,林媛媛,国有大型银行,海通证券,601398.SH,2018-02-28,2018-01-31,工商银行
242,孙婷,证券,海通证券,601688.SH,2018-02-28,2018-01-31,华泰证券
243,汪立亭,超市,海通证券,603708.SH,2018-02-28,2018-01-31,家家悦
244,王猛,底盘与发动机系统,海通证券,603788.SH,2018-02-28,2018-01-31,宁波高发
245,鞠厚林,其他建材,银河证券,000786.SZ,2018-02-28,2018-01-30,北新建材
246,周然,风电整机,银河证券,002202.SZ,2018-02-28,2018-01-30,金风科技
247,傅楚雄,面板,银河证券,002217.SZ,2018-02-28,2018-01-30,合力泰
248,刘兰程,能源及重型设备,银河证券,002353.SZ,2018-02-28,2018-01-30,杰瑞股份
249,鞠厚林,住宅开发,银河证券,600048.SH,2018-02-28,2018-01-30,保利地产
250,鞠厚林,综合乘用车,银河证券,600104.SH,2018-02-28,2018-01-30,上汽集团
251,周颖,白酒,银河证券,600519.SH,2018-02-28,2018-01-30,贵州茅台
252,周颖,白酒,银河证券,600779.SH,2018-02-28,2018-01-30,水井坊
253,李平祝,医药流通,银河证券,600998.SH,2018-02-28,2018-01-30,九州通
254,潘玮,动力煤,银河证券,601225.SH,2018-02-28,2018-01-30,陕西煤业
255,詹奥博,装修装饰,中金,002081.SZ,2018-02-28,2018-02-05,金螳螂
256,陈彦,防水材料,中金,002271.SZ,2018-02-28,2018-02-05,东方雨虹
257,孙扬,畜禽饲料,中金,002385.SZ,2018-02-28,2018-02-05,大北农
258,卢婷,垂直应用软件,中金,002410.SZ,2018-02-28,2018-02-05,广联达
259,李璇,纺织化学制品,中金,002440.SZ,2018-02-28,2018-02-05,闰土股份
260,戚政韬,大气治理,中金,300072.SZ,2018-02-28,2018-02-05,三聚环保
261,黄垚鑫,人工景区,中金,600138.SH,2018-02-28,2018-02-05,中青旅
262,陈彦,动力煤,中金,600188.SH,2018-02-28,2018-02-05,兖州煤业
263,孙扬,动物保健,中金,600201.SH,2018-02-28,2018-02-05,生物股份
264,王兴林,通信网络设备及器件,中金,600498.SH,2018-02-28,2018-02-05,烽火通信
265,王兴林,通信线缆及配套,中金,600522.SH,2018-02-28,2018-02-05,中天科技
266,卢婷,垂直应用软件,中金,600570.SH,2018-02-28,2018-02-05,恒生电子
267,李可悦,水泥制造,中金,600585.SH,2018-02-28,2018-02-05,海螺水泥
268,孔令鑫,轨交设备,中金,603111.SH,2018-02-28,2018-02-05,康尼机电
269,吕若晨,调味发酵品,中金,603288.SH,2018-02-28,2018-02-05,海天味业
270,赵欣悦,航空运输,中金,603885.SH,2018-02-28,2018-02-05,吉祥航空
271,姜姝,影视动漫制作,国金证券,300133.SZ,2018-02-28,2018-01-31,华策影视
272,楼枫烨,人工景区,国金证券,600138.SH,2018-02-28,2018-01-31,中青旅
273,黄蔚,产业地产,国金证券,600340.SH,2018-02-28,2018-01-31,华夏幸福
274,于杰,白酒,国金证券,600519.SH,2018-02-28,2018-01-31,贵州茅台
275,楼枫烨,酒店,国金证券,600754.SH,2018-02-28,2018-01-31,锦江股份
276,于杰,乳品,国金证券,600887.SH,2018-02-28,2018-01-31,伊利股份
277,苏宝亮,铁路运输,国金证券,601006.SH,2018-02-28,2018-01-31,大秦铁路
278,苏宝亮,航空运输,国金证券,601111.SH,2018-02-28,2018-01-31,中国国航
279,黄蔚,商业地产,国金证券,601155.SH,2018-02-28,2018-01-31,新城控股
280,赵令伊,超市,国金证券,601933.SH,2018-02-28,2018-01-31,永辉超市
281,赵可,商业地产,招商证券,000069.SZ,2018-02-28,2018-01-31,华侨城A
282,汪刘胜,底盘与发动机系统,招商证券,000338.SZ,2018-02-28,2018-01-31,潍柴动力
283,纪敏,空调,招商证券,000651.SZ,2018-02-28,2018-01-31,格力电器
284,顾佳,图片媒体,招商证券,000681.SZ,2018-02-28,2018-01-31,视觉中国
285,杨勇胜,白酒,招商证券,000858.SZ,2018-02-28,2018-01-31,五粮液
286,郑恺,瓷砖地板,招商证券,000910.SZ,2018-02-28,2018-01-31,大亚圣象
287,杨件,板材,招商证券,000932.SZ,2018-02-28,2018-01-31,*ST华菱
288,周铮,原料药,招商证券,002001.SZ,2018-02-28,2018-01-31,新和成
289,王超,航空装备,招商证券,002013.SZ,2018-02-28,2018-01-31,中航机电
290,郑恺,大宗用纸,招商证券,002078.SZ,2018-02-28,2018-01-31,太阳纸业
291,郑晓刚,玻纤制造,招商证券,002080.SZ,2018-02-28,2018-01-31,中材科技
292,鄢凡,安防设备,招商证券,002236.SZ,2018-02-28,2018-01-31,大华股份
293,许荣聪,百货,招商证券,002419.SZ,2018-02-28,2018-01-31,天虹股份
294,刘泽晶,横向通用软件,招商证券,002439.SZ,2018-02-28,2018-01-31,启明星辰
295,鄢凡,消费电子零部件及组装,招商证券,002475.SZ,2018-02-28,2018-01-31,立讯精密
296,孙妤,跨境电商,招商证券,002640.SZ,2018-02-28,2018-01-31,跨境通
297,游家训,电池化学品,招商证券,002709.SZ,2018-02-28,2018-01-31,天赐材料
298,王林,垂直应用软件,招商证券,300098.SZ,2018-02-28,2018-01-31,高新兴
299,梅林,人工景区,招商证券,300144.SZ,2018-02-28,2018-01-31,宋城演艺
300,刘泽晶,垂直应用软件,招商证券,300188.SZ,2018-02-28,2018-01-31,美亚柏科
301,郑晓刚,玻纤制造,招商证券,300196.SZ,2018-02-28,2018-01-31,长海股份
302,顾佳,影视动漫制作,招商证券,300251.SZ,2018-02-28,2018-01-31,光线传媒
303,朱纯阳,水务及水治理,招商证券,300422.SZ,2018-02-28,2018-01-31,博世科
304,朱卫华,生猪养殖,招商证券,300498.SZ,2018-02-28,2018-01-31,温氏股份
305,董瑞斌,检测服务,招商证券,300572.SZ,2018-02-28,2018-01-31,安车检测
306,孙妤,鞋帽及其他,招商证券,300577.SZ,2018-02-28,2018-01-31,开润股份
307,吴斌,医疗耗材,招商证券,300595.SZ,2018-02-28,2018-01-31,欧普康视
308,董瑞斌,宠物食品,招商证券,300673.SZ,2018-02-28,2018-01-31,佩蒂股份
309,杨件,板材,招商证券,600019.SH,2018-02-28,2018-01-31,宝钢股份
310,常涛,航空运输,招商证券,600029.SH,2018-02-28,2018-01-31,南方航空
311,郑积沙,证券,招商证券,600030.SH,2018-02-28,2018-01-31,中信证券
312,赵可,住宅开发,招商证券,600383.SH,2018-02-28,2018-01-31,金地集团
313,周铮,氮肥,招商证券,600426.SH,2018-02-28,2018-01-31,华鲁恒升
314,游家训,硅料硅片,招商证券,600438.SH,2018-02-28,2018-01-31,通威股份
