,author,ticker_symbol_map_sec_type_name,org_name,ticker_symbol_map_sec_id,end_date,write_date,sec_short_name
1105,吴斌,中药,招商证券,000650.SZ,2018-07-31,2018-07-01,仁和药业
1106,纪敏,空调,招商证券,000651.SZ,2018-07-31,2018-07-01,格力电器
1107,顾佳,图片媒体,招商证券,000681.SZ,2018-07-31,2018-07-01,视觉中国
1108,王强,炼油化工,招商证券,000703.SZ,2018-07-31,2018-07-01,恒逸石化
1109,杨件,板材,招商证券,000932.SZ,2018-07-31,2018-07-01,华菱钢铁
1110,赵可,住宅开发,招商证券,000961.SZ,2018-07-31,2018-07-01,中南建设
1111,王超,航空装备,招商证券,002013.SZ,2018-07-31,2018-07-01,中航机电
1112,郑恺,大宗用纸,招商证券,002078.SZ,2018-07-31,2018-07-01,太阳纸业
1113,吴斌,医疗设备,招商证券,002223.SZ,2018-07-31,2018-07-01,鱼跃医疗
1114,鄢凡,安防设备,招商证券,002236.SZ,2018-07-31,2018-07-01,大华股份
1115,郑晓刚,管材,招商证券,002372.SZ,2018-07-31,2018-07-01,伟星新材
1116,鄢凡,消费电子零部件及组装,招商证券,002475.SZ,2018-07-31,2018-07-01,立讯精密
1117,孙妤,非运动服装,招商证券,002563.SZ,2018-07-31,2018-07-01,森马服饰
1118,郑恺,金属包装,招商证券,002701.SZ,2018-07-31,2018-07-01,奥瑞金
1119,梅林,旅游综合,招商证券,002707.SZ,2018-07-31,2018-07-01,众信旅游
1120,杨件,锂,招商证券,002756.SZ,2018-07-31,2018-07-01,永兴特钢
1121,游家训,锂电池,招商证券,300014.SZ,2018-07-31,2018-07-01,亿纬锂能
1122,刘泽晶,横向通用软件,招商证券,300036.SZ,2018-07-31,2018-07-01,超图软件
1123,王林,垂直应用软件,招商证券,300098.SZ,2018-07-31,2018-07-01,高新兴
1124,朱纯阳,环保设备,招商证券,300137.SZ,2018-07-31,2018-07-01,先河环保
1125,梅林,人工景区,招商证券,300144.SZ,2018-07-31,2018-07-01,宋城演艺
1126,刘泽晶,垂直应用软件,招商证券,300188.SZ,2018-07-31,2018-07-01,美亚柏科
1127,朱纯阳,环保设备,招商证券,300203.SZ,2018-07-31,2018-07-01,聚光科技
1128,刘荣,其他通用设备,招商证券,300470.SZ,2018-07-31,2018-07-01,日机密封
1129,朱卫华,生猪养殖,招商证券,300498.SZ,2018-07-31,2018-07-01,温氏股份
1130,王林,通信应用增值服务,招商证券,300571.SZ,2018-07-31,2018-07-01,平治信息
1131,顾佳,通信应用增值服务,招商证券,300571.SZ,2018-07-31,2018-07-01,平治信息
1132,董瑞斌,检测服务,招商证券,300572.SZ,2018-07-31,2018-07-01,安车检测
1133,周铮,其他化学制品,招商证券,300596.SZ,2018-07-31,2018-07-01,利安隆
1134,董瑞斌,宠物食品,招商证券,300673.SZ,2018-07-31,2018-07-01,佩蒂股份
1135,郑积沙,证券,招商证券,600030.SH,2018-07-31,2018-07-01,中信证券
1136,刘荣,工程机械整机,招商证券,600031.SH,2018-07-31,2018-07-01,三一重工
1137,刘文平,金属制品,招商证券,600114.SH,2018-07-31,2018-07-01,东睦股份
1138,卢平,焦煤,招商证券,600348.SH,2018-07-31,2018-07-01,阳泉煤业
1139,周铮,氮肥,招商证券,600426.SH,2018-07-31,2018-07-01,华鲁恒升
1140,杨勇胜,白酒,招商证券,600519.SH,2018-07-31,2018-07-01,贵州茅台
1141,游家训,输变电设备,招商证券,600525.SH,2018-07-31,2018-07-01,长园集团
1142,汪刘胜,车身附件及饰件,招商证券,600660.SH,2018-07-31,2018-07-01,福耀玻璃
1143,刘文平,铝,招商证券,600673.SH,2018-07-31,2018-07-01,东阳光科
1144,许荣聪,多业态零售,招商证券,600729.SH,2018-07-31,2018-07-01,重庆百货
1145,汪刘胜,车身附件及饰件,招商证券,600742.SH,2018-07-31,2018-07-01,一汽富维
1146,王超,航空装备,招商证券,600760.SH,2018-07-31,2018-07-01,中航沈飞
1147,杨勇胜,乳品,招商证券,600887.SH,2018-07-31,2018-07-01,伊利股份
1148,倪文祎,板材,招商证券,601003.SH,2018-07-31,2018-07-01,柳钢股份
1149,杨件,板材,招商证券,601003.SH,2018-07-31,2018-07-01,柳钢股份
1150,袁钉,铁路运输,招商证券,601006.SH,2018-07-31,2018-07-01,大秦铁路
1151,王彬鹏,化学工程,招商证券,601117.SH,2018-07-31,2018-07-01,中国化学
1152,卢平,动力煤,招商证券,601225.SH,2018-07-31,2018-07-01,陕西煤业
1153,郑积沙,保险,招商证券,601318.SH,2018-07-31,2018-07-01,中国平安
1154,许荣聪,超市,招商证券,603708.SH,2018-07-31,2018-07-01,家家悦
1155,孙妤,非运动服装,招商证券,603839.SH,2018-07-31,2018-07-01,安正时尚
1156,纪敏,非运动服装,招商证券,603839.SH,2018-07-31,2018-07-01,安正时尚
1157,范劲松,白酒,中泰证券,000596.SZ,2018-07-31,2018-07-01,古井贡酒
1158,彭毅,综合电商,中泰证券,002024.SZ,2018-07-31,2018-07-01,苏宁易购
1159,康雅雯,广告媒体,中泰证券,002027.SZ,2018-07-31,2018-07-01,分众传媒
1160,王华君,机器人,中泰证券,300024.SZ,2018-07-31,2018-07-01,机器人
1161,邹玲玲,电池化学品,中泰证券,300037.SZ,2018-07-31,2018-07-01,新宙邦
1162,江琦,化学制剂,中泰证券,600276.SH,2018-07-31,2018-07-01,恒瑞医药
1163,吴友文,通信网络设备及器件,中泰证券,600498.SH,2018-07-31,2018-07-01,烽火通信
1164,张琰,水泥制造,中泰证券,600585.SH,2018-07-31,2018-07-01,海螺水泥
1165,谢春生,其他计算机设备,中泰证券,603019.SH,2018-07-31,2018-07-01,中科曙光
1166,王鹤岱,空调,华泰证券,000651.SZ,2018-07-31,2018-07-03,格力电器
1167,张坚,综合电商,华泰证券,002024.SZ,2018-07-31,2018-07-03,苏宁易购
1168,谢志才,底盘与发动机系统,华泰证券,002126.SZ,2018-07-31,2018-07-03,银轮股份
1169,高宏博,IT服务,华泰证券,002373.SZ,2018-07-31,2018-07-03,千方科技
1170,鲍荣富,瓷砖地板,华泰证券,002918.SZ,2018-07-31,2018-07-03,蒙娜丽莎
1171,王宗超,航空装备,华泰证券,300424.SZ,2018-07-31,2018-07-03,航新科技
1172,章诚,半导体设备,华泰证券,300604.SZ,2018-07-31,2018-07-03,长川科技
1173,沈娟,股份制银行,华泰证券,600036.SH,2018-07-31,2018-07-03,招商银行
1174,刘曦,纺织化学制品,华泰证券,600352.SH,2018-07-31,2018-07-03,浙江龙盛
1175,陈羽锋,成品家居,华泰证券,603008.SH,2018-07-31,2018-07-03,喜临门
1176,王斌,化学制剂,太平洋证券,300016.SZ,2018-07-31,2018-07-02,北陆药业
1177,黄付生,白酒,太平洋证券,600197.SH,2018-07-31,2018-07-02,伊力特
1178,周炯,住宅开发,太平洋证券,600657.SH,2018-07-31,2018-07-02,信达地产
1179,柳强,其他石化,太平洋证券,601233.SH,2018-07-31,2018-07-02,桐昆股份
1180,蔡雯娟,空调,天风证券,000651.SZ,2018-07-31,2018-06-29,格力电器
1181,邹润芳,氯碱,天风证券,000818.SZ,2018-07-31,2018-06-29,航锦科技
1182,刘鹏,白酒,天风证券,000858.SZ,2018-07-31,2018-06-29,五粮液
1183,何文雯,油气开采,天风证券,000968.SZ,2018-07-31,2018-06-29,蓝焰控股
1184,钟帅,油气开采,天风证券,000968.SZ,2018-07-31,2018-06-29,蓝焰控股
1185,刘章明,综合电商,天风证券,002024.SZ,2018-07-31,2018-06-29,苏宁易购
1186,张璐芳,综合电商,天风证券,002024.SZ,2018-07-31,2018-06-29,苏宁易购
1187,沈海兵,IT服务,天风证券,002065.SZ,2018-07-31,2018-06-29,东华软件
1188,姜浩,大宗用纸,天风证券,002078.SZ,2018-07-31,2018-06-29,太阳纸业
1189,王茜,长材,天风证券,002110.SZ,2018-07-31,2018-06-29,三钢闽光
1190,崔宇,能源及重型设备,天风证券,002353.SZ,2018-07-31,2018-06-29,杰瑞股份
1191,邹润芳,能源及重型设备,天风证券,002353.SZ,2018-07-31,2018-06-29,杰瑞股份
1192,刘哲铭,肉鸡养殖,天风证券,002458.SZ,2018-07-31,2018-06-29,益生股份
1193,吴立,肉鸡养殖,天风证券,002458.SZ,2018-07-31,2018-06-29,益生股份
1194,魏振亚,肉鸡养殖,天风证券,002458.SZ,2018-07-31,2018-06-29,益生股份
1195,文浩,游戏,天风证券,002624.SZ,2018-07-31,2018-06-29,完美世界
1196,王晨,游戏,天风证券,002624.SZ,2018-07-31,2018-06-29,完美世界
1197,张昕,锂电池,天风证券,300207.SZ,2018-07-31,2018-06-29,欣旺达
1198,潘暕,锂电池,天风证券,300207.SZ,2018-07-31,2018-06-29,欣旺达
1199,唐海清,通信网络设备及器件,天风证券,300308.SZ,2018-07-31,2018-06-29,中际旭创
1200,唐笑,装修装饰,天风证券,300506.SZ,2018-07-31,2018-06-29,名家汇
1201,岳恒宇,装修装饰,天风证券,300506.SZ,2018-07-31,2018-06-29,名家汇
1202,文浩,通信应用增值服务,天风证券,300571.SZ,2018-07-31,2018-06-29,平治信息
1203,杨藻,锂电池,天风证券,300750.SZ,2018-07-31,2018-06-29,宁德时代
1204,张樨樨,炼油化工,天风证券,600028.SH,2018-07-31,2018-06-29,中国石化
1205,曾帅,工程机械整机,天风证券,600031.SH,2018-07-31,2018-06-29,三一重工
1206,朱元骏,工程机械整机,天风证券,600031.SH,2018-07-31,2018-06-29,三一重工
1207,邹润芳,工程机械整机,天风证券,600031.SH,2018-07-31,2018-06-29,三一重工
1208,姜明,航空运输,天风证券,600115.SH,2018-07-31,2018-06-29,中国东航
1209,李辉,农药,天风证券,600486.SH,2018-07-31,2018-06-29,扬农化工
1210,陈宏亮,农药,天风证券,600486.SH,2018-07-31,2018-06-29,扬农化工
1211,邓学,商用载客车,天风证券,600686.SH,2018-07-31,2018-06-29,金龙汽车
1212,刘鹏,白酒,天风证券,600702.SH,2018-07-31,2018-06-29,舍得酒业
1213,孙亮,钴,天风证券,600711.SH,2018-07-31,2018-06-29,盛屯矿业
1214,杨诚笑,钴,天风证券,600711.SH,2018-07-31,2018-06-29,盛屯矿业
1215,邹润芳,航空装备,天风证券,600760.SH,2018-07-31,2018-06-29,中航沈飞
1216,武浩翔,水泥制造,天风证券,600801.SH,2018-07-31,2018-06-29,华新水泥
1217,盛昌盛,水泥制造,天风证券,600801.SH,2018-07-31,2018-06-29,华新水泥
1218,黄顺卿,水泥制造,天风证券,600801.SH,2018-07-31,2018-06-29,华新水泥
1219,刘鹏,调味发酵品,天风证券,600872.SH,2018-07-31,2018-06-29,中炬高新
1220,陈天诚,商业地产,天风证券,601155.SH,2018-07-31,2018-06-29,新城控股
1221,冶小梅,动力煤,天风证券,601225.SH,2018-07-31,2018-06-29,陕西煤业
1222,陆韵婷,保险,天风证券,601318.SH,2018-07-31,2018-06-29,中国平安
1223,廖志明,国有大型银行,天风证券,601939.SH,2018-07-31,2018-06-29,建设银行
1224,林瑾璐,国有大型银行,天风证券,601939.SH,2018-07-31,2018-06-29,建设银行
1225,吕明,家纺,天风证券,603365.SH,2018-07-31,2018-06-29,水星家纺
1226,郭彬,家纺,天风证券,603365.SH,2018-07-31,2018-06-29,水星家纺
1227,杨烨辉,体外诊断,天风证券,603658.SH,2018-07-31,2018-06-29,安图生物
1228,郑薇,体外诊断,天风证券,603658.SH,2018-07-31,2018-06-29,安图生物
1229,赵令伊,综合电商,国金证券,002024.SZ,2018-07-31,2018-07-02,苏宁易购
1230,孙笑悦,医院,国金证券,002044.SZ,2018-07-31,2018-07-02,美年健康
1231,李敬雷,医院,国金证券,002044.SZ,2018-07-31,2018-07-02,美年健康
1232,吴劲草,非运动服装,国金证券,002563.SZ,2018-07-31,2018-07-02,森马服饰
1233,刘洋,综合乘用车,国金证券,600104.SH,2018-07-31,2018-07-02,上汽集团
1234,梁美美,综合乘用车,国金证券,600104.SH,2018-07-31,2018-07-02,上汽集团
1235,吴劲草,非运动服装,国金证券,600398.SH,2018-07-31,2018-07-02,海澜之家
1236,蒲强,其他石化,国金证券,601233.SH,2018-07-31,2018-07-02,桐昆股份
1237,苏宝亮,铁路运输,国金证券,601333.SH,2018-07-31,2018-07-02,广深铁路
1238,张立聪,空调,安信证券,000651.SZ,2018-08-31,2018-08-01,格力电器
1239,苏铖,白酒,安信证券,002304.SZ,2018-08-31,2018-08-01,洋河股份
1240,周文波,定制家居,安信证券,002572.SZ,2018-08-31,2018-08-01,索菲亚
1241,胡又文,横向通用软件,安信证券,300036.SZ,2018-08-31,2018-08-01,超图软件
1242,孙远峰,分立器件,安信证券,300373.SZ,2018-08-31,2018-08-01,扬杰科技
1243,焦娟,视频媒体,安信证券,300413.SZ,2018-08-31,2018-08-01,快乐购
1244,李佳丰,动物保健,安信证券,600201.SH,2018-08-31,2018-08-01,生物股份
1245,夏庐生,通信网络设备及器件,安信证券,600498.SH,2018-08-31,2018-08-01,烽火通信
1246,彭虎,通信网络设备及器件,安信证券,600498.SH,2018-08-31,2018-08-01,烽火通信
1247,王书伟,工程机械器件,安信证券,601100.SH,2018-08-31,2018-08-01,恒立液压
1248,苏多永,基建市政工程,安信证券,601186.SH,2018-08-31,2018-08-01,中国铁建
1249,赵湘怀,保险,安信证券,601318.SH,2018-08-31,2018-08-01,中国平安
1250,邓永康,配电设备,安信证券,601877.SH,2018-08-31,2018-08-01,正泰电器
1251,李强,白酒,东北证券,000799.SZ,2018-08-31,2018-08-02,酒鬼酒
1252,齐欢,白酒,东北证券,000799.SZ,2018-08-31,2018-08-02,酒鬼酒
1253,瞿永忠,公路货运,东北证券,002010.SZ,2018-08-31,2018-08-02,传化智联
1254,罗丹,公路货运,东北证券,002010.SZ,2018-08-31,2018-08-02,传化智联
1255,李峻峰,生猪养殖,东北证券,002124.SZ,2018-08-31,2018-08-02,天邦股份
1256,李强,生猪养殖,东北证券,002124.SZ,2018-08-31,2018-08-02,天邦股份
1257,李慧,人工景区,东北证券,300144.SZ,2018-08-31,2018-08-02,宋城演艺
1258,刘军,农用机械,东北证券,300159.SZ,2018-08-31,2018-08-02,新研股份
1259,陈鼎如,农用机械,东北证券,300159.SZ,2018-08-31,2018-08-02,新研股份
1260,王少南,电子化学品,东北证券,300429.SZ,2018-08-31,2018-08-02,强力新材
1261,王建伟,电子化学品,东北证券,300429.SZ,2018-08-31,2018-08-02,强力新材
1262,顾一弘,电能综合服务,东北证券,600483.SH,2018-08-31,2018-08-02,福能股份
1263,刘军,农药,东北证券,600486.SH,2018-08-31,2018-08-02,扬农化工
1264,胡双,农药,东北证券,600486.SH,2018-08-31,2018-08-02,扬农化工
1265,闻学臣,垂直应用软件,东北证券,600570.SH,2018-08-31,2018-08-02,恒生电子
1266,张云凯,商业地产,东北证券,601155.SH,2018-08-31,2018-08-02,新城控股
1267,高建,商业地产,东北证券,601155.SH,2018-08-31,2018-08-02,新城控股
1268,郑闵钢,住宅开发,东兴证券,000002.SZ,2018-08-31,2018-08-01,万科A
1269,郑闵钢,长材,东兴证券,002110.SZ,2018-08-31,2018-08-01,三钢闽光
1270,郑闵钢,会展服务,东兴证券,002751.SZ,2018-08-31,2018-08-01,易尚展示
1271,任天辉,工程机械整机,东兴证券,600031.SH,2018-08-31,2018-08-01,三一重工
1272,郑闵钢,房屋建设,东兴证券,600491.SH,2018-08-31,2018-08-01,龙元建设
1273,赵军胜,水泥制造,东兴证券,600585.SH,2018-08-31,2018-08-01,海螺水泥
1274,刘畅,乳品,东兴证券,600887.SH,2018-08-31,2018-08-01,伊利股份
1275,杨若木,底盘与发动机系统,东兴证券,601689.SH,2018-08-31,2018-08-01,拓普集团
1276,郑闵钢,超市,东兴证券,601933.SH,2018-08-31,2018-08-01,永辉超市
1277,刘畅,熟食,东兴证券,603517.SH,2018-08-31,2018-08-01,绝味食品
1278,张恒晅,航空装备,海通证券,000768.SZ,2018-08-31,2018-08-01,中航飞机
1279,朱劲松,通信网络设备及器件,海通证券,002396.SZ,2018-08-31,2018-08-01,星网锐捷
1280,钟奇,游戏,海通证券,002624.SZ,2018-08-31,2018-08-01,完美世界
1281,梁希,跨境电商,海通证券,002640.SZ,2018-08-31,2018-08-01,跨境通
1282,张宇,LED,海通证券,300241.SZ,2018-08-31,2018-08-01,瑞丰光电
1283,张一弛,电池化学品,海通证券,300409.SZ,2018-08-31,2018-08-01,道氏技术
1284,刘威,氮肥,海通证券,600426.SH,2018-08-31,2018-08-01,华鲁恒升
1285,朱军军,其他石化,海通证券,601233.SH,2018-08-31,2018-08-01,桐昆股份
1286,邓勇,其他石化,海通证券,601233.SH,2018-08-31,2018-08-01,桐昆股份
1287,孙婷,证券,海通证券,601688.SH,2018-08-31,2018-08-01,华泰证券
1288,施毅,钴,海通证券,603799.SH,2018-08-31,2018-08-01,华友钴业
1289,钟奇,钴,海通证券,603799.SH,2018-08-31,2018-08-01,华友钴业
1290,代鹏举,长材,国海证券,000717.SZ,2018-08-31,2018-08-08,韶钢松山
1291,李浩,长材,国海证券,000717.SZ,2018-08-31,2018-08-08,韶钢松山
1292,邓聿珂,长材,国海证券,000717.SZ,2018-08-31,2018-08-08,韶钢松山
1293,代鹏举,板材,国海证券,000932.SZ,2018-08-31,2018-08-08,华菱钢铁
1294,李浩,板材,国海证券,000932.SZ,2018-08-31,2018-08-08,华菱钢铁
1295,余春生,其他农产品加工,国海证券,002661.SZ,2018-08-31,2018-08-08,克明面业
1296,陈鹏,其他农产品加工,国海证券,002661.SZ,2018-08-31,2018-08-08,克明面业
1297,宝幼琛,IT服务,国海证券,300212.SZ,2018-08-31,2018-08-08,易华录
1298,冯胜,工程机械整机,国海证券,600031.SH,2018-08-31,2018-08-08,三一重工
1299,王可,工程机械整机,国海证券,600031.SH,2018-08-31,2018-08-08,三一重工
1300,代鹏举,煤化工,国海证券,600623.SH,2018-08-31,2018-08-08,华谊集团
1301,卢昊,煤化工,国海证券,600623.SH,2018-08-31,2018-08-08,华谊集团
1302,谷航,煤化工,国海证券,600623.SH,2018-08-31,2018-08-08,华谊集团
1303,陈博,煤化工,国海证券,600623.SH,2018-08-31,2018-08-08,华谊集团
1304,代鹏举,焦煤,国海证券,600985.SH,2018-08-31,2018-08-08,雷鸣科化
1305,卢昊,焦煤,国海证券,600985.SH,2018-08-31,2018-08-08,雷鸣科化
1306,谷航,焦煤,国海证券,600985.SH,2018-08-31,2018-08-08,雷鸣科化
1307,陈博,焦煤,国海证券,600985.SH,2018-08-31,2018-08-08,雷鸣科化
1308,张涵,电池化学品,国海证券,603026.SH,2018-08-31,2018-08-08,石大胜华
1309,谭倩,电池化学品,国海证券,603026.SH,2018-08-31,2018-08-08,石大胜华
1310,尹洵,家纺,国海证券,603365.SH,2018-08-31,2018-08-08,水星家纺
1311,谭倩,家纺,国海证券,603365.SH,2018-08-31,2018-08-08,水星家纺
1312,王凌涛,其他专业工程,国海证券,603929.SH,2018-08-31,2018-08-08,亚翔集成
1313,李平祝,中药,银河证券,000650.SZ,2018-08-31,2018-07-31,仁和药业
1314,洪亮,其他建材,银河证券,000786.SZ,2018-08-31,2018-07-31,北新建材
1315,李良,军工电子,银河证券,002025.SZ,2018-08-31,2018-07-31,航天电器
1316,周然,风电整机,银河证券,002202.SZ,2018-08-31,2018-07-31,金风科技
1317,钱劲宇,垂直应用软件,银河证券,002405.SZ,2018-08-31,2018-07-31,四维图新
1318,潘玮,住宅开发,银河证券,600048.SH,2018-08-31,2018-07-31,保利地产
1319,周颖,白酒,银河证券,600519.SH,2018-08-31,2018-07-31,贵州茅台
1320,傅楚雄,集成电路封测,银河证券,600584.SH,2018-08-31,2018-07-31,长电科技
1321,周颖,白酒,银河证券,600779.SH,2018-08-31,2018-07-31,水井坊
1322,潘玮,动力煤,银河证券,601225.SH,2018-08-31,2018-07-31,陕西煤业
1323,邢庭志,白酒,中金,000860.SZ,2018-08-31,2018-08-07,顺鑫农业
1324,卢婷,垂直应用软件,中金,002410.SZ,2018-08-31,2018-08-07,广联达
1325,樊俊豪,纸包装,中金,002831.SZ,2018-08-31,2018-08-07,裕同科技
1326,詹奥博,工程咨询服务,中金,300284.SZ,2018-08-31,2018-08-07,苏交科
1327,刘佳妮,火力发电,中金,600011.SH,2018-08-31,2018-08-07,华能国际
1328,黄乐平,通信网络设备及器件,中金,600498.SH,2018-08-31,2018-08-07,烽火通信
1329,李璇,其他石化,中金,601233.SH,2018-08-31,2018-08-07,桐昆股份
1330,王瑶平,国有大型银行,中金,601288.SH,2018-08-31,2018-08-07,农业银行
1331,袁钉,机场,招商证券,000089.SZ,2018-08-31,2018-07-29,深圳机场
1332,汪刘胜,底盘与发动机系统,招商证券,000338.SZ,2018-08-31,2018-07-29,潍柴动力
1333,吴斌,中药,招商证券,000650.SZ,2018-08-31,2018-07-29,仁和药业
1334,顾佳,图片媒体,招商证券,000681.SZ,2018-08-31,2018-07-29,视觉中国
1335,王强,炼油化工,招商证券,000703.SZ,2018-08-31,2018-07-29,恒逸石化
1336,杨勇胜,白酒,招商证券,000858.SZ,2018-08-31,2018-07-29,五粮液
1337,杨件,板材,招商证券,000932.SZ,2018-08-31,2018-07-29,华菱钢铁
1338,赵可,住宅开发,招商证券,000961.SZ,2018-08-31,2018-07-29,中南建设
1339,王超,航空装备,招商证券,002013.SZ,2018-08-31,2018-07-29,中航机电
1340,郑恺,大宗用纸,招商证券,002078.SZ,2018-08-31,2018-07-29,太阳纸业
1341,鄢凡,安防设备,招商证券,002236.SZ,2018-08-31,2018-07-29,大华股份
1342,郑晓刚,防水材料,招商证券,002271.SZ,2018-08-31,2018-07-29,东方雨虹
1343,孙妤,家纺,招商证券,002293.SZ,2018-08-31,2018-07-29,罗莱生活
1344,郑晓刚,管材,招商证券,002372.SZ,2018-08-31,2018-07-29,伟星新材
1345,鄢凡,消费电子零部件及组装,招商证券,002475.SZ,2018-08-31,2018-07-29,立讯精密
1346,游家训,锂电池,招商证券,300014.SZ,2018-08-31,2018-07-29,亿纬锂能
1347,刘泽晶,横向通用软件,招商证券,300036.SZ,2018-08-31,2018-07-29,超图软件
1348,朱纯阳,水务及水治理,招商证券,300070.SZ,2018-08-31,2018-07-29,碧水源
1349,王林,垂直应用软件,招商证券,300098.SZ,2018-08-31,2018-07-29,高新兴
1350,王超,军工电子,招商证券,300114.SZ,2018-08-31,2018-07-29,中航电测
1351,梅林,人工景区,招商证券,300144.SZ,2018-08-31,2018-07-29,宋城演艺
1352,刘荣,仪器仪表,招商证券,300349.SZ,2018-08-31,2018-07-29,金卡智能
1353,董瑞斌,检测服务,招商证券,300416.SZ,2018-08-31,2018-07-29,苏试试验
1354,朱纯阳,水务及水治理,招商证券,300422.SZ,2018-08-31,2018-07-29,博世科
1355,刘荣,其他通用设备,招商证券,300470.SZ,2018-08-31,2018-07-29,日机密封
1356,董瑞斌,合成树脂,招商证券,300487.SZ,2018-08-31,2018-07-29,蓝晓科技
1357,朱卫华,生猪养殖,招商证券,300498.SZ,2018-08-31,2018-07-29,温氏股份
1358,梅林,通信应用增值服务,招商证券,300571.SZ,2018-08-31,2018-07-29,平治信息
1359,顾佳,通信应用增值服务,招商证券,300571.SZ,2018-08-31,2018-07-29,平治信息
1360,周铮,其他化学制品,招商证券,300596.SZ,2018-08-31,2018-07-29,利安隆
1361,郑积沙,证券,招商证券,600030.SH,2018-08-31,2018-07-29,中信证券
1362,王彬鹏,基建市政工程,招商证券,600039.SH,2018-08-31,2018-07-29,四川路桥
1363,赵可,住宅开发,招商证券,600048.SH,2018-08-31,2018-07-29,保利地产
1364,袁钉,快递,招商证券,600233.SH,2018-08-31,2018-07-29,圆通速递
1365,刘文平,铅锌,招商证券,600338.SH,2018-08-31,2018-07-29,西藏珠峰
1366,周铮,氮肥,招商证券,600426.SH,2018-08-31,2018-07-29,华鲁恒升
1367,王林,通信网络设备及器件,招商证券,600498.SH,2018-08-31,2018-07-29,烽火通信
1368,杨勇胜,白酒,招商证券,600519.SH,2018-08-31,2018-07-29,贵州茅台
1369,刘泽晶,横向通用软件,招商证券,600588.SH,2018-08-31,2018-07-29,用友网络
1370,许荣聪,多业态零售,招商证券,600729.SH,2018-08-31,2018-07-29,重庆百货
1371,汪刘胜,车身附件及饰件,招商证券,600742.SH,2018-08-31,2018-07-29,一汽富维
1372,杨件,板材,招商证券,600782.SH,2018-08-31,2018-07-29,新钢股份
1373,郑恺,大宗用纸,招商证券,600963.SH,2018-08-31,2018-07-29,岳阳林纸
1374,王彬鹏,化学工程,招商证券,601117.SH,2018-08-31,2018-07-29,中国化学
1375,卢平,动力煤,招商证券,601225.SH,2018-08-31,2018-07-29,陕西煤业
1376,郑积沙,保险,招商证券,601318.SH,2018-08-31,2018-07-29,中国平安
1377,孙妤,棉纺,招商证券,601339.SH,2018-08-31,2018-07-29,百隆东方
1378,邹恒超,国有大型银行,招商证券,601398.SH,2018-08-31,2018-07-29,工商银行
1379,卢平,焦煤,招商证券,601699.SH,2018-08-31,2018-07-29,潞安环能
1380,游家训,配电设备,招商证券,601877.SH,2018-08-31,2018-07-29,正泰电器
1381,刘文平,铜,招商证券,601899.SH,2018-08-31,2018-07-29,紫金矿业
1382,许荣聪,超市,招商证券,601933.SH,2018-08-31,2018-07-29,永辉超市
1383,商艾华,复合肥,中泰证券,000902.SZ,2018-08-31,2018-07-31,新洋丰
1384,彭毅,综合电商,中泰证券,002024.SZ,2018-08-31,2018-07-31,苏宁易购
1385,康雅雯,广告媒体,中泰证券,002027.SZ,2018-08-31,2018-07-31,分众传媒
1386,陈奇,生猪养殖,中泰证券,002157.SZ,2018-08-31,2018-07-31,正邦科技
1387,王华君,工程机械整机,中泰证券,600031.SH,2018-08-31,2018-07-31,三一重工
1388,张琰,水泥制造,中泰证券,600585.SH,2018-08-31,2018-07-31,海螺水泥
1389,戴志锋,国有大型银行,中泰证券,601288.SH,2018-08-31,2018-07-31,农业银行
1390,戴志锋,保险,中泰证券,601318.SH,2018-08-31,2018-07-31,中国平安
1391,鲍荣富,工程咨询服务,华泰证券,300284.SZ,2018-08-31,2018-08-01,苏交科
1392,彭茜,LED,华泰证券,300296.SZ,2018-08-31,2018-08-01,利亚德
1393,王宗超,通信终端及配件,华泰证券,300627.SZ,2018-08-31,2018-08-01,华测导航
1394,沈娟,股份制银行,华泰证券,600036.SH,2018-08-31,2018-08-01,招商银行
1395,谢志才,汽车经销商,华泰证券,600297.SH,2018-08-31,2018-08-01,广汇汽车
1396,黄斌,硅料硅片,华泰证券,600438.SH,2018-08-31,2018-08-01,通威股份
1397,张坚,超市,华泰证券,601933.SH,2018-08-31,2018-08-01,永辉超市
1398,陈羽锋,成品家居,华泰证券,603008.SH,2018-08-31,2018-08-01,喜临门
1399,孔凌飞,LED,华泰证券,603679.SH,2018-08-31,2018-08-01,华体科技
1400,廖志明,股份制银行,天风证券,000001.SZ,2018-08-31,2018-07-31,平安银行
1401,林瑾璐,股份制银行,天风证券,000001.SZ,2018-08-31,2018-07-31,平安银行
1402,刘章明,百货,天风证券,000564.SZ,2018-08-31,2018-07-31,*ST大集
1403,张健,被动元件,天风证券,000636.SZ,2018-08-31,2018-07-31,风华高科
1404,潘暕,被动元件,天风证券,000636.SZ,2018-08-31,2018-07-31,风华高科
1405,潘暕,氯碱,天风证券,000818.SZ,2018-08-31,2018-07-31,航锦科技
1406,邹润芳,氯碱,天风证券,000818.SZ,2018-08-31,2018-07-31,航锦科技
1407,于夕朦,油气开采,天风证券,000968.SZ,2018-08-31,2018-07-31,蓝焰控股
1408,钟帅,油气开采,天风证券,000968.SZ,2018-08-31,2018-07-31,蓝焰控股
1409,陈天诚,商业地产,天风证券,001979.SZ,2018-08-31,2018-07-31,招商蛇口
1410,武浩翔,耐火材料,天风证券,002088.SZ,2018-08-31,2018-07-31,鲁阳节能
